N,q,split,plane,z_mm,pos_med_um,pos_p95_um,slope_med_mrad,x_med_um,y_med_um,tx_med_mrad,ty_med_mrad
1,9,test,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9,test,1,7826.0,222.43732509502934,2432.587257456875,0.10179842479061951,166.74170207662087,125.08027015367995,0.07651405228761149,0.05233263556368717
1,10,val,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,val,1,7826.0,230.68901764042948,2812.271985588752,0.09792068371786838,185.47271329384785,123.17307503883512,0.07578499621571644,0.05217252253984783
1,10,test,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,test,1,7826.0,226.10210290355326,2503.5155447461443,0.09442729573998915,186.2616097987022,108.44614022285626,0.0754053121422224,0.049435482545053845
1,11,val,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,val,1,7826.0,240.7837852163084,2324.6396214954057,0.10507671980448594,194.06243978517068,125.88259919880329,0.08266355064485975,0.05871473903661106
1,11,test,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,11,test,1,7826.0,220.5174851213485,2041.4155097413193,0.10043655286734801,180.9238917597895,114.71020242946395,0.07807116860490335,0.05353329469511784
1,12,val,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,val,1,7826.0,296.7343581129853,2517.057629263489,0.12824152616656287,231.91888479595946,137.50808887166954,0.09577760394491319,0.06514286832939864
1,12,test,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12,test,1,7826.0,280.86483867809875,2154.621386639156,0.12446622496038034,225.6192892483,125.12483072708847,0.09324731471004044,0.06555456595301774
1,13,val,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,13,val,1,7826.0,263.6009990145851,2557.479545114774,0.09675358504352208,187.41854231490152,154.01239735538752,0.06558624507493893,0.06742870522610106
1,13,test,0,2648.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
