network,mode,seed,width,depth,converged,split,step,n,end_med_um,end_p95_um,slope_med_mrad,cum_dz_med_mm
w200_physics_s5,physics,5,200,4,False,val,0,4551,208.83082816628473,3927.68985585451,0.08685425106394473,55.0
w200_physics_s5,physics,5,200,4,False,val,1,4551,618.8344294062631,11271.416216388672,0.3284967039026976,373.71799999999996
w200_physics_s5,physics,5,200,4,False,val,2,4551,1109.6347827132593,30859.426043409472,0.5496030998463977,821.8929999999991
w200_physics_s5,physics,5,200,4,False,val,3,4551,1749.2856412260096,39102.1940849177,0.8972024047117638,2099.987
w200_physics_s5,physics,5,200,4,False,val,4,2932,3814.9122865717463,68212.2802982977,1.4733926732172349,6281.1775
w200_physics_s5,physics,5,200,4,False,val,5,1524,7392.227390899279,100209.55950186694,2.497124949042473,7759.312
w200_physics_s5,physics,5,200,4,False,val,6,856,7969.540538936485,91849.42045077457,2.8561156598514628,8181.928
w200_physics_s5,physics,5,200,4,False,test,0,4563,206.92097916059993,3465.9982160659138,0.08498766922883372,69.21399999999994
w200_physics_s5,physics,5,200,4,False,test,1,4563,609.1599740281417,11255.286558278945,0.32424704330566434,335.087
w200_physics_s5,physics,5,200,4,False,test,2,4563,1072.6241519996406,29197.25239476485,0.5213415099127316,752.393
w200_physics_s5,physics,5,200,4,False,test,3,4563,1642.0043639608082,40131.013875782075,0.829541232047093,1994.9869999999999
w200_physics_s5,physics,5,200,4,False,test,4,2914,3506.5251917864907,68799.76853333027,1.365970467901864,6269.4015
w200_physics_s5,physics,5,200,4,False,test,5,1481,6641.0968153059,109191.05135733873,2.503738897449131,7783.540000000001
w200_physics_s5,physics,5,200,4,False,test,6,853,7713.592571725883,86038.07822103734,2.63139182860854,8330.801
w200_physics_s6,physics,6,200,4,True,val,0,4551,173.40628247784772,3516.399109792602,0.11595602930078441,55.0
w200_physics_s6,physics,6,200,4,True,val,1,4551,574.4907693599935,12389.380019349424,0.34963269849832684,373.71799999999996
w200_physics_s6,physics,6,200,4,True,val,2,4551,1066.2434477274019,22653.41748080442,0.5646301278464522,821.8929999999991
w200_physics_s6,physics,6,200,4,True,val,3,4551,1918.239019223904,29110.009686413137,0.923001292070777,2099.987
w200_physics_s6,physics,6,200,4,True,val,4,2932,4343.165008160269,54608.388723352466,1.4878512253096328,6281.1775
w200_physics_s6,physics,6,200,4,True,val,5,1524,7551.111544787879,95197.60420573755,2.493994735598429,7759.312
w200_physics_s6,physics,6,200,4,True,val,6,856,8171.371772241799,95237.61699288251,2.7241867087303,8181.928
w200_physics_s6,physics,6,200,4,True,test,0,4563,173.64640002892884,3419.4124039054927,0.11554909874594843,69.21399999999994
w200_physics_s6,physics,6,200,4,True,test,1,4563,534.1511065759619,12026.013724673718,0.3453692558644146,335.087
w200_physics_s6,physics,6,200,4,True,test,2,4563,1028.4672201379408,22231.7422208994,0.5438811762574041,752.393
w200_physics_s6,physics,6,200,4,True,test,3,4563,1855.233923393797,29200.30577104742,0.8273503489704681,1994.9869999999999
w200_physics_s6,physics,6,200,4,True,test,4,2914,4132.96828005457,49907.585100250384,1.3629759951619103,6269.4015
w200_physics_s6,physics,6,200,4,True,test,5,1481,7491.982688048552,117075.48418616397,2.374554197847323,7783.540000000001
w200_physics_s6,physics,6,200,4,True,test,6,853,8440.326506832207,89903.52861740856,2.684728648478157,8330.801
w200_physics_s7,physics,7,200,4,True,val,0,4551,174.65129154390445,3539.8474232187596,0.11505772894110367,55.0
w200_physics_s7,physics,7,200,4,True,val,1,4551,598.2797402272411,15883.878739040229,0.3861415227221603,373.71799999999996
w200_physics_s7,physics,7,200,4,True,val,2,4551,1146.3622986825185,54033.60120791444,0.6779382623223473,821.8929999999991
w200_physics_s7,physics,7,200,4,True,val,3,4551,2126.554687341695,72282.80239088484,1.3019943397612546,2099.987
w200_physics_s7,physics,7,200,4,True,val,4,2932,5459.989618511372,111056.02770055064,2.3722463394525612,6281.1775
w200_physics_s7,physics,7,200,4,True,val,5,1524,15062.632693191943,163399.82544726433,5.130033320396113,7759.312
w200_physics_s7,physics,7,200,4,True,val,6,856,18334.14057339445,163358.12214381935,5.347706754763615,8181.928
w200_physics_s7,physics,7,200,4,True,test,0,4563,174.39438922167483,3415.235873829894,0.1173242382978626,69.21399999999994
w200_physics_s7,physics,7,200,4,True,test,1,4563,574.5389717035323,14528.05913745446,0.3971602004525579,335.087
w200_physics_s7,physics,7,200,4,True,test,2,4563,1132.6047571029249,51455.56557393769,0.6839998688320109,752.393
w200_physics_s7,physics,7,200,4,True,test,3,4563,2014.0893675431216,66502.95416674191,1.2870259055462254,1994.9869999999999
w200_physics_s7,physics,7,200,4,True,test,4,2914,5345.15141769063,105811.60165361238,2.35407072643784,6269.4015
w200_physics_s7,physics,7,200,4,True,test,5,1481,15065.995496707188,172112.72786593987,5.168525714827177,7783.540000000001
w200_physics_s7,physics,7,200,4,True,test,6,853,17797.326814158398,159889.37744791186,5.288493664004745,8330.801
w200_physics_s8,physics,8,200,4,True,val,0,4551,149.38207685070813,3555.68600251493,0.09381767276467334,55.0
w200_physics_s8,physics,8,200,4,True,val,1,4551,548.9231156112737,11978.353311433813,0.3498437558064546,373.71799999999996
w200_physics_s8,physics,8,200,4,True,val,2,4551,997.506412184066,27626.47690653739,0.6165411132967816,821.8929999999991
w200_physics_s8,physics,8,200,4,True,val,3,4551,1696.2424535996092,39585.856088385866,1.0305329664579976,2099.987
w200_physics_s8,physics,8,200,4,True,val,4,2932,4106.187703219404,78967.01889314583,1.6859459090085016,6281.1775
w200_physics_s8,physics,8,200,4,True,val,5,1524,8641.779677796676,123310.86114385827,2.840848263831508,7759.312
w200_physics_s8,physics,8,200,4,True,val,6,856,10106.418581696402,123220.13362472273,2.9049575702055837,8181.928
w200_physics_s8,physics,8,200,4,True,test,0,4563,149.70798743270564,3080.4850060494555,0.09622644824135856,69.21399999999994
w200_physics_s8,physics,8,200,4,True,test,1,4563,539.9056727014546,10960.764536710489,0.3556423535523018,335.087
w200_physics_s8,physics,8,200,4,True,test,2,4563,987.0471874168275,27903.331689687333,0.5996166647959655,752.393
w200_physics_s8,physics,8,200,4,True,test,3,4563,1596.2884983711447,38399.846530657334,1.0009886667522312,1994.9869999999999
w200_physics_s8,physics,8,200,4,True,test,4,2914,3862.2667819027183,78299.50046615147,1.6554756920296247,6269.4015
w200_physics_s8,physics,8,200,4,True,test,5,1481,7808.810603504931,150278.12904437757,2.852036394897506,7783.540000000001
w200_physics_s8,physics,8,200,4,True,test,6,853,8827.617633065514,108621.62936422946,3.0770800899479376,8330.801
w200_physics_s9,physics,9,200,4,True,val,0,4551,180.26093030434254,3915.029919561064,0.09451510937379115,55.0
w200_physics_s9,physics,9,200,4,True,val,1,4551,566.0096941446113,10622.630716736503,0.31034957946721176,373.71799999999996
w200_physics_s9,physics,9,200,4,True,val,2,4551,1053.4054903338922,32568.170798613894,0.5074697198659273,821.8929999999991
w200_physics_s9,physics,9,200,4,True,val,3,4551,1785.0414399417218,42151.694343433686,0.9332941052104249,2099.987
w200_physics_s9,physics,9,200,4,True,val,4,2932,4098.146703243053,78931.20832513916,1.742946277243279,6281.1775
w200_physics_s9,physics,9,200,4,True,val,5,1524,8855.728191443377,143691.86045373525,3.6768975313781898,7759.312
w200_physics_s9,physics,9,200,4,True,val,6,856,11480.368952160716,132048.4640449994,3.94596294766697,8181.928
w200_physics_s9,physics,9,200,4,True,test,0,4563,186.4391188396013,3503.5236410305515,0.09271933250135089,69.21399999999994
w200_physics_s9,physics,9,200,4,True,test,1,4563,555.3487219542568,9218.358433774325,0.2962081597896807,335.087
w200_physics_s9,physics,9,200,4,True,test,2,4563,1029.3689323605122,34511.27562595839,0.49219503093980016,752.393
w200_physics_s9,physics,9,200,4,True,test,3,4563,1705.088749474939,45662.00873716333,0.9027951487421554,1994.9869999999999
w200_physics_s9,physics,9,200,4,True,test,4,2914,3895.540767007219,80064.79458274941,1.6410593429788887,6269.4015
w200_physics_s9,physics,9,200,4,True,test,5,1481,8658.802263258054,195299.57175718437,3.544849934798644,7783.540000000001
w200_physics_s9,physics,9,200,4,True,test,6,853,10450.492236014099,160837.54835188205,3.701335333890804,8330.801
w50_data_s0,data,0,50,4,True,val,0,4551,420.13905915651105,5583.352419789776,0.21655687502689958,55.0
w50_data_s0,data,0,50,4,True,val,1,4551,1163.9263575036694,16259.525249186325,0.6907849160107532,373.71799999999996
w50_data_s0,data,0,50,4,True,val,2,4551,2141.793155907756,25259.62105485364,1.008527971742501,821.8929999999991
w50_data_s0,data,0,50,4,True,val,3,4551,4137.840230673732,33815.944046114906,1.3351594344411244,2099.987
w50_data_s0,data,0,50,4,True,val,4,2932,7226.235068460468,56386.16564026499,1.954787383617873,6281.1775
w50_data_s0,data,0,50,4,True,val,5,1524,10986.011749551424,114469.63577123234,2.3909191430303984,7759.312
w50_data_s0,data,0,50,4,True,val,6,856,11457.289795723482,115322.24993706381,2.6172827646466086,8181.928
w50_data_s0,data,0,50,4,True,test,0,4563,421.236253833996,5034.830574973543,0.21302144886292673,69.21399999999994
w50_data_s0,data,0,50,4,True,test,1,4563,1091.7765922363149,15256.380208127906,0.6803055772591284,335.087
w50_data_s0,data,0,50,4,True,test,2,4563,1901.8460709645524,26366.65230597756,1.038803239317418,752.393
w50_data_s0,data,0,50,4,True,test,3,4563,3571.2152895750933,33352.96788832525,1.2775646696402687,1994.9869999999999
w50_data_s0,data,0,50,4,True,test,4,2914,6503.8423510025395,56202.42572969159,1.8797798031648902,6269.4015
w50_data_s0,data,0,50,4,True,test,5,1481,10086.651795879505,112730.29530856275,2.4660260430100918,7783.540000000001
w50_data_s0,data,0,50,4,True,test,6,853,10738.884793403713,95506.74927481728,2.478113454540659,8330.801
w50_data_s1,data,1,50,4,True,val,0,4551,377.7856401518562,5605.662398720426,0.17412829657453138,55.0
w50_data_s1,data,1,50,4,True,val,1,4551,1320.0206289858158,12008.10090068323,0.6733439440153276,373.71799999999996
w50_data_s1,data,1,50,4,True,val,2,4551,2517.4452290139016,22657.60898661733,1.1035516544203594,821.8929999999991
w50_data_s1,data,1,50,4,True,val,3,4551,3932.013051590985,32906.13287896488,1.6441330654537456,2099.987
w50_data_s1,data,1,50,4,True,val,4,2932,7002.167257538758,59523.18709705989,2.4881415246602034,6281.1775
w50_data_s1,data,1,50,4,True,val,5,1524,9650.789743032845,87862.09356300287,3.4888351708605367,7759.312
w50_data_s1,data,1,50,4,True,val,6,856,11255.932755612575,113192.68918323718,3.650322888317355,8181.928
w50_data_s1,data,1,50,4,True,test,0,4563,378.358731213007,5248.261044376187,0.1699763937956615,69.21399999999994
w50_data_s1,data,1,50,4,True,test,1,4563,1337.5820297612613,12111.935025710907,0.6537589286776946,335.087
w50_data_s1,data,1,50,4,True,test,2,4563,2525.1323788177665,22135.668654427198,1.0991415970167118,752.393
w50_data_s1,data,1,50,4,True,test,3,4563,4025.3665395221387,30247.667876849042,1.6451111476087077,1994.9869999999999
w50_data_s1,data,1,50,4,True,test,4,2914,7063.038875465395,50250.812677266695,2.401758407741185,6269.4015
w50_data_s1,data,1,50,4,True,test,5,1481,9627.824935904982,90829.03978751188,3.4248374989220425,7783.540000000001
w50_data_s1,data,1,50,4,True,test,6,853,10339.86633159202,73127.92871544394,3.477872731489487,8330.801
w50_data_s2,data,2,50,4,True,val,0,4551,384.32127615312515,5261.698103857015,0.20407808833805552,55.0
w50_data_s2,data,2,50,4,True,val,1,4551,1287.449465747045,12137.444440484502,0.7904490846936569,373.71799999999996
w50_data_s2,data,2,50,4,True,val,2,4551,2243.0451312126534,25703.971946933565,1.27189771368591,821.8929999999991
w50_data_s2,data,2,50,4,True,val,3,4551,3694.902319324214,34039.659456617475,1.9352246310023746,2099.987
w50_data_s2,data,2,50,4,True,val,4,2932,6895.488658400867,58907.22864537188,2.8503761494094793,6281.1775
w50_data_s2,data,2,50,4,True,val,5,1524,10413.200800486109,85203.0473465023,4.7738896261392,7759.312
w50_data_s2,data,2,50,4,True,val,6,856,12188.058625136571,100364.0241200571,4.987630670501703,8181.928
w50_data_s2,data,2,50,4,True,test,0,4563,387.83738784356814,5555.674635835901,0.19781720579951922,69.21399999999994
w50_data_s2,data,2,50,4,True,test,1,4563,1275.18007874815,13049.059264102174,0.7566102642592009,335.087
w50_data_s2,data,2,50,4,True,test,2,4563,2225.4777033596865,25825.737850478145,1.3001334236054096,752.393
w50_data_s2,data,2,50,4,True,test,3,4563,3634.4968908133524,35189.35660829301,1.8758930231095317,1994.9869999999999
w50_data_s2,data,2,50,4,True,test,4,2914,6991.423831644364,59022.18370594986,2.711870362385873,6269.4015
w50_data_s2,data,2,50,4,True,test,5,1481,11257.955168239874,122923.69090025386,4.950094274547734,7783.540000000001
w50_data_s2,data,2,50,4,True,test,6,853,12169.88170953232,110236.39581483322,5.023652078513227,8330.801
w50_physics_s0,physics,0,50,4,True,val,0,4551,449.9658191953033,8341.611492783264,0.29229096787801445,55.0
w50_physics_s0,physics,0,50,4,True,val,1,4551,1508.023462373103,17860.331937260995,0.8811610604310127,373.71799999999996
w50_physics_s0,physics,0,50,4,True,val,2,4551,2658.2339667495867,36847.214698885524,1.5260764022069773,821.8929999999991
w50_physics_s0,physics,0,50,4,True,val,3,4551,4196.972117434654,51038.44067557463,2.000151311418645,2099.987
w50_physics_s0,physics,0,50,4,True,val,4,2932,8210.364279639321,82621.81908827006,2.8153206182099706,6281.1775
w50_physics_s0,physics,0,50,4,True,val,5,1524,14780.839941575849,127072.32475271403,3.435117085133381,7759.312
w50_physics_s0,physics,0,50,4,True,val,6,856,16901.286142198223,118192.17411040694,3.7827950491718836,8181.928
w50_physics_s0,physics,0,50,4,True,test,0,4563,452.05531834409385,8371.962762687393,0.28456602030434436,69.21399999999994
w50_physics_s0,physics,0,50,4,True,test,1,4563,1505.9871523294248,17713.791421701873,0.8590831367394809,335.087
w50_physics_s0,physics,0,50,4,True,test,2,4563,2603.1670441759334,36689.23688722103,1.4489438338108758,752.393
w50_physics_s0,physics,0,50,4,True,test,3,4563,4045.6906813588776,47318.363294826144,1.9706226205409954,1994.9869999999999
w50_physics_s0,physics,0,50,4,True,test,4,2914,8133.628785845538,80747.35582287294,2.7757286780208528,6269.4015
w50_physics_s0,physics,0,50,4,True,test,5,1481,15143.182632565982,126029.69988329323,3.467415315697511,7783.540000000001
w50_physics_s0,physics,0,50,4,True,test,6,853,17056.791800745374,103044.13734301103,3.5109976091403268,8330.801
w50_physics_s1,physics,1,50,4,True,val,0,4551,429.81481131198416,8438.703940342493,0.18649198091739982,55.0
w50_physics_s1,physics,1,50,4,True,val,1,4551,1356.1390857421857,17883.8254107896,0.6740201729984532,373.71799999999996
w50_physics_s1,physics,1,50,4,True,val,2,4551,2629.792659753491,29363.47453873965,1.0736197509919818,821.8929999999991
w50_physics_s1,physics,1,50,4,True,val,3,4551,3776.5884206397545,42459.45174726452,1.648393634049155,2099.987
w50_physics_s1,physics,1,50,4,True,val,4,2932,6183.177271314051,75685.20465205802,2.456088063332751,6281.1775
w50_physics_s1,physics,1,50,4,True,val,5,1524,8854.550924421119,103069.93593567003,3.2175731692834115,7759.312
w50_physics_s1,physics,1,50,4,True,val,6,856,9289.062717336328,125167.60847495717,3.438515903643302,8181.928
w50_physics_s1,physics,1,50,4,True,test,0,4563,444.4825229827529,8476.516973161071,0.18458382848887678,69.21399999999994
w50_physics_s1,physics,1,50,4,True,test,1,4563,1313.7802675237253,17863.79734037935,0.6274944453509707,335.087
w50_physics_s1,physics,1,50,4,True,test,2,4563,2503.832021572123,31150.466724802634,1.079358091447602,752.393
w50_physics_s1,physics,1,50,4,True,test,3,4563,3680.501582674765,43776.42670502068,1.589033811999891,1994.9869999999999
w50_physics_s1,physics,1,50,4,True,test,4,2914,5802.071872468843,78670.52163300665,2.221873145106263,6269.4015
w50_physics_s1,physics,1,50,4,True,test,5,1481,8255.517069586005,119301.3893669031,3.075758566593423,7783.540000000001
w50_physics_s1,physics,1,50,4,True,test,6,853,9110.565736999206,93830.98595229114,3.212120185525469,8330.801
w50_physics_s2,physics,2,50,4,True,val,0,4551,589.2079532010541,12626.343323027186,0.24233952459985775,55.0
w50_physics_s2,physics,2,50,4,True,val,1,4551,2135.4525645032254,21222.364556566165,1.1652632431207732,373.71799999999996
w50_physics_s2,physics,2,50,4,True,val,2,4551,3918.649725937584,53325.438660429114,1.8897798343334282,821.8929999999991
w50_physics_s2,physics,2,50,4,True,val,3,4551,5610.923012037901,65314.746310119284,2.7659298952724676,2099.987
w50_physics_s2,physics,2,50,4,True,val,4,2932,10785.346328410526,108301.50234120643,4.044530306423912,6281.1775
w50_physics_s2,physics,2,50,4,True,val,5,1524,17330.43136587105,156240.20587427833,5.876659002990142,7759.312
w50_physics_s2,physics,2,50,4,True,val,6,856,20002.512908317673,158412.90455127016,6.46197410786289,8181.928
w50_physics_s2,physics,2,50,4,True,test,0,4563,598.7004032169896,11203.606966368083,0.2395633012139205,69.21399999999994
w50_physics_s2,physics,2,50,4,True,test,1,4563,1963.0257583155988,19974.22856567783,1.078295268304266,335.087
w50_physics_s2,physics,2,50,4,True,test,2,4563,3740.50638363272,54127.00952176801,1.8332776330278502,752.393
w50_physics_s2,physics,2,50,4,True,test,3,4563,5363.211365335019,66399.77075932654,2.5816098764320508,1994.9869999999999
w50_physics_s2,physics,2,50,4,True,test,4,2914,9781.283379805558,106658.51732325437,3.8796408045870603,6269.4015
w50_physics_s2,physics,2,50,4,True,test,5,1481,16375.14247137051,160441.4123527181,5.753132630955893,7783.540000000001
w50_physics_s2,physics,2,50,4,True,test,6,853,17838.97978402781,148245.23092004732,6.056182993306653,8330.801
w50_physics_s3,physics,3,50,4,True,val,0,4551,425.18849953857085,12548.299936203479,0.27485739283781424,55.0
w50_physics_s3,physics,3,50,4,True,val,1,4551,1871.8845784718142,26799.665751910063,1.2916831723295552,373.71799999999996
w50_physics_s3,physics,3,50,4,True,val,2,4551,3924.77150904449,43863.16492858379,2.155611645157108,821.8929999999991
w50_physics_s3,physics,3,50,4,True,val,3,4551,6564.5420547022295,60888.447053349344,3.1777419401231297,2099.987
w50_physics_s3,physics,3,50,4,True,val,4,2932,12317.158419255775,107733.98633776806,4.974821616495202,6281.1775
w50_physics_s3,physics,3,50,4,True,val,5,1524,18704.64133271489,161211.7238564396,7.161936577784217,7759.312
w50_physics_s3,physics,3,50,4,True,val,6,856,20951.799654449445,167120.6742011668,7.867580212102037,8181.928
w50_physics_s3,physics,3,50,4,True,test,0,4563,436.14269172014275,12148.181778078135,0.27737987315570173,69.21399999999994
w50_physics_s3,physics,3,50,4,True,test,1,4563,1807.5481220706422,27280.95951266198,1.2809401074909132,335.087
w50_physics_s3,physics,3,50,4,True,test,2,4563,3800.6737200239795,43700.687186405215,2.2008351239370394,752.393
w50_physics_s3,physics,3,50,4,True,test,3,4563,6122.072714278858,59087.72674663955,3.12085279433838,1994.9869999999999
w50_physics_s3,physics,3,50,4,True,test,4,2914,11740.07723200151,110026.16130326432,4.722255708240079,6269.4015
w50_physics_s3,physics,3,50,4,True,test,5,1481,18527.957085710797,178185.3952883848,7.416080959837091,7783.540000000001
w50_physics_s3,physics,3,50,4,True,test,6,853,20826.318413399124,144396.67726275255,8.174247864689828,8330.801
w50_physics_s4,physics,4,50,4,True,val,0,4551,397.2079160184876,8723.021631474296,0.1761123952264826,55.0
w50_physics_s4,physics,4,50,4,True,val,1,4551,1306.8615204344312,18070.66021041306,0.798789388520002,373.71799999999996
w50_physics_s4,physics,4,50,4,True,val,2,4551,2410.004038450552,31647.930479094157,1.2939071697428695,821.8929999999991
w50_physics_s4,physics,4,50,4,True,val,3,4551,4041.210460259972,41359.819592351865,2.224840229232111,2099.987
w50_physics_s4,physics,4,50,4,True,val,4,2932,8304.961462513653,77505.64746134909,3.3836765383864695,6281.1775
w50_physics_s4,physics,4,50,4,True,val,5,1524,13973.938240557032,98109.43511047182,5.007214805331842,7759.312
w50_physics_s4,physics,4,50,4,True,val,6,856,15770.092170353051,98065.4094641073,5.4218992769694,8181.928
w50_physics_s4,physics,4,50,4,True,test,0,4563,382.78224131778416,8454.647944356153,0.17518416022595326,69.21399999999994
w50_physics_s4,physics,4,50,4,True,test,1,4563,1235.1595381940576,17689.371341895283,0.7555315271197682,335.087
w50_physics_s4,physics,4,50,4,True,test,2,4563,2340.575581900623,30357.549419744675,1.2575099469537945,752.393
w50_physics_s4,physics,4,50,4,True,test,3,4563,3792.7793587295755,40473.369661756435,2.0063810523873737,1994.9869999999999
w50_physics_s4,physics,4,50,4,True,test,4,2914,7802.726624804847,76472.77460615938,3.090529120047009,6269.4015
w50_physics_s4,physics,4,50,4,True,test,5,1481,13719.037417395555,118307.90257992885,4.933933865498077,7783.540000000001
w50_physics_s4,physics,4,50,4,True,test,6,853,15606.50010468089,101203.33446153087,5.148589321932184,8330.801
w50_physics_s5,physics,5,50,4,True,val,0,4551,458.55024231217453,11292.224053037386,0.26035039628674594,55.0
w50_physics_s5,physics,5,50,4,True,val,1,4551,1546.5364505580617,25441.380133449344,0.9487582320838791,373.71799999999996
w50_physics_s5,physics,5,50,4,True,val,2,4551,2856.4437529173306,46128.343870251454,1.6827593288448184,821.8929999999991
w50_physics_s5,physics,5,50,4,True,val,3,4551,4775.015314499171,56073.76633447813,2.4686445369980214,2099.987
w50_physics_s5,physics,5,50,4,True,val,4,2932,9888.397396810533,82901.88467548849,3.7826297731253167,6281.1775
w50_physics_s5,physics,5,50,4,True,val,5,1524,16139.683640334057,114439.24636232201,5.196462157363184,7759.312
w50_physics_s5,physics,5,50,4,True,val,6,856,17391.99633777247,114354.94041276281,5.229424999043913,8181.928
w50_physics_s5,physics,5,50,4,True,test,0,4563,451.60973571207654,11062.103200634094,0.25885269243995646,69.21399999999994
w50_physics_s5,physics,5,50,4,True,test,1,4563,1453.5826150292337,22384.690587696346,0.9347674693203702,335.087
w50_physics_s5,physics,5,50,4,True,test,2,4563,2548.0431987173233,48869.786366706,1.609942694939583,752.393
w50_physics_s5,physics,5,50,4,True,test,3,4563,4237.791244513995,56750.428843482274,2.321810866649704,1994.9869999999999
w50_physics_s5,physics,5,50,4,True,test,4,2914,8701.529896717715,89387.19624717261,3.5197239969678575,6269.4015
w50_physics_s5,physics,5,50,4,True,test,5,1481,14187.879135976345,114138.90550297401,4.945216123425855,7783.540000000001
w50_physics_s5,physics,5,50,4,True,test,6,853,15583.492890913505,99518.52326458583,4.99818140122521,8330.801
w50_physics_s6,physics,6,50,4,True,val,0,4551,433.16989023422184,8201.205620918357,0.22054748398859203,55.0
w50_physics_s6,physics,6,50,4,True,val,1,4551,1326.5966953941922,19650.830788309635,1.129557392322511,373.71799999999996
w50_physics_s6,physics,6,50,4,True,val,2,4551,2368.265699881931,47489.4927695995,1.8622983216991518,821.8929999999991
w50_physics_s6,physics,6,50,4,True,val,3,4551,3715.149519820429,55856.96392950891,2.702392173820872,2099.987
w50_physics_s6,physics,6,50,4,True,val,4,2932,8921.408746918758,83680.29203924391,3.961808634846853,6281.1775
w50_physics_s6,physics,6,50,4,True,val,5,1524,16165.707164278218,113596.31658950234,5.187800793535341,7759.312
w50_physics_s6,physics,6,50,4,True,val,6,856,19969.416638469833,134724.71111501966,5.735169760711811,8181.928
w50_physics_s6,physics,6,50,4,True,test,0,4563,429.8380604254755,8343.868918584289,0.2125977517630209,69.21399999999994
w50_physics_s6,physics,6,50,4,True,test,1,4563,1260.111058751562,17732.891291076576,1.096777900088936,335.087
w50_physics_s6,physics,6,50,4,True,test,2,4563,2237.6536420840125,50554.3900405003,1.8580098375911014,752.393
w50_physics_s6,physics,6,50,4,True,test,3,4563,3408.6624946229167,59282.71622644087,2.665083514258204,1994.9869999999999
w50_physics_s6,physics,6,50,4,True,test,4,2914,8557.45102723813,92993.63079620081,3.875493353044698,6269.4015
w50_physics_s6,physics,6,50,4,True,test,5,1481,16196.549432027268,153240.78735565444,5.172205998298485,7783.540000000001
w50_physics_s6,physics,6,50,4,True,test,6,853,18577.745918024902,119364.92610999961,5.14319484672765,8330.801
w50_physics_s7,physics,7,50,4,True,val,0,4551,399.30207959363884,10701.109426282295,0.3036578839156062,55.0
w50_physics_s7,physics,7,50,4,True,val,1,4551,1519.757026423818,17669.308845751573,0.9433948777162575,373.71799999999996
w50_physics_s7,physics,7,50,4,True,val,2,4551,3030.3103015559427,47464.214615880424,1.5486888165503467,821.8929999999991
w50_physics_s7,physics,7,50,4,True,val,3,4551,4543.111355501765,58402.56765000675,2.100864985785905,2099.987
w50_physics_s7,physics,7,50,4,True,val,4,2932,8621.869877113433,98099.64509828016,3.021129352342699,6281.1775
w50_physics_s7,physics,7,50,4,True,val,5,1524,14997.402201497678,126887.81880640618,3.8864984782769705,7759.312
w50_physics_s7,physics,7,50,4,True,val,6,856,16433.310745455587,125054.11282989469,3.8746354258430706,8181.928
w50_physics_s7,physics,7,50,4,True,test,0,4563,404.26557258869076,10099.630803416976,0.3105234807675161,69.21399999999994
w50_physics_s7,physics,7,50,4,True,test,1,4563,1425.0460774516337,17311.259694575692,0.9120175976769576,335.087
w50_physics_s7,physics,7,50,4,True,test,2,4563,2795.027132989645,43481.11193310678,1.5559694791798946,752.393
w50_physics_s7,physics,7,50,4,True,test,3,4563,4274.647693282418,58887.5887504882,2.1308593310390873,1994.9869999999999
w50_physics_s7,physics,7,50,4,True,test,4,2914,8192.338212468854,93445.30555026158,2.9614983716891032,6269.4015
w50_physics_s7,physics,7,50,4,True,test,5,1481,14770.35711364303,144458.69695410147,3.7431077697346464,7783.540000000001
w50_physics_s7,physics,7,50,4,True,test,6,853,16391.791333306115,117597.75971087057,3.6589536603340855,8330.801
w50_physics_s8,physics,8,50,4,True,val,0,4551,448.0781438803698,9218.561170661873,0.3120400794748568,55.0
w50_physics_s8,physics,8,50,4,True,val,1,4551,1503.1120272742146,19300.907900973925,0.7957932216464403,373.71799999999996
w50_physics_s8,physics,8,50,4,True,val,2,4551,2645.2231090659666,30878.095251581384,1.2987908903615286,821.8929999999991
w50_physics_s8,physics,8,50,4,True,val,3,4551,3997.2550611526285,39105.69495625637,1.7512712074936632,2099.987
w50_physics_s8,physics,8,50,4,True,val,4,2932,6748.289964676999,71995.1138339507,2.4497565731351894,6281.1775
w50_physics_s8,physics,8,50,4,True,val,5,1524,8727.039978980201,105452.20520980934,3.1439632318714676,7759.312
w50_physics_s8,physics,8,50,4,True,val,6,856,9747.643358677295,102645.86855020303,3.3858423461856773,8181.928
w50_physics_s8,physics,8,50,4,True,test,0,4563,459.8655302528911,8042.338629569345,0.3164485621069491,69.21399999999994
w50_physics_s8,physics,8,50,4,True,test,1,4563,1420.7972899591396,17959.8556661923,0.8004064546074524,335.087
w50_physics_s8,physics,8,50,4,True,test,2,4563,2576.67743273214,30682.55942955654,1.2942802675982161,752.393
w50_physics_s8,physics,8,50,4,True,test,3,4563,3704.9570413473703,44558.83722924952,1.6362120020496294,1994.9869999999999
w50_physics_s8,physics,8,50,4,True,test,4,2914,6156.171934854584,76239.98035161721,2.3196824864084444,6269.4015
w50_physics_s8,physics,8,50,4,True,test,5,1481,7811.962485256304,114737.24670462252,3.1181468715632823,7783.540000000001
w50_physics_s8,physics,8,50,4,True,test,6,853,8378.241562062158,114640.09319709835,3.308191055260118,8330.801
w50_physics_s9,physics,9,50,4,True,val,0,4551,370.98934098668934,9912.564028193003,0.2117982501559923,55.0
w50_physics_s9,physics,9,50,4,True,val,1,4551,1363.0808262418554,22402.82469810438,0.8693704505545324,373.71799999999996
w50_physics_s9,physics,9,50,4,True,val,2,4551,2580.698145935529,39778.813919717606,1.5111297141720894,821.8929999999991
w50_physics_s9,physics,9,50,4,True,val,3,4551,4109.867323161381,51820.617863413645,2.198275811320732,2099.987
