tag,mode,seed,q,width,depth,restarts,final_loss,converged,wall_s,outer_cap,n_params,train_endpoint_med_um,train_endpoint_p95_um,train_stage_med_um,train_slope_med_mrad,train_rho_mean,train_rho_median,train_straight_med_um,train_n,val_endpoint_med_um,val_endpoint_p95_um,val_stage_med_um,val_slope_med_mrad,val_rho_mean,val_rho_median,val_straight_med_um,val_n,test_endpoint_med_um,test_endpoint_p95_um,test_stage_med_um,test_slope_med_mrad,test_rho_mean,test_rho_median,test_straight_med_um,test_n
w200_d2_s9,physics,9,8,200,2,76,7.929474821871312e-06,True,864.8,150,48636,242.54071967840218,2709.178206585657,321.02435377100846,0.07693275580937173,8.369138117987549e-06,2.540766263410442e-07,519709.92299877864,1979,246.99254161451734,7458.040124615756,333.8045592671719,0.08494742203389583,3.3633951949167465e-05,2.85839404531727e-07,524796.0910229248,2062,241.4412209900405,4217.599099679512,315.9913919849266,0.07905472992919549,1.1034262987852718e-05,2.7337371035407134e-07,520444.29371907085,2018
w200_d4_s0,physics,0,8,200,4,86,3.0474934788938005e-06,True,2365.7,150,129036,133.9916093200202,2437.25673795925,157.07600891727935,0.06465982294913408,8.988514824716887e-06,8.088725995801712e-08,519709.92299877864,1979,137.7019708371705,7347.2728280887995,157.91374320366458,0.07002529423366655,5.04593871762443e-05,9.460756622471605e-08,524796.0910229248,2062,133.4918172523345,4233.359179944187,158.5642963715017,0.06532314901385936,1.4248399233930428e-05,8.709053744657068e-08,520444.29371907085,2018
w200_d4_s1,physics,1,8,200,4,98,1.8862752145340821e-06,True,4807.9,150,129036,117.05674875679506,2210.985996570911,155.43811450635303,0.050254616013545306,8.811929177208451e-06,5.797094740888562e-08,519709.92299877864,1979,122.68012646728721,7434.1721709584135,155.97650646054717,0.05335120263250462,2.9634805969526407e-05,7.284779200023921e-08,524796.0910229248,2062,111.76178620402233,4290.412192028824,146.46352931233508,0.05053221579727485,1.2311207154805475e-05,7.009441135358247e-08,520444.29371907085,2018
w200_d4_s2,physics,2,8,200,4,100,2.1092559055003677e-06,True,2099.6,150,129036,121.3616406057696,2164.9583257470995,158.26613297122094,0.04528036042455996,8.719955639481452e-06,5.991382827143291e-08,519709.92299877864,1979,123.79389707708279,6909.965804460299,160.70481323106378,0.04816772415004722,4.202352777566898e-05,7.057112730941744e-08,524796.0910229248,2062,117.53332406530603,3649.5521831031874,154.81271508426175,0.043455155686253355,1.7282471588438095e-05,6.858871535008218e-08,520444.29371907085,2018
w200_d4_s3,physics,3,8,200,4,95,2.018503468539452e-06,True,2558.5,150,129036,117.26833157638339,2243.3339543404086,146.02521855488249,0.043008557360474375,9.024405573636926e-06,7.117804795914999e-08,519709.92299877864,1979,126.10543827960541,7378.764711144243,150.40321180280714,0.046189154671812116,3.913454782003965e-05,8.138063438434217e-08,524796.0910229248,2062,115.6860609470458,3763.8663594536833,142.5697841700071,0.042452981782903354,1.3226288809576679e-05,7.596319817198859e-08,520444.29371907085,2018
w200_d4_s4,physics,4,8,200,4,95,2.1732910413904297e-06,True,4723.6,150,129036,113.06917070042743,2245.772594882508,158.70885107432287,0.048258086823516066,8.895415281916503e-06,5.291556829298699e-08,519709.92299877864,1979,118.16296303280183,7682.852258276469,159.8278384173213,0.052418961807465525,3.996338115377385e-05,5.964880623614501e-08,524796.0910229248,2062,113.62003106926011,3893.8710135743854,157.0743548831217,0.04905991041523339,1.1387575567984844e-05,5.5734417509956734e-08,520444.29371907085,2018
w200_d4_s5,physics,5,8,200,4,89,2.46158877273601e-06,True,1862.4,150,129036,102.9101036474458,2322.4126385803215,145.27157396298662,0.0470814267394537,9.235123272845796e-06,4.953134348826592e-08,519709.92299877864,1979,112.71542264280399,6764.148446824567,153.68383749961367,0.04944174958931152,3.596124784356256e-05,6.289793243521728e-08,524796.0910229248,2062,105.54539889761827,3940.6272208673136,140.27574030529522,0.047533922695311426,1.7220736144518615e-05,5.505620973206393e-08,520444.29371907085,2018
w200_d4_s6,physics,6,8,200,4,105,1.6293134926073392e-06,True,2741.0,150,129036,106.21934447260628,2183.547976811369,132.97131948206697,0.03711232086744953,8.820508156563667e-06,4.9432058621448976e-08,519709.92299877864,1979,102.41950721510307,7520.087046025899,133.2569751577921,0.04141323182303008,0.00012780669219429565,5.2366561730998715e-08,524796.0910229248,2062,100.25969052961159,4075.8488205341973,125.5896653692048,0.03803580701161602,2.3503077844343783e-05,5.342666569882593e-08,520444.29371907085,2018
w200_d4_s7,physics,7,8,200,4,95,1.8909414476039979e-06,True,4757.0,150,129036,109.93437248851023,2302.155755827834,133.79740033042253,0.04117054488524119,8.665601278654637e-06,4.9072696999280483e-08,519709.92299877864,1979,115.20698700425669,6469.818716332524,139.74954915224203,0.04290589391700572,3.548194854690434e-05,5.989403890974801e-08,524796.0910229248,2062,113.02019681337327,3831.5016360412906,134.41962090868387,0.039038590604049093,1.5000343076098147e-05,5.223309843253927e-08,520444.29371907085,2018
w200_d4_s8,physics,8,8,200,4,96,2.0104961032658684e-06,True,1989.6,150,129036,120.3380029546679,2202.606904155588,154.45792028469896,0.047417432481743245,8.933531522594188e-06,5.1751032087989625e-08,519709.92299877864,1979,124.24302788062391,7428.54588285,156.0373639269983,0.04927540376339218,5.269607551555784e-05,5.8477274679189983e-08,524796.0910229248,2062,118.08228154266942,3819.5890950044386,150.0837558248893,0.045942047622527654,1.793455491820059e-05,5.443028654310262e-08,520444.29371907085,2018
w200_d4_s9,physics,9,8,200,4,109,2.2238909688128e-06,True,2851.6,150,129036,116.51860061988373,2439.6767139739777,155.43937897295024,0.052509587751679854,8.634120040316687e-06,4.818787907567525e-08,519709.92299877864,1979,118.44471442930171,7746.519422623931,159.38082036474555,0.055955449317517114,7.485205470423042e-05,5.408882669783982e-08,524796.0910229248,2062,117.60537059720377,4168.145028079709,154.86793893451534,0.05028169774293906,3.043403112443647e-05,4.921314908360383e-08,520444.29371907085,2018
w200_d6_s0,physics,0,8,200,6,83,1.0025678600138728e-05,True,5327.0,150,209436,217.19926945189627,2499.081504976901,282.890310024527,0.06472082139363788,9.279718140887505e-06,2.0381677362235084e-07,519709.92299877864,1979,224.57476907580443,8150.657421283266,291.86292436882155,0.06907829796323241,3.476657878771368e-05,2.324589602843418e-07,524796.0910229248,2062,208.37325737564072,4184.540198601462,278.5613157082594,0.06472998118005943,1.616117119559848e-05,2.227175836944434e-07,520444.29371907085,2018
w200_d6_s1,physics,1,8,200,6,106,5.956812068925691e-06,True,3216.4,150,209436,163.4231476949708,2497.949439858756,228.61287589432777,0.061871623746913296,8.663577297337945e-06,1.0647711815696902e-07,519709.92299877864,1979,173.49660951566648,8009.0419020531945,235.6427105271166,0.06402810072007013,4.352229880556194e-05,1.427865816510994e-07,524796.0910229248,2062,163.0698775240944,4475.552064447488,230.62765269881425,0.061638960248518865,1.4338212350231553e-05,1.237589201959319e-07,520444.29371907085,2018
w200_d6_s2,physics,2,8,200,6,107,6.271993662707634e-06,True,3843.2,150,209436,168.69395406027365,2375.6600260672594,224.65089793900006,0.0600009223150344,8.61908028908518e-06,1.0327397718023147e-07,519709.92299877864,1979,181.77898678848692,8766.614534453884,238.78844079592199,0.06398679534441427,4.932719286256699e-05,1.2955367661231632e-07,524796.0910229248,2062,158.98917610714136,4226.240507765571,229.1238512667917,0.06092895685468058,1.3747536451596995e-05,1.1807078645420153e-07,520444.29371907085,2018
w200_d6_s3,physics,3,8,200,6,123,6.035532199528468e-06,True,6623.8,150,209436,145.90770193418834,2481.361865790971,197.0410399744651,0.05119162469006955,8.494446091472022e-06,1.0115480939502324e-07,519709.92299877864,1979,151.83775961306978,7356.188185190446,211.9228469958614,0.05285354361890971,4.500836024687544e-05,1.1501815060172055e-07,524796.0910229248,2062,151.16458594354754,3973.7175444524946,205.36613581064955,0.05026304470396106,1.1767243415259999e-05,1.0707522941455228e-07,520444.29371907085,2018
w200_d6_s4,physics,4,8,200,6,107,4.781550976944781e-06,True,3230.7,150,209436,155.37659420699867,2314.6429866061,195.74750208761316,0.057083958373699284,9.19624880559894e-06,1.1402643274397635e-07,519709.92299877864,1979,169.82613983795147,7909.034326140943,202.53426947286357,0.06112436559222931,2.1528340416552736e-05,1.4174054947581547e-07,524796.0910229248,2062,166.68385149692,4403.485063167012,192.48620675520556,0.057211345152761994,1.0377005859385579e-05,1.28452043890154e-07,520444.29371907085,2018
w200_d6_s5,physics,5,8,200,6,130,5.293256926393309e-06,True,4539.3,150,209436,151.68285676169901,2266.8949447589966,183.9301086888554,0.05672729086710071,8.619985650735304e-06,1.0225537657097952e-07,519709.92299877864,1979,163.3678849922262,8203.086094437103,188.9454725704134,0.061639696646936804,8.95268478070809e-05,1.2138200036947762e-07,524796.0910229248,2062,152.7390306821701,4614.254680517624,187.95887164020542,0.05792336531371296,1.769578936278988e-05,1.1712497087664128e-07,520444.29371907085,2018
w200_d6_s6,physics,6,8,200,6,116,6.047637420370969e-06,True,6397.0,150,209436,152.1616976440896,2335.384562930767,190.23811538789914,0.061097124592734975,8.378438192664694e-06,8.385285458650834e-08,519709.92299877864,1979,161.9226290816016,7588.007976625239,199.05181157280882,0.06447271118087058,9.54120411337419e-05,9.254313709223608e-08,524796.0910229248,2062,149.50308919479482,3976.83181825827,182.0012690891133,0.06002971286038494,2.0930592418498556e-05,8.840220591441998e-08,520444.29371907085,2018
w200_d6_s7,physics,7,8,200,6,135,6.583113936184406e-06,True,4049.3,150,209436,167.26352322232074,2518.597785383962,236.6957610750262,0.05922331471791553,9.050953643106994e-06,1.3047890630181297e-07,519709.92299877864,1979,173.5312265190032,7857.342184936139,238.74548649592953,0.060951890662645045,6.257292474996029e-05,1.471735292747668e-07,524796.0910229248,2062,163.71243506114297,4511.657695922535,228.51827297118632,0.05537812194265218,2.0998742005256074e-05,1.345073514217913e-07,520444.29371907085,2018
w200_d6_s8,physics,8,8,200,6,106,7.399436471086105e-06,True,3850.8,150,209436,156.4556473450125,2803.4708088434163,216.83549928602375,0.06672253638262404,7.814871598050756e-06,1.1833836516092015e-07,519709.92299877864,1979,160.87844929381845,8202.380751967248,222.13390884283513,0.0696496191913247,3.7753341693495556e-05,1.3083756212153924e-07,524796.0910229248,2062,153.78760744337683,4748.2641351797465,211.7379390884082,0.06380038061753329,1.4294265202771342e-05,1.2398171020874093e-07,520444.29371907085,2018
w200_d6_s9,physics,9,8,200,6,129,7.065435284699836e-06,False,6997.3,150,209436,140.3983745768187,2552.4255535206566,210.4349916036199,0.06446565453720882,8.445585976087934e-06,8.400889027814735e-08,519709.92299877864,1979,146.80252819636053,7186.069907336501,206.22559134613994,0.06954470591257964,0.00013439357331306492,9.175475302245182e-08,524796.0910229248,2062,136.34516899489313,4262.3198338238735,199.62280200327598,0.06582980992679739,2.0346986620635716e-05,8.84175518210383e-08,520444.29371907085,2018
