row,arm,direction,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=6,twin,forward,5.47e-07 [5.14e-07-6.13e-07],5.69e-05 [5.68e-05-5.81e-05],0.00668 [0.00664-0.00696],1.57 [1.45-1.61],320 [310-329],1.48e+03 [1.28e+03-1.83e+03]
q=6,twin,backward,5.44e-07 [5.32e-07-5.51e-07],6.21e-05 [5.33e-05-6.31e-05],0.00636 [0.00601-0.00652],1.32 [1.21-1.38],325 [300-332],1.98e+03 [1.72e+03-2.04e+03]
q=8,physics,forward,8.85e-06 [8.73e-06-1.13e-05],0.000926 [0.00091-0.0013],0.0976 [0.0973-0.131],9.74 [9.03-12],443 [427-494],928 [858-1.05e+03]
q=8,physics,backward,8.95e-06 [8.61e-06-1.16e-05],0.000934 [0.000868-0.0012],0.0916 [0.0872-0.123],9.73 [9.4-11.1],463 [428-581],992 [988-1.01e+03]
q=8,twin,forward,4.38e-07 [4.04e-07-4.82e-07],4.21e-05 [4.19e-05-4.94e-05],0.0054 [0.00517-0.0056],1.23 [1.1-1.24],281 [277-296],1.22e+03 [1.08e+03-1.55e+03]
q=8,twin,backward,4.23e-07 [4.17e-07-4.74e-07],4.85e-05 [4.62e-05-5.09e-05],0.00477 [0.00477-0.00567],1.11 [1.07-1.28],305 [299-313],1.74e+03 [1.7e+03-2.12e+03]
q=10,physics,forward,8.91e-06 [8.89e-06-9.63e-06],0.001 [0.000873-0.00111],0.0949 [0.0925-0.111],9.85 [8.63-13.5],474 [448-498],954 [921-1.08e+03]
q=10,physics,backward,8.68e-06 [8.66e-06-1.04e-05],0.000947 [0.000922-0.00101],0.0997 [0.0919-0.1],9.01 [8.65-10.2],500 [478-510],1.02e+03 [844-1.12e+03]
q=10,twin,forward,5.1e-07 [4.46e-07-5.97e-07],5.67e-05 [4.32e-05-5.83e-05],0.00637 [0.00523-0.00638],1.42 [1.05-1.48],276 [266-281],1.71e+03 [1.21e+03-1.77e+03]
q=10,twin,backward,5.31e-07 [4.09e-07-5.56e-07],5.51e-05 [4.24e-05-5.88e-05],0.00589 [0.00497-0.00635],1.3 [0.908-1.41],280 [277-318],1.74e+03 [1.71e+03-2.23e+03]
q=12,physics,forward,8.9e-06 [7.56e-06-1.44e-05],0.000974 [0.000835-0.0015],0.0982 [0.0843-0.146],9.59 [9.51-9.72],473 [437-505],917 [907-1.33e+03]
q=12,physics,backward,9.46e-06 [7.85e-06-1.36e-05],0.000893 [0.000827-0.00148],0.0945 [0.0804-0.16],9.37 [7.54-15],493 [437-556],1.03e+03 [1e+03-1.17e+03]
q=12,twin,forward,5.47e-07 [4.74e-07-5.98e-07],5.63e-05 [4.77e-05-5.67e-05],0.0063 [0.00611-0.00707],1.39 [1.37-1.48],232 [223-267],1.46e+03 [1.3e+03-1.56e+03]
q=12,twin,backward,5.06e-07 [4.93e-07-5.63e-07],5.72e-05 [5.03e-05-5.88e-05],0.0062 [0.00559-0.0068],1.32 [1.23-1.39],270 [258-313],1.98e+03 [1.62e+03-2e+03]
q=14,physics,forward,8.06e-06 [6.38e-06-1.02e-05],0.000801 [0.000679-0.00107],0.0826 [0.0672-0.117],7.48 [6.57-9.12],451 [420-453],990 [898-1.09e+03]
q=14,physics,backward,8.03e-06 [6.66e-06-9.68e-06],0.000835 [0.000653-0.00115],0.0886 [0.0639-0.101],10.2 [7.13-10.4],469 [423-482],1.02e+03 [888-1.06e+03]
q=14,twin,forward,6e-07 [4.98e-07-6.01e-07],5.77e-05 [4.93e-05-5.87e-05],0.00708 [0.00581-0.00721],1.71 [1.31-1.91],309 [265-319],1.64e+03 [1.29e+03-1.72e+03]
q=14,twin,backward,6.13e-07 [5.1e-07-6.21e-07],6.51e-05 [5.13e-05-6.56e-05],0.00669 [0.00556-0.00714],1.45 [1.3-1.78],310 [277-345],1.93e+03 [1.77e+03-2.36e+03]
q=16,physics,forward,1.09e-05 [7.7e-06-1.11e-05],0.00114 [0.000787-0.00115],0.114 [0.0778-0.116],9.66 [8.98-10.9],491 [465-512],1.12e+03 [1.11e+03-1.14e+03]
q=16,physics,backward,1.04e-05 [7.47e-06-1.06e-05],0.00109 [0.00082-0.00111],0.114 [0.0734-0.116],11.9 [7.76-13.2],497 [472-550],1.1e+03 [934-1.38e+03]
q=16,twin,forward,5.54e-07 [5.13e-07-5.55e-07],5.01e-05 [4.98e-05-5.97e-05],0.00688 [0.00633-0.00733],1.45 [1.43-1.68],303 [290-320],1.6e+03 [1.58e+03-1.65e+03]
q=16,twin,backward,5.21e-07 [4.96e-07-5.44e-07],5.7e-05 [5.08e-05-6.2e-05],0.00645 [0.0056-0.00704],1.29 [1.16-1.43],272 [272-289],2.01e+03 [1.68e+03-2.32e+03]
q=18,physics,forward,1.07e-05 [8.23e-06-1.42e-05],0.00114 [0.000884-0.00148],0.119 [0.0818-0.151],10.6 [8.56-15],504 [402-548],1.16e+03 [990-1.24e+03]
q=18,physics,backward,1.02e-05 [7.59e-06-1.33e-05],0.0011 [0.000816-0.0014],0.111 [0.0909-0.139],12.6 [10.1-12.7],430 [424-449],1.05e+03 [863-1.05e+03]
q=18,twin,forward,6.32e-07 [5.27e-07-6.43e-07],6.24e-05 [5.46e-05-6.45e-05],0.00708 [0.00659-0.00783],1.38 [1.13-1.77],293 [222-299],1.88e+03 [1.57e+03-2.15e+03]
q=18,twin,backward,5.76e-07 [5.23e-07-6.32e-07],6.84e-05 [5.49e-05-7.07e-05],0.00704 [0.00612-0.00798],1.42 [1.35-1.51],247 [238-273],1.94e+03 [1.73e+03-2e+03]
q=20,physics,forward,1.02e-05 [1e-05-1.14e-05],0.00114 [0.00109-0.00116],0.112 [0.108-0.119],8.86 [8.57-12],453 [444-506],1.04e+03 [874-1.14e+03]
q=20,physics,backward,1.08e-05 [9.55e-06-1.09e-05],0.00109 [0.000991-0.00115],0.118 [0.104-0.119],12.4 [7.94-13.4],518 [503-536],1.03e+03 [984-1.04e+03]
q=20,twin,forward,6.51e-07 [5.49e-07-6.59e-07],6.05e-05 [5.06e-05-7.16e-05],0.00738 [0.0061-0.0074],1.65 [1.13-1.9],271 [242-432],1.65e+03 [1.41e+03-1.68e+03]
q=20,twin,backward,5.76e-07 [5.44e-07-6.4e-07],6.71e-05 [6.04e-05-6.94e-05],0.00711 [0.00562-0.00784],1.37 [1.23-1.51],276 [252-327],2.23e+03 [2.07e+03-2.35e+03]
