row,arm,direction,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=6,twin,forward,3.88e-06 [3.07e-06-4.21e-06],0.000302 [0.000257-0.000365],0.0284 [0.0253-0.0311],3.27 [3.14-3.56],629 [591-1.03e+03],4.88e+03 [4.54e+03-5.42e+03]
q=6,twin,backward,4.08e-06 [2.35e-06-4.27e-06],0.000293 [0.000207-0.000307],0.0287 [0.0277-0.0322],3.27 [2.55-3.65],522 [418-788],5.29e+03 [4.42e+03-6.71e+03]
q=8,physics,forward,3.13e-05 [2.3e-05-4.05e-05],0.00333 [0.00253-0.0044],0.35 [0.281-0.438],21.8 [19-32.1],260 [245-289],726 [616-801]
q=8,physics,backward,3.13e-05 [2.27e-05-4.06e-05],0.00311 [0.00231-0.00406],0.31 [0.2-0.403],18.3 [14.2-19.9],251 [251-255],732 [663-832]
q=8,twin,forward,3.37e-06 [3.19e-06-3.76e-06],0.000233 [0.000204-0.000301],0.025 [0.0239-0.0318],3.16 [2.48-3.41],627 [587-1.07e+03],4.63e+03 [3.88e+03-7.87e+03]
q=8,twin,backward,3.29e-06 [3.06e-06-4.02e-06],0.00028 [0.000206-0.000371],0.0257 [0.0238-0.0336],2.94 [2.23-3.15],594 [472-741],5.2e+03 [4.74e+03-7.68e+03]
q=10,physics,forward,3.49e-05 [2.95e-05-4.46e-05],0.00376 [0.00345-0.00493],0.442 [0.382-0.495],28.4 [20-34.7],232 [210-232],651 [543-797]
q=10,physics,backward,3.4e-05 [3.04e-05-4.55e-05],0.00327 [0.00309-0.0045],0.268 [0.25-0.434],9.15 [6.44-25.5],211 [186-262],668 [616-741]
q=10,twin,forward,4.45e-06 [3.47e-06-4.95e-06],0.000294 [0.000271-0.000329],0.0326 [0.0269-0.0334],4.5 [4.35-4.53],1.01e+03 [858-1.26e+03],6.07e+03 [4.15e+03-8.08e+03]
q=10,twin,backward,4.43e-06 [3.37e-06-4.46e-06],0.00031 [0.00027-0.00043],0.0273 [0.0268-0.0428],2.77 [2.56-3.47],693 [672-870],7.72e+03 [7.12e+03-7.81e+03]
q=12,physics,forward,1.24e-05 [1.04e-05-3.31e-05],0.0014 [0.0011-0.0036],0.153 [0.109-0.333],11.7 [7.54-14.3],212 [181-226],628 [527-639]
q=12,physics,backward,1.28e-05 [1.01e-05-3.43e-05],0.00126 [0.00107-0.00356],0.141 [0.128-0.358],10.5 [10.3-32.9],224 [223-252],725 [622-764]
q=12,twin,forward,4.2e-06 [3.18e-06-4.46e-06],0.0003 [0.000252-0.000392],0.0245 [0.0229-0.0387],4.28 [3.14-4.57],1e+03 [861-1.24e+03],6.9e+03 [4.16e+03-7.93e+03]
q=12,twin,backward,2.92e-06 [2.68e-06-4.2e-06],0.000349 [0.000328-0.000349],0.0313 [0.023-0.0373],2.76 [2.74-3.27],796 [750-893],7.4e+03 [6.4e+03-1.19e+04]
q=14,physics,forward,1.52e-05 [1.17e-05-1.76e-05],0.00175 [0.00117-0.00207],0.196 [0.13-0.298],12 [11.9-19.2],226 [223-235],580 [546-705]
q=14,physics,backward,1.58e-05 [1.15e-05-1.77e-05],0.00158 [0.00116-0.00195],0.125 [0.123-0.138],9.85 [5.25-12.1],207 [199-251],711 [522-731]
q=14,twin,forward,4.8e-06 [4.06e-06-5.36e-06],0.000319 [0.000288-0.000381],0.0293 [0.0197-0.0332],4.14 [3.59-4.68],797 [795-1.24e+03],5.75e+03 [5.08e+03-7.71e+03]
q=14,twin,backward,3.66e-06 [3.62e-06-5.17e-06],0.000388 [0.000278-0.000422],0.026 [0.0233-0.0401],2.97 [2.88-3.18],770 [675-775],6.83e+03 [6.55e+03-7.75e+03]
q=16,physics,forward,3.63e-05 [1.04e-05-4.3e-05],0.00423 [0.00112-0.00462],0.459 [0.125-0.46],23.7 [12.4-26.7],225 [223-242],585 [580-641]
q=16,physics,backward,3.84e-05 [1.01e-05-4.35e-05],0.00401 [0.00104-0.00442],0.323 [0.104-0.427],16.3 [9.44-21.1],209 [203-238],675 [622-713]
q=16,twin,forward,3.2e-06 [2.2e-06-4.47e-06],0.000198 [0.000166-0.000364],0.0177 [0.0161-0.0232],2.53 [2.3-3.63],530 [419-1.23e+03],4.61e+03 [3.7e+03-6.66e+03]
q=16,twin,backward,2.21e-06 [1.89e-06-4.03e-06],0.000198 [0.00017-0.000346],0.0221 [0.0181-0.026],2.47 [2.14-3.08],382 [372-821],4.49e+03 [3.71e+03-1.01e+04]
q=18,physics,forward,3.84e-05 [1.88e-05-4.55e-05],0.00418 [0.00218-0.00497],0.45 [0.255-0.492],20.2 [13-35.6],225 [213-232],657 [518-725]
q=18,physics,backward,3.87e-05 [1.99e-05-4.68e-05],0.00397 [0.00212-0.00468],0.345 [0.196-0.445],19.2 [13.2-22.1],227 [217-228],700 [570-702]
q=18,twin,forward,3.74e-06 [3.65e-06-4.22e-06],0.000284 [0.000247-0.000341],0.0256 [0.0227-0.0303],3.9 [3.87-4],1.17e+03 [651-1.25e+03],5.93e+03 [5.41e+03-7.2e+03]
q=18,twin,backward,4.73e-06 [3.5e-06-8e-06],0.000305 [0.000235-0.000325],0.0284 [0.0247-0.0332],3.31 [3.24-3.47],816 [737-836],6.44e+03 [5.32e+03-7.29e+03]
q=20,physics,forward,3.95e-05 [1.13e-05-4.3e-05],0.00449 [0.00121-0.00469],0.495 [0.11-0.5],26.2 [7.03-34.5],231 [200-236],606 [601-614]
q=20,physics,backward,4.06e-05 [1.14e-05-4.38e-05],0.00406 [0.00115-0.00447],0.311 [0.125-0.408],12 [7.89-20.6],231 [230-256],692 [649-744]
q=20,twin,forward,3.44e-06 [3.29e-06-4.1e-06],0.000261 [0.000238-0.000277],0.0288 [0.0263-0.0308],3.9 [3.75-4.06],753 [747-1.21e+03],7.47e+03 [5.83e+03-8.03e+03]
q=20,twin,backward,3.11e-06 [2.86e-06-4.26e-06],0.000267 [0.000247-0.000386],0.0316 [0.0283-0.0369],2.58 [2.48-3.64],690 [687-799],7.13e+03 [6.49e+03-8.62e+03]
