row,arm,direction,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=10,twin,backward,2.06e-06 [2.02e-06-2.06e-06],0.000215 [0.000185-0.000267],0.0211 [0.0192-0.0273],2.32 [2.29-2.58],435 [359-609],6.03e+03 [3.81e+03-7.59e+03]
q=12,physics,forward,1.9e-05 [4.6e-06-2.36e-05],0.00194 [0.000472-0.00252],0.153 [0.0531-0.251],7.8 [5.1-20.3],266 [262-310],673 [635-973]
q=12,physics,backward,1.92e-05 [4.94e-06-2.16e-05],0.00185 [0.000491-0.00232],0.231 [0.0521-0.25],23.7 [8.33-37.2],340 [277-360],812 [725-813]
q=12,twin,forward,3.38e-06 [2.82e-06-3.39e-06],0.00031 [0.000182-0.000315],0.0264 [0.0188-0.0312],3.58 [3.24-5.23],728 [444-743],5.71e+03 [5.44e+03-6.4e+03]
q=12,twin,backward,2.89e-06 [2.71e-06-3.76e-06],0.000247 [0.000215-0.000253],0.0259 [0.0246-0.0307],2.71 [2.58-3.16],615 [416-679],5.75e+03 [5.55e+03-8.01e+03]
q=14,physics,forward,2.03e-05 [1.17e-05-2.9e-05],0.00216 [0.00121-0.00319],0.206 [0.085-0.325],10.3 [7.31-23.3],293 [267-310],766 [727-795]
q=14,physics,backward,2.1e-05 [1.04e-05-2.99e-05],0.00214 [0.00112-0.00309],0.235 [0.163-0.305],26.3 [20.1-27.4],349 [294-354],850 [809-855]
q=14,twin,forward,3.35e-06 [2.83e-06-3.49e-06],0.000184 [0.000183-0.000275],0.0204 [0.0169-0.032],2.73 [2.66-3.64],435 [419-504],5.18e+03 [4.61e+03-5.7e+03]
q=14,twin,backward,2.52e-06 [2.09e-06-3e-06],0.000243 [0.000171-0.000267],0.0228 [0.0163-0.0249],2.21 [2.15-2.88],393 [311-522],7.83e+03 [5.91e+03-1.04e+04]
q=16,physics,forward,9.69e-06 [9.5e-06-1.04e-05],0.00101 [0.000978-0.0011],0.0924 [0.0871-0.0996],8.09 [7.49-8.86],249 [232-299],697 [610-711]
q=16,physics,backward,9.62e-06 [9.59e-06-9.85e-06],0.00102 [0.00101-0.00107],0.116 [0.113-0.13],11.3 [10.6-13.5],306 [294-338],810 [732-834]
q=16,twin,forward,1.98e-06 [1.88e-06-3e-06],0.000209 [0.000145-0.00023],0.0179 [0.0169-0.0245],2.53 [2.04-2.9],450 [361-663],5.78e+03 [3.49e+03-6.11e+03]
q=16,twin,backward,1.73e-06 [1.66e-06-2.72e-06],0.00019 [0.000142-0.000243],0.0231 [0.018-0.0233],2.39 [2.17-2.4],379 [295-671],4.4e+03 [3.1e+03-7.39e+03]
q=18,physics,forward,1.77e-05 [9.99e-06-3.18e-05],0.00188 [0.000954-0.00345],0.197 [0.0792-0.335],16.1 [5.48-25.7],275 [265-296],760 [634-784]
q=18,physics,backward,1.89e-05 [9.74e-06-3.07e-05],0.0018 [0.000973-0.00324],0.193 [0.133-0.336],20.5 [17.2-28.1],294 [290-315],751 [739-795]
q=18,twin,forward,2.18e-06 [1.57e-06-3.07e-06],0.00021 [0.000164-0.000265],0.0198 [0.0152-0.0315],2.41 [2.39-2.63],346 [323-466],4.33e+03 [3.2e+03-5.23e+03]
q=18,twin,backward,1.84e-06 [1.5e-06-2.55e-06],0.000206 [0.000156-0.000227],0.0199 [0.0166-0.0243],2.07 [1.94-2.75],364 [358-425],5.29e+03 [5.24e+03-5.67e+03]
q=20,physics,forward,1.12e-05 [7.93e-06-1.76e-05],0.0012 [0.000819-0.00181],0.129 [0.094-0.19],13.2 [13-14.6],285 [270-295],743 [690-777]
q=20,physics,backward,1.12e-05 [7.73e-06-1.7e-05],0.00119 [0.000775-0.00182],0.11 [0.0797-0.194],9.29 [7.58-18.4],322 [262-425],729 [721-936]
q=20,twin,forward,3.09e-06 [2.57e-06-3.36e-06],0.000209 [0.00016-0.00021],0.0224 [0.0167-0.0232],2.65 [2.63-2.9],430 [350-442],5.41e+03 [3.83e+03-5.85e+03]
q=20,twin,backward,3.23e-06 [2.35e-06-3.3e-06],0.000195 [0.000165-0.000232],0.0203 [0.0203-0.0257],2.4 [2.13-2.67],527 [378-531],5.76e+03 [3.57e+03-6.95e+03]
