row,arm,direction,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=14,physics,forward,9.21e-06 [8.82e-06-9.72e-06],0.0009 [0.000864-0.00106],0.0984 [0.0909-0.112],11.5 [9.16-17.1],670 [503-680],1.56e+03 [1.54e+03-1.66e+03]
q=14,physics,backward,8.77e-06 [8.67e-06-1.01e-05],0.000867 [0.000864-0.001],0.09 [0.0846-0.0972],10.7 [9.4-11.5],630 [580-915],1.25e+03 [1.21e+03-1.55e+03]
q=14,twin,forward,3.41e-06 [2.98e-06-5e-06],0.000321 [0.000315-0.000458],0.0335 [0.0269-0.0422],4.2 [3.88-4.25],1.23e+03 [1.2e+03-1.29e+03],6.56e+03 [5.99e+03-8.42e+03]
q=14,twin,backward,3.53e-06 [3.23e-06-3.96e-06],0.000319 [0.000303-0.000328],0.0368 [0.0361-0.0372],3.36 [3.11-3.41],907 [903-909],1.19e+04 [1.17e+04-1.2e+04]
q=16,physics,forward,6.8e-06 [6.17e-06-1.14e-05],0.00073 [0.000625-0.00118],0.0764 [0.0565-0.118],8.83 [7.83-10.2],659 [560-815],1.63e+03 [1.52e+03-2.18e+03]
q=16,physics,backward,6.73e-06 [6.07e-06-1.14e-05],0.000755 [0.000544-0.00121],0.0681 [0.0668-0.119],10.3 [6.19-13.4],678 [660-713],1.56e+03 [1.51e+03-1.56e+03]
q=16,twin,forward,3.57e-06 [3.14e-06-3.76e-06],0.000334 [0.000268-0.000425],0.0316 [0.0275-0.0385],4.08 [4.07-4.7],1.24e+03 [1.2e+03-1.25e+03],6.55e+03 [4.88e+03-8.65e+03]
q=16,twin,backward,3.44e-06 [3.01e-06-4.33e-06],0.000328 [0.000306-0.000373],0.042 [0.0373-0.0476],3.31 [3.19-4.76],906 [856-960],1.18e+04 [1.03e+04-1.92e+04]
q=18,physics,forward,1.1e-05 [5.16e-06-1.28e-05],0.0012 [0.00052-0.00127],0.113 [0.0563-0.14],9.98 [8.27-14.7],825 [664-893],1.61e+03 [1.4e+03-1.95e+03]
q=18,physics,backward,1.19e-05 [5.21e-06-1.25e-05],0.00117 [0.000506-0.00126],0.13 [0.0504-0.138],10.8 [7.1-18.5],781 [591-790],1.49e+03 [1.41e+03-1.53e+03]
q=18,twin,forward,2.42e-06 [2.05e-06-2.96e-06],0.000296 [0.000214-0.000308],0.0315 [0.0232-0.0319],4.09 [3.74-4.29],1.24e+03 [1.21e+03-1.27e+03],7.74e+03 [6.78e+03-9.9e+03]
q=18,twin,backward,3.27e-06 [2.15e-06-3.59e-06],0.000297 [0.000231-0.000321],0.0355 [0.0256-0.0376],3.17 [2.75-3.29],908 [874-915],1.18e+04 [8.8e+03-1.21e+04]
q=20,physics,forward,7.96e-06 [7.92e-06-9.75e-06],0.000835 [0.000813-0.000948],0.0885 [0.073-0.0985],9.25 [9.09-9.55],741 [668-856],1.98e+03 [1.92e+03-2.14e+03]
q=20,physics,backward,8.38e-06 [7.33e-06-9.86e-06],0.000856 [0.000733-0.000923],0.0877 [0.0802-0.101],12.5 [10.3-13.8],896 [867-1.04e+03],1.56e+03 [1.32e+03-1.72e+03]
q=20,twin,forward,3.55e-06 [2.68e-06-4.97e-06],0.000309 [0.000288-0.000361],0.0349 [0.0342-0.0354],4.6 [4.52-4.63],1.28e+03 [1.23e+03-1.31e+03],5.54e+03 [5.15e+03-6.33e+03]
q=20,twin,backward,3.5e-06 [3.49e-06-3.73e-06],0.000308 [0.000294-0.000368],0.0362 [0.0356-0.0375],3.34 [3.07-3.56],910 [908-910],1.17e+04 [1.17e+04-1.2e+04]
