arch,mode,q,stratum,forward_um,backward_um,backward_over_forward
2x32,data,6,5-20 mm,0.03445543676150464,0.032405553156422684,0.9405062365260105
2x32,data,6,50-200 mm,4.1544162288715825,3.264059141583786,0.7856841880454444
2x32,data,6,500-2000 mm,1231.1083186097278,856.6652873990179,0.6958488334856165
2x32,data,6,full crossing,7459.854547695727,8938.362519373044,1.1981952814527748
2x32,data,8,0.05-0.2 mm,3.4958418382302625e-06,3.6081431176171463e-06,1.0321242449125603
2x32,data,8,0.5-2 mm,0.00033397444454408287,0.00040827752201266776,1.2224813265877812
2x32,data,8,5-20 mm,0.03254230773563904,0.034003616320887886,1.044904884961446
2x32,data,8,50-200 mm,4.054439398686327,3.3700868951456187,0.8312090929852239
2x32,data,8,500-2000 mm,1242.826950222374,908.6747849155774,0.7311354044527212
2x32,data,8,full crossing,6733.9426850993505,11455.457528705005,1.7011516231127521
2x32,data,10,0.05-0.2 mm,3.0741489354113583e-06,3.283560090494575e-06,1.0681200421589838
2x32,data,10,0.5-2 mm,0.000311490055082686,0.00030728807942637104,0.9865100808589232
2x32,data,10,5-20 mm,0.03311088265434137,0.036730902532866594,1.1093302137643433
2x32,data,10,50-200 mm,4.407616810315318,3.3763563689035436,0.7660276548999734
2x32,data,10,500-2000 mm,1265.0593886100978,902.7636956305898,0.7136136878304529
2x32,data,10,full crossing,5938.584306352652,11627.34170618837,1.957931571965782
2x32,data,12,0.05-0.2 mm,2.754120487225009e-06,3.2533087335195887e-06,1.181251418959361
2x32,data,12,0.5-2 mm,0.00030367005621201315,0.0002948666115720755,0.9710098363014384
2x32,data,12,5-20 mm,0.03405614580742622,0.03347097190875559,0.9828173774572274
2x32,data,12,50-200 mm,4.201443665728277,3.0966560071377103,0.7370457046461283
2x32,data,12,500-2000 mm,1247.1606303667072,892.4811493103668,0.7156104254573425
2x32,data,12,full crossing,5649.938793562825,10995.917493690456,1.946201170571705
2x32,data,14,0.05-0.2 mm,3.4065124054905027e-06,3.534978532115929e-06,1.0377119209718328
2x32,data,14,0.5-2 mm,0.0003206878735895202,0.0003185297430263745,0.9932703081691572
2x32,data,14,5-20 mm,0.0334592418766988,0.036762847180682456,1.098735210921928
2x32,data,14,50-200 mm,4.19925396855092,3.3648927175882193,0.8013072661926608
2x32,data,14,500-2000 mm,1231.391994707252,907.3313704938571,0.736833903739616
2x32,data,14,full crossing,6558.575527558787,11939.189874464762,1.8203937462177449
2x32,data,16,0.05-0.2 mm,3.566029249668645e-06,3.4428850881340622e-06,0.9654674280795578
2x32,data,16,0.5-2 mm,0.0003336382832230811,0.0003277236615417678,0.982272353087974
2x32,data,16,5-20 mm,0.03157291239830329,0.04202425839139323,1.3310225506358924
2x32,data,16,50-200 mm,4.075250668492458,3.3142393775449364,0.8132602500181811
2x32,data,16,500-2000 mm,1242.8701962522268,905.6777504157126,0.7286985826409785
2x32,data,16,full crossing,6551.738029426474,11776.69233217663,1.7974913342509724
2x32,data,18,0.05-0.2 mm,2.424656031507766e-06,3.2667557547938486e-06,1.3473068807877153
2x32,data,18,0.5-2 mm,0.00029649365984596443,0.00029665221035202194,1.0005347517587386
2x32,data,18,5-20 mm,0.031544832982177695,0.03554233077807112,1.126724329089076
2x32,data,18,50-200 mm,4.093053228849897,3.1727601011191098,0.7751573028065948
2x32,data,18,500-2000 mm,1242.734949773233,908.3746486351067,0.7309480181601569
2x32,data,18,full crossing,7739.411191903514,11842.934562850245,1.5302113131344641
2x32,data,20,0.05-0.2 mm,3.551591021278e-06,3.504947443389028e-06,0.9868668499245762
2x32,data,20,0.5-2 mm,0.0003087296818193863,0.0003080528259147286,0.9978076098784253
2x32,data,20,5-20 mm,0.03489801795808489,0.036182480585011945,1.036806177029016
2x32,data,20,50-200 mm,4.597267409707229,3.3389937671586267,0.7262996622968396
2x32,data,20,500-2000 mm,1280.8090339522523,909.7673680372793,0.7103068013425605
2x32,data,20,full crossing,5539.260873107537,11725.041070303845,2.116715810809263
2x64,physics,2,0.05-0.2 mm,3.1175829917629017e-05,3.5170955925423186e-05,1.128148184614487
2x64,physics,2,0.5-2 mm,0.003437058101241064,0.0033475391489901085,0.9739547748062124
2x64,physics,2,5-20 mm,0.3049823007401642,0.3824540127475018,1.2540203540314334
2x64,physics,2,50-200 mm,22.182685506614064,36.965728236509676,1.6664225900641223
2x64,physics,2,500-2000 mm,504.0926846734095,595.6746370748318,1.1816768129867947
2x64,physics,2,full crossing,5134.5131275679705,25205.962334261825,4.909124138553125
2x64,physics,4,0.05-0.2 mm,2.0979996406822465e-05,2.2123828102849075e-05,1.0545201092434242
2x64,physics,4,0.5-2 mm,0.0023015403769477416,0.0022913058899121097,0.995553201178593
2x64,physics,4,5-20 mm,0.240577369197581,0.21980075324989912,0.913638527110925
2x64,physics,4,50-200 mm,24.30574923766926,17.400351530241664,0.715894472542095
2x64,physics,4,500-2000 mm,558.4405440180689,463.80848965593555,0.830542292503978
2x64,physics,4,full crossing,4842.1596298346685,2860.4219135899884,0.5907326755536259
2x64,physics,6,0.05-0.2 mm,1.7374858884977584e-05,1.814174765968346e-05,1.0441378419118519
2x64,physics,6,0.5-2 mm,0.001853689077790932,0.0018629766316280438,1.005010308335085
2x64,physics,6,5-20 mm,0.1910131259563741,0.17492113488515315,0.9157545273883627
2x64,physics,6,50-200 mm,28.96721011617842,16.31716234686209,0.5632976831879583
2x64,physics,6,500-2000 mm,444.4198848327883,513.5472199989763,1.1555450994102052
2x64,physics,6,full crossing,1137.942914038689,1007.587315225777,0.885446275727255
2x64,physics,8,0.05-0.2 mm,1.4856823327136226e-05,1.6902390598261263e-05,1.1376853736551322
2x64,physics,8,0.5-2 mm,0.001621264246409737,0.0016138639580276504,0.9954354828964652
2x64,physics,8,5-20 mm,0.21329052837870677,0.14674564236472065,0.6880082462178877
2x64,physics,8,50-200 mm,27.572112220772382,17.99918354679164,0.6528039419929297
2x64,physics,8,500-2000 mm,508.38468174450924,502.03885805095535,0.9875176732867357
2x64,physics,8,full crossing,945.9366668613143,1043.1115416605223,1.102728732486543
2x64,physics,10,0.05-0.2 mm,1.5464763691852568e-05,1.4511840618069982e-05,0.9383810129420457
2x64,physics,10,0.5-2 mm,0.0016540418030785986,0.0015097494667770661,0.9127637910765211
2x64,physics,10,5-20 mm,0.1538118948545275,0.15507234269307446,1.0081947357825547
2x64,physics,10,50-200 mm,17.95248886320944,16.20349505340357,0.9025765272362802
2x64,physics,10,500-2000 mm,471.4204692081978,456.3703351434327,0.9680749245147471
2x64,physics,10,full crossing,979.5182783720975,1027.1226068155954,1.0485997346804121
2x64,physics,12,0.05-0.2 mm,1.2280704453360158e-05,1.093587798095541e-05,0.8904927255995656
2x64,physics,12,0.5-2 mm,0.001192830090701591,0.0012267591102954611,1.028444134548881
2x64,physics,12,5-20 mm,0.12351596357351724,0.12914197508706593,1.0455488614651827
2x64,physics,12,50-200 mm,11.10595835225503,16.59036648970158,1.493825743217645
2x64,physics,12,500-2000 mm,471.44759246080525,506.0513817049492,1.0733990157071824
2x64,physics,12,full crossing,932.4946406327399,982.0394760904634,1.0531314962026002
2x64,physics,14,0.05-0.2 mm,1.1722789849955007e-05,1.1243699304941401e-05,0.9591316955139784
2x64,physics,14,0.5-2 mm,0.001227053793684263,0.001145151912851361,0.9332532271572306
2x64,physics,14,5-20 mm,0.11347827717145265,0.12833160899106133,1.13089141102457
2x64,physics,14,50-200 mm,9.620974418091066,17.311434162628814,1.799343123714868
2x64,physics,14,500-2000 mm,476.38684243744933,495.92623011392334,1.0410158004711048
2x64,physics,14,full crossing,1030.9060049184175,1033.94220498987,1.0029451764340949
2x64,physics,16,0.05-0.2 mm,9.754330676514655e-06,9.596320182936324e-06,0.9838009906759907
2x64,physics,16,0.5-2 mm,0.0009132433902436787,0.0009468699317949358,1.0368210073135975
2x64,physics,16,5-20 mm,0.09834465939917436,0.09888203226182668,1.005464179406745
2x64,physics,16,50-200 mm,7.669668317333844,10.40044285065278,1.3560485825895816
2x64,physics,16,500-2000 mm,475.9693229526363,468.9044480670361,0.9851568692667548
2x64,physics,16,full crossing,989.1890967121526,1115.7321736216231,1.1279260733160847
2x64,physics,18,0.05-0.2 mm,1.199668986373581e-05,1.1676007716232562e-05,0.973269114135173
2x64,physics,18,0.5-2 mm,0.001220034441473672,0.0010987871661427562,0.9006197930080876
2x64,physics,18,5-20 mm,0.11904344299296099,0.12433018390822781,1.0444101815467437
2x64,physics,18,50-200 mm,10.207921375454454,8.962606052726585,0.8780050044544522
2x64,physics,18,500-2000 mm,537.6997733289812,483.3893598307739,0.8989949109296378
2x64,physics,18,full crossing,1079.8399470851905,1060.9844615529767,0.9825386293745565
2x64,physics,20,0.05-0.2 mm,9.660880095907487e-06,9.116078558690788e-06,0.9436074631080986
2x64,physics,20,0.5-2 mm,0.0009697658072127524,0.0009258162378955603,0.954680223833103
2x64,physics,20,5-20 mm,0.08908552432629335,0.10113156257318678,1.1352188061752035
2x64,physics,20,50-200 mm,11.211465097517248,18.09878949310928,1.6143108269691901
2x64,physics,20,500-2000 mm,500.7854186232237,509.7180604109539,1.01783726413658
2x64,physics,20,full crossing,1150.5395274738817,986.5573152943483,0.857473638876561
2x64,data,2,0.05-0.2 mm,2.613262495287927e-06,2.79744938325166e-06,1.0704815870184674
2x64,data,2,0.5-2 mm,0.0002792161239995039,0.0002558200478119943,0.9162080045651262
2x64,data,2,5-20 mm,0.037136261738623944,0.03217167208902083,0.8663142325809374
2x64,data,2,50-200 mm,4.3974437131453215,4.194528484958937,0.9538560942622625
2x64,data,2,500-2000 mm,737.7449243068099,684.88093758981,0.9283438150839582
2x64,data,2,full crossing,6357.019654805697,7152.548635388555,1.1251418154703146
2x64,data,4,0.05-0.2 mm,2.48473952524364e-06,2.1908590497332625e-06,0.8817258418740849
2x64,data,4,0.5-2 mm,0.00025893181465619364,0.00022478465666608827,0.8681229727005717
2x64,data,4,5-20 mm,0.027601144239497444,0.03390979580331077,1.228564856191201
2x64,data,4,50-200 mm,3.9114346910764652,3.177211805095226,0.8122880876277205
2x64,data,4,500-2000 mm,671.9938896623034,617.8027842202596,0.9193577407835115
2x64,data,4,full crossing,6312.174845817537,7856.461767555814,1.244652114280631
2x64,data,6,0.05-0.2 mm,2.51175080734356e-06,2.4892869987525046e-06,0.9910565138367315
2x64,data,6,0.5-2 mm,0.0002475836797799502,0.00025373885748081193,1.0248609993450795
2x64,data,6,5-20 mm,0.03651428528428369,0.028087010431221415,0.7692060850307948
2x64,data,6,50-200 mm,4.733643900820539,2.6726960330449856,0.5646170453552063
2x64,data,6,500-2000 mm,795.1513701505064,722.2571145429981,0.9083265673129497
2x64,data,6,full crossing,7027.496168368543,7227.381155798397,1.0284432723463524
2x64,data,8,0.05-0.2 mm,2.7077931008534506e-06,3.1676563594373874e-06,1.1698295406835166
2x64,data,8,0.5-2 mm,0.00033043215807992965,0.0002897778017540986,0.8769661023247108
2x64,data,8,5-20 mm,0.03098031758419495,0.03410955832094942,1.1010073808394687
2x64,data,8,50-200 mm,4.361213396514074,3.478524300476238,0.7976046994757534
2x64,data,8,500-2000 mm,732.8549496260903,754.0186401773851,1.028878416611763
2x64,data,8,full crossing,6663.497059971064,7992.513451234856,1.1994472841066375
2x64,data,10,0.05-0.2 mm,3.891386768373195e-06,3.6586129681381863e-06,0.9401823015571591
2x64,data,10,0.5-2 mm,0.00043066550858839037,0.00030574068965449896,0.7099261110011746
2x64,data,10,5-20 mm,0.03725830443457312,0.03202728192519544,0.8596011657330371
2x64,data,10,50-200 mm,4.559028648857044,3.0165477197927615,0.6616645676374538
2x64,data,10,500-2000 mm,1118.8908522341353,867.3155913747407,0.7751565665613729
2x64,data,10,full crossing,8936.182446340581,7792.711277111842,0.8720403062387119
2x64,data,12,0.05-0.2 mm,3.0366891223820858e-06,3.1285480872611515e-06,1.0302497098573622
2x64,data,12,0.5-2 mm,0.00030279898055596277,0.00030174031451224437,0.996503733130889
2x64,data,12,5-20 mm,0.028136922370691764,0.04224832963473091,1.5015263246679031
2x64,data,12,50-200 mm,4.158084966508824,3.2027110280310467,0.7702370331119232
2x64,data,12,500-2000 mm,1265.9167421990983,880.6832949838181,0.6956881646528598
2x64,data,12,full crossing,8622.86138341733,10308.798375575832,1.1955194357409868
2x64,data,14,0.05-0.2 mm,3.119168923149118e-06,3.183515673299553e-06,1.0206294534652744
2x64,data,14,0.5-2 mm,0.0002694023635285703,0.000283855186467008,1.05364772138276
2x64,data,14,5-20 mm,0.026145280315859054,0.028217356337734145,1.0792523926629398
2x64,data,14,50-200 mm,3.9210677610501676,2.756185981220849,0.7029172024516781
2x64,data,14,500-2000 mm,1124.7935433292753,886.6395336224073,0.78826869062392
2x64,data,14,full crossing,8965.119822516954,9262.883473519083,1.0332135718090751
2x64,data,16,0.05-0.2 mm,2.6413147224957356e-06,3.0392048877558864e-06,1.1506409523527703
2x64,data,16,0.5-2 mm,0.0003278523195149319,0.00029138755053281784,0.8887768461236911
2x64,data,16,5-20 mm,0.031647263156742156,0.032000304175383576,1.0111554991941287
2x64,data,16,50-200 mm,5.385275298266379,2.834572176823258,0.5263560393534125
2x64,data,16,500-2000 mm,1011.0017917818084,798.2792128404554,0.7895922829509069
2x64,data,16,full crossing,11230.82221618347,9126.465489560247,0.8126266549219459
2x64,data,18,0.05-0.2 mm,3.6748133425135165e-06,3.5532030651097557e-06,0.9669070872262097
2x64,data,18,0.5-2 mm,0.00033865423887391444,0.00031193458482903225,0.9211004884104513
2x64,data,18,5-20 mm,0.03344532103710662,0.03396888653739438,1.0156543720930913
2x64,data,18,50-200 mm,4.244091671132821,3.22818681190995,0.7606307926539888
2x64,data,18,500-2000 mm,1215.4957783785694,900.9546554700023,0.7412240103966841
2x64,data,18,full crossing,7430.588096616248,10177.656662453188,1.3696973281412146
2x64,data,20,0.05-0.2 mm,3.950560767407296e-06,4.563702304949402e-06,1.1552036719952805
2x64,data,20,0.5-2 mm,0.00034963280270972064,0.00040882619600779435,1.1693016011064
2x64,data,20,5-20 mm,0.02950701202308892,0.03463206486387094,1.173689319568234
2x64,data,20,50-200 mm,3.9564043626967305,3.1965636284283505,0.8079466443236697
2x64,data,20,500-2000 mm,1253.5786147072513,915.9043476009145,0.7306317584356734
2x64,data,20,full crossing,8022.127387048613,11317.952233173934,1.4108417489662768
4x128,physics,2,0.05-0.2 mm,2.381682406848995e-05,2.539684373914497e-05,1.0663404854531133
4x128,physics,2,0.5-2 mm,0.002460945374593848,0.002389455474371971,0.97095022873733
4x128,physics,2,5-20 mm,0.23486487511092946,0.29008295263110995,1.2351057283218716
4x128,physics,2,50-200 mm,10.883050458602384,13.131012484990379,1.2065562440364428
4x128,physics,2,500-2000 mm,303.12927300377623,378.61951344825013,1.249036457932367
4x128,physics,2,full crossing,5133.897502338073,25385.848794838792,4.944751776457867
4x128,physics,4,0.05-0.2 mm,1.2568051488415222e-05,1.196345777998431e-05,0.951894395961999
4x128,physics,4,0.5-2 mm,0.0013480261884524225,0.0012283100119248047,0.9111915053630703
4x128,physics,4,5-20 mm,0.13058805029686482,0.13782079779289802,1.0553859827112133
4x128,physics,4,50-200 mm,11.148247157467317,14.822229786041419,1.329556976686976
4x128,physics,4,500-2000 mm,298.64421812794006,352.86324740615527,1.181550574185192
4x128,physics,4,full crossing,4977.32392729813,2631.476430334722,0.5286930223492972
4x128,physics,6,0.05-0.2 mm,2.1262962945911568e-05,2.0819697965634987e-05,0.9791531885088568
4x128,physics,6,0.5-2 mm,0.002395543397426536,0.0022945842168553554,0.9578554157358876
4x128,physics,6,5-20 mm,0.2548194207463439,0.21062892907575126,0.8265811469896505
4x128,physics,6,50-200 mm,25.489059070594067,12.873763644738467,0.5050701796831146
4x128,physics,6,500-2000 mm,337.27983807430206,314.18416214656287,0.9315236983639347
4x128,physics,6,full crossing,732.3793729773413,764.8654649644868,1.0443569182663894
4x128,physics,8,0.05-0.2 mm,2.621857220219681e-05,2.612480187735855e-05,0.9964235152045997
4x128,physics,8,0.5-2 mm,0.0028348262759436693,0.0027006294267550857,0.952661349893862
4x128,physics,8,5-20 mm,0.2881690485452282,0.24823491123981967,0.8614211432247525
4x128,physics,8,50-200 mm,15.595905180020964,21.616712313226927,1.3860505090091777
4x128,physics,8,500-2000 mm,304.5836926054335,308.70394351471475,1.0135274836089756
4x128,physics,8,full crossing,765.87313794289,816.8984631193066,1.066623730025927
4x128,physics,10,0.05-0.2 mm,1.5698617517045932e-05,1.4708163575960498e-05,0.9369082060882128
4x128,physics,10,0.5-2 mm,0.0016394811837017187,0.0015423147772253287,0.9407334421142902
4x128,physics,10,5-20 mm,0.17103544592345088,0.15556257607318713,0.9095341333094847
4x128,physics,10,50-200 mm,9.096606892960324,12.422941121265296,1.3656675799499651
4x128,physics,10,500-2000 mm,296.0373353358533,345.25764541538706,1.1662638600083786
4x128,physics,10,full crossing,638.5249603492582,864.8491615774874,1.3544484793584814
4x128,physics,12,0.05-0.2 mm,1.166745278169401e-05,1.1187069048901321e-05,0.9588270257629496
4x128,physics,12,0.5-2 mm,0.0011992339921107487,0.0010715416323137106,0.8935217308406267
4x128,physics,12,5-20 mm,0.11316092258084609,0.12821008748087337,1.1329890615665106
4x128,physics,12,50-200 mm,9.385257429705973,15.934342594114526,1.6978055970718031
4x128,physics,12,500-2000 mm,276.8537620275211,318.89690214610766,1.1518604616772634
4x128,physics,12,full crossing,687.44163477146,859.1011263721953,1.2497077321448582
4x128,physics,14,0.05-0.2 mm,2.169076651625801e-05,2.2294216250884347e-05,1.0278205813600008
4x128,physics,14,0.5-2 mm,0.002346421613452776,0.0021711366997578807,0.9252969233278744
4x128,physics,14,5-20 mm,0.23022543071959944,0.2389916049807539,1.0380764810983505
4x128,physics,14,50-200 mm,17.96964559007108,21.760188139726466,1.2109414195541957
4x128,physics,14,500-2000 mm,278.51420050073017,288.3047860528034,1.035152913332502
4x128,physics,14,full crossing,748.2323810601201,793.8909243743808,1.0610218756498753
4x128,physics,16,0.05-0.2 mm,2.2383346731658094e-05,2.10119992516411e-05,0.9387335818697115
4x128,physics,16,0.5-2 mm,0.0024545849761636873,0.002230728938457105,0.9088008604792934
4x128,physics,16,5-20 mm,0.25887558177828396,0.21974951289394085,0.8488614931714458
4x128,physics,16,50-200 mm,20.130826378348843,17.5654705196564,0.8725657948423051
4x128,physics,16,500-2000 mm,298.51077857716035,320.390160259997,1.0732951144582579
4x128,physics,16,full crossing,681.4523470503673,812.169917846596,1.1918220274125304
4x128,physics,18,0.05-0.2 mm,1.6294791294058086e-05,1.5962129396029923e-05,0.9795847708617496
4x128,physics,18,0.5-2 mm,0.0017026012510967803,0.001571970223324115,0.9232756185933051
4x128,physics,18,5-20 mm,0.13415761189605746,0.18716956832065534,1.3951468401634224
4x128,physics,18,50-200 mm,7.844250470576242,18.98281303685323,2.4199651844440333
4x128,physics,18,500-2000 mm,291.82872876699406,320.1185953757921,1.0969399645070093
4x128,physics,18,full crossing,661.6400376365164,763.9908919092164,1.1546926552968493
4x128,physics,20,0.05-0.2 mm,1.7207185010192916e-05,1.6229250832111575e-05,0.9431671027247021
4x128,physics,20,0.5-2 mm,0.0018133556913824123,0.0017621244250420887,0.9717478117592763
4x128,physics,20,5-20 mm,0.17234236613461462,0.18693374762790427,1.0846650874103265
4x128,physics,20,50-200 mm,11.3975182363788,18.815948343807065,1.6508811790052669
4x128,physics,20,500-2000 mm,267.26736948071306,267.01395779853954,0.9990518420461657
4x128,physics,20,full crossing,711.488910203343,803.3846654959973,1.1291597858726856
4x128,data,2,0.05-0.2 mm,9.871925499282952e-07,8.902247827791143e-07,0.9017742109619606
4x128,data,2,0.5-2 mm,7.586041306240077e-05,7.315324523915478e-05,0.9643138270151635
4x128,data,2,5-20 mm,0.007989471519920244,0.008740899545500724,1.0940522816442786
4x128,data,2,50-200 mm,1.2341481882458538,1.1922953349419174,0.9660876597295632
4x128,data,2,500-2000 mm,161.49128612519803,157.1042413121404,0.9728341700761705
4x128,data,2,full crossing,1385.5168800117212,1322.6657579290518,0.9546370578450565
4x128,data,4,0.05-0.2 mm,7.587459549540654e-07,7.323706086026505e-07,0.9652382379382679
4x128,data,4,0.5-2 mm,5.9532993645916576e-05,5.524102242304707e-05,0.9279060070723674
4x128,data,4,5-20 mm,0.005536801609196118,0.007270983857665669,1.3132101113374253
4x128,data,4,50-200 mm,0.9363689461707736,0.9683243641234185,1.0341269518637122
4x128,data,4,500-2000 mm,129.16196449488825,134.63033856820772,1.042337340522069
4x128,data,4,full crossing,967.931066775634,995.7359843796567,1.028726134079616
4x128,data,6,0.05-0.2 mm,7.925109457573853e-07,7.878497854107991e-07,0.9941184908908335
4x128,data,6,0.5-2 mm,8.373637405689749e-05,8.263484296833212e-05,0.9868452497379825
4x128,data,6,5-20 mm,0.00834344585598501,0.008405384164689167,1.0074235884996756
4x128,data,6,50-200 mm,1.1792656839872961,1.0590892175059707,0.8980921194323331
4x128,data,6,500-2000 mm,140.2167553453353,179.7260106783085,1.2817727113686745
4x128,data,6,full crossing,1342.5168777076237,1562.995498253322,1.1642278203028407
4x128,data,8,0.05-0.2 mm,1.2470309229684062e-06,1.2204708355056937e-06,0.9787013401403957
4x128,data,8,0.5-2 mm,0.00012542352223476883,0.00012957151473980133,1.033071886605674
4x128,data,8,5-20 mm,0.013309964330687762,0.012389791933228866,0.9308659005691454
4x128,data,8,50-200 mm,1.7478530084424904,1.4630689021348786,0.8370663294155483
4x128,data,8,500-2000 mm,279.60043683491165,263.4908559267899,0.9423835631643396
4x128,data,8,full crossing,2912.649296499069,1910.822897599644,0.6560429022115382
4x128,data,10,0.05-0.2 mm,1.1596910098887747e-06,1.0942358130705543e-06,0.9435580717104135
4x128,data,10,0.5-2 mm,0.00010107922454594132,8.45538181692973e-05,0.8365103565952557
4x128,data,10,5-20 mm,0.010223669200115637,0.012665073242601466,1.2387992016074048
4x128,data,10,50-200 mm,1.4493972388240906,1.3989552962385687,0.965197986283977
4x128,data,10,500-2000 mm,222.4746649371525,263.49645642791586,1.1843885976965138
4x128,data,10,full crossing,2458.125722420661,2671.5396528172732,1.0868197783579803
4x128,data,12,0.05-0.2 mm,2.276507871101785e-06,2.0822810142817616e-06,0.9146821061830893
4x128,data,12,0.5-2 mm,0.00021542293460186102,0.00020040640436036483,0.9302927969612459
4x128,data,12,5-20 mm,0.01781211223317314,0.02088807487155009,1.1726893811419121
4x128,data,12,50-200 mm,2.240204817105962,2.526365702287592,1.127738715226633
4x128,data,12,500-2000 mm,295.0039889982463,434.66722476137676,1.4734282957914875
4x128,data,12,full crossing,4511.9695359569505,3532.814166057051,0.7829871496035646
4x128,data,14,0.05-0.2 mm,1.3181988833821379e-06,1.3917826890974538e-06,1.0558214747736092
4x128,data,14,0.5-2 mm,6.828952336945804e-05,8.324676414872556e-05,1.2190268732488625
4x128,data,14,5-20 mm,0.007724943245079885,0.01088219323719386,1.4087085033440043
4x128,data,14,50-200 mm,1.1853698974988447,1.3298663962935109,1.1218999226313717
4x128,data,14,500-2000 mm,169.830073545036,183.02309383267357,1.077683651736387
4x128,data,14,full crossing,1173.367403893792,1481.8643291898752,1.2629158814812338
4x128,data,16,0.05-0.2 mm,1.235548552358523e-06,1.0913936421275139e-06,0.8833271991166728
4x128,data,16,0.5-2 mm,8.917227489746438e-05,8.691412567429779e-05,0.9746765547277656
4x128,data,16,5-20 mm,0.010016361100539939,0.009462023250250695,0.9446567625982093
4x128,data,16,50-200 mm,1.542636949466214,1.282909106812724,0.8316338508919021
4x128,data,16,500-2000 mm,229.55590374101575,196.98604410380227,0.8581179612180277
4x128,data,16,full crossing,2093.1236135224935,1681.9672182078166,0.8035680297816972
4x128,data,18,0.05-0.2 mm,2.2322410586639307e-06,1.9556694041966693e-06,0.8761013496307614
4x128,data,18,0.5-2 mm,0.00016844754568978715,0.00018399896362097934,1.0923220214786131
4x128,data,18,5-20 mm,0.018460529389585645,0.022469173224237693,1.217146743197597
4x128,data,18,50-200 mm,2.0558255176013063,2.093371569102942,1.0182632481113687
4x128,data,18,500-2000 mm,408.13628513496167,346.7897755830762,0.8496911159673061
4x128,data,18,full crossing,3850.5994291198676,3975.272810118433,1.0323776552958825
4x128,data,20,0.05-0.2 mm,2.347633198951371e-06,2.415331934457754e-06,1.0288370157384987
4x128,data,20,0.5-2 mm,0.0001979847752409114,0.00018690935377208007,0.9440592264968124
4x128,data,20,5-20 mm,0.020387370170737995,0.02329610809681526,1.1426735229564908
4x128,data,20,50-200 mm,2.2827751706131494,2.3863433427031566,1.0453694141338452
4x128,data,20,500-2000 mm,429.7123368164435,403.89178172667783,0.9399119995458841
4x128,data,20,full crossing,4899.356819916193,6117.227114906588,1.2485775867639761
4x256,physics,2,0.05-0.2 mm,1.3826593203702942e-05,1.6001539648868857e-05,1.1573016876336129
4x256,physics,2,0.5-2 mm,0.0015809127482668828,0.0014943493056307489,0.945244642545244
4x256,physics,2,5-20 mm,0.14694617416921574,0.14124544025939656,0.9612052920598361
4x256,physics,2,50-200 mm,10.42812127646009,11.790139276824707,1.1306101036088991
4x256,physics,2,500-2000 mm,470.0103257855517,496.8338519594351,1.0570700784691314
4x256,physics,2,full crossing,5279.214339540673,24996.55606840842,4.734900775137554
4x256,physics,4,0.05-0.2 mm,1.1970046287501646e-05,1.1942461242142599e-05,0.9976954938438418
4x256,physics,4,0.5-2 mm,0.001339139231504305,0.0011698944279991963,0.8736167236957209
4x256,physics,4,5-20 mm,0.14450578873059783,0.11697198176108259,0.8094622560702636
4x256,physics,4,50-200 mm,9.961182186543738,7.225244268354913,0.7253400382652653
4x256,physics,4,500-2000 mm,349.89378324808484,368.6292463529952,1.0535461445784717
4x256,physics,4,full crossing,4951.850756962358,2653.109074595449,0.5357813077999468
4x256,physics,6,0.05-0.2 mm,1.2796817827620544e-05,1.2854712849730277e-05,1.0045241733444679
4x256,physics,6,0.5-2 mm,0.0013528166533660624,0.0012669532978293319,0.9365299389809504
4x256,physics,6,5-20 mm,0.16528061106590997,0.11238750677478038,0.6799799810152137
4x256,physics,6,50-200 mm,10.778000099136875,7.614591079033062,0.7064938772493474
4x256,physics,6,500-2000 mm,369.4614870391959,401.9893486216688,1.088041278248366
4x256,physics,6,full crossing,813.0209227959426,818.732021714851,1.0070245411388286
4x256,physics,8,0.05-0.2 mm,2.0215111362631433e-05,1.943541860782716e-05,0.961430202346272
4x256,physics,8,0.5-2 mm,0.0022405606170394776,0.0020093043779922937,0.8967864393899996
4x256,physics,8,5-20 mm,0.22277504263001902,0.21006296219638898,0.9429375917357941
4x256,physics,8,50-200 mm,19.123006664745645,15.544215996555977,0.8128541849652036
4x256,physics,8,500-2000 mm,346.35828091410303,404.3498298261028,1.1674322576002787
4x256,physics,8,full crossing,713.6636644346481,851.7203814487431,1.1934478717274488
4x256,physics,10,0.05-0.2 mm,2.3210176891552692e-05,2.2576074343305663e-05,0.9726799777869074
4x256,physics,10,0.5-2 mm,0.0024665386995081917,0.0023903766290800377,0.9691218830487678
4x256,physics,10,5-20 mm,0.25194353640767275,0.24332907177893048,0.9658079554190145
4x256,physics,10,50-200 mm,21.26335945050073,16.883136068130966,0.7940013480670095
4x256,physics,10,500-2000 mm,366.0929826318302,351.99620883345517,0.9614940070770169
4x256,physics,10,full crossing,731.6102031307992,865.3175064673064,1.1827575705810691
4x256,physics,12,0.05-0.2 mm,1.2175235042377608e-05,1.2627893397620937e-05,1.037178613280794
4x256,physics,12,0.5-2 mm,0.0012864880236662657,0.0012319062250298884,0.9575730223427742
4x256,physics,12,5-20 mm,0.12877021798374244,0.1398532274805575,1.0860681116359865
4x256,physics,12,50-200 mm,15.162860225448327,11.012425160501493,0.7262762431865578
4x256,physics,12,500-2000 mm,304.3176574955666,311.31384956228203,1.022989767088416
