arch,mode,q,stratum,forward_um,backward_um,backward_over_forward
8x32,data,8,0.05-0.2 mm,2.778534735625726e-06,2.8079618630272307e-06,1.0105908797986927
8x32,data,8,0.5-2 mm,0.00024004735621474538,0.0003075029937349427,1.2810097081837961
8x32,data,8,5-20 mm,0.03076262346723979,0.032587080085022535,1.0593075756274712
8x32,data,8,50-200 mm,4.156185332753637,3.0956608330434676,0.7448322404315089
8x32,data,8,500-2000 mm,1217.0770183330717,885.2165115245363,0.7273299045092011
8x32,data,8,full crossing,5934.723880398565,11066.412736215312,1.8646887301304593
8x32,data,10,0.05-0.2 mm,4.112962415092625e-06,3.2022171581047587e-06,0.7785670849687656
8x32,data,10,0.5-2 mm,0.00032063366006696015,0.0003537110435658519,1.1031625422358464
8x32,data,10,5-20 mm,0.032869938905832896,0.0353780629893663,1.0763044948370235
8x32,data,10,50-200 mm,4.003046986099434,3.1684851757880494,0.7915183575887573
8x32,data,10,500-2000 mm,1250.2025051848163,890.4043625483666,0.7122081093708407
8x32,data,10,full crossing,6896.42403508617,10645.013644561857,1.543555557257559
8x32,data,12,0.05-0.2 mm,3.6702942907140823e-06,3.859781827486586e-06,1.0516273415055328
8x32,data,12,0.5-2 mm,0.00032115587345060703,0.0003002915889283031,0.9350337756612357
8x32,data,12,5-20 mm,0.03177050199099085,0.034902214668619536,1.0985729680480574
8x32,data,12,50-200 mm,4.269224507453373,3.0269901786148523,0.7090257664665371
8x32,data,12,500-2000 mm,1220.0259877749318,878.1857411601056,0.7198090450202047
8x32,data,12,full crossing,6044.734674085134,7675.609767216798,1.2698009393404013
8x32,data,14,0.05-0.2 mm,4.675825948652346e-06,3.6384903978614602e-06,0.778149237764108
8x32,data,14,0.5-2 mm,0.0003386796549875726,0.00031856551174769265,0.9406101224455954
8x32,data,14,5-20 mm,0.03215795973687818,0.03652401890974488,1.1357691597536201
8x32,data,14,50-200 mm,4.122190103714729,3.3792711559392785,0.819775670436459
8x32,data,14,500-2000 mm,1250.8276812968618,899.5116353501676,0.719133137841618
8x32,data,14,full crossing,6443.0716713577,12430.28980487005,1.9292490350725382
8x32,data,16,0.05-0.2 mm,4.092768790542323e-06,3.864073505610577e-06,0.9441221098391336
8x32,data,16,0.5-2 mm,0.00028012035357960485,0.0003852130845416468,1.3751699211395456
8x32,data,16,5-20 mm,0.030611922174905715,0.03775681699380584,1.2334023580119118
8x32,data,16,50-200 mm,4.2545120521495505,3.089170874154945,0.7260928718239666
8x32,data,16,500-2000 mm,1264.4324874953413,887.7006210148011,0.7020545816354404
8x32,data,16,full crossing,5998.342135882296,9989.293038404923,1.6653423249481913
8x32,data,18,0.05-0.2 mm,4.1823113861028105e-06,4.21815116169455e-06,1.0085693704468848
8x32,data,18,0.5-2 mm,0.00037959252097152785,0.00033064510773783695,0.8710527459592327
8x32,data,18,5-20 mm,0.033523559764603306,0.03865160624627606,1.1529684352640657
8x32,data,18,50-200 mm,4.006601062101822,3.225243425585944,0.8049824216574271
8x32,data,18,500-2000 mm,1250.3428538693483,896.0672993998528,0.7166572725447714
8x32,data,18,full crossing,7333.163554968451,10837.181917201853,1.4778317483263166
8x32,data,20,0.05-0.2 mm,3.1848799153522123e-06,3.071164655921166e-06,0.9642952756608185
8x32,data,20,0.5-2 mm,0.0003444330047841504,0.00025750307486305246,0.7476144018905062
8x32,data,20,5-20 mm,0.029932399399967835,0.034209254067718575,1.142883789922813
8x32,data,20,50-200 mm,4.05378319021521,3.327393693616898,0.8208119520669903
8x32,data,20,500-2000 mm,1254.3864298835229,877.1108871299269,0.6992349934871122
8x32,data,20,full crossing,7737.272031660723,9685.485357295704,1.251795893651269
8x64,physics,2,0.05-0.2 mm,2.6536355335338158e-05,3.0085374191912706e-05,1.1337417596247048
8x64,physics,2,0.5-2 mm,0.0029491490067812265,0.00293931979200579,0.9966671013391201
8x64,physics,2,5-20 mm,0.22840517636524282,0.2586965356066173,1.1326211591322937
8x64,physics,2,50-200 mm,7.662894508698059,10.08197956267054,1.3156881582053108
8x64,physics,2,500-2000 mm,241.79986495215644,240.65342275743262,0.9952587144953507
8x64,physics,2,full crossing,5126.860384855945,25136.64256167755,4.902930970370835
8x64,physics,4,0.05-0.2 mm,3.1456522719963687e-05,3.357297373440815e-05,1.0672817855071206
8x64,physics,4,0.5-2 mm,0.0036937484821919497,0.0033048154577386413,0.8947050600958874
8x64,physics,4,5-20 mm,0.38118141394960503,0.3078965835214831,0.8077429073238845
8x64,physics,4,50-200 mm,14.394905931478519,12.81120826929083,0.8899820763173946
8x64,physics,4,500-2000 mm,210.43751490615037,212.75862162714532,1.0110299093867845
8x64,physics,4,full crossing,4822.373457151244,2599.3913839565225,0.5390273911909096
8x64,physics,6,0.05-0.2 mm,2.1552523321588524e-05,2.4396285880357027e-05,1.131945689900727
8x64,physics,6,0.5-2 mm,0.0027415890713200497,0.002348265667251326,0.8565345156269746
8x64,physics,6,5-20 mm,0.3183864784546131,0.1848003043249946,0.5804276149602202
8x64,physics,6,50-200 mm,15.453026811012904,7.740820742434096,0.5009258598397983
8x64,physics,6,500-2000 mm,205.5115352615644,212.2151681785276,1.032619253748609
8x64,physics,6,full crossing,752.2826910908122,750.8548361787888,0.9981019702713709
8x64,physics,8,0.05-0.2 mm,1.409274830166396e-05,1.3780123708784231e-05,0.9778166340455526
8x64,physics,8,0.5-2 mm,0.0015089147069602404,0.001484779570404271,0.9840049696350363
8x64,physics,8,5-20 mm,0.1557258492255187,0.13390465597495904,0.8598743024418594
8x64,physics,8,50-200 mm,8.425411645205827,7.519997218965457,0.8925376629217205
8x64,physics,8,500-2000 mm,225.74363234633665,213.39925093447576,0.9453168123346128
8x64,physics,8,full crossing,601.649720648993,760.580585542499,1.2641584620401203
8x64,physics,10,0.05-0.2 mm,3.5742914406000637e-05,3.7418573128888966e-05,1.046880864382089
8x64,physics,10,0.5-2 mm,0.004157660836057175,0.003758752001203902,0.9040545031009385
8x64,physics,10,5-20 mm,0.4446621378377813,0.2980433510018088,0.670269235089539
8x64,physics,10,50-200 mm,16.167250290303414,9.050869537567507,0.5598273902517561
8x64,physics,10,500-2000 mm,228.0595946417172,226.20907861359285,0.9918858225148057
8x64,physics,10,full crossing,755.7842183737193,657.8135784188781,0.8703722073402744
8x64,physics,12,0.05-0.2 mm,3.607715370890219e-05,3.7953782339172903e-05,1.0520170921856191
8x64,physics,12,0.5-2 mm,0.004051830728712957,0.0037585155716612917,0.9276092273615696
8x64,physics,12,5-20 mm,0.4365884262600428,0.3245226162817971,0.7433147485419219
8x64,physics,12,50-200 mm,22.126153433015716,11.081694264198916,0.5008414272163221
8x64,physics,12,500-2000 mm,227.38818440830323,214.3767962939691,0.9427789612367431
8x64,physics,12,full crossing,690.5400800499137,750.1000400122848,1.086251271552646
8x64,physics,14,0.05-0.2 mm,1.7417605135960912e-05,1.798827042875928e-05,1.0327637059368255
8x64,physics,14,0.5-2 mm,0.0018128647383264251,0.001845865995164786,1.0182039267137086
8x64,physics,14,5-20 mm,0.19605551795365272,0.22630862919470474,1.1543088996260937
8x64,physics,14,50-200 mm,13.509570173383167,17.55608771988193,1.2995297033558695
8x64,physics,14,500-2000 mm,216.4341701006549,224.79199894203106,1.0386160320132873
8x64,physics,14,full crossing,693.576540538972,780.1728848515381,1.1248547770160635
8x64,physics,16,0.05-0.2 mm,2.038719770780517e-05,2.0941456568834838e-05,1.0271866133332033
8x64,physics,16,0.5-2 mm,0.002351898009678166,0.0020270355918228233,0.8618722340345886
8x64,physics,16,5-20 mm,0.2555065514684429,0.1789979694279964,0.7005611730864132
8x64,physics,16,50-200 mm,13.412502757944367,6.9317304337985775,0.5168111096710001
8x64,physics,16,500-2000 mm,210.9873239764397,231.21255069514746,1.095859913939504
8x64,physics,16,full crossing,738.5489184232483,754.5459693312253,1.0216601101280192
8x64,physics,18,0.05-0.2 mm,2.2683281031277147e-05,2.358387973799836e-05,1.0397031939726624
8x64,physics,18,0.5-2 mm,0.002652318070062165,0.002331945530897883,0.8792103621430393
8x64,physics,18,5-20 mm,0.2698659311448637,0.19164791179093754,0.7101597114459817
8x64,physics,18,50-200 mm,16.37245092614137,5.071438029190745,0.3097543582246041
8x64,physics,18,500-2000 mm,210.80371534731768,189.52742959538682,0.8990706320480344
8x64,physics,18,full crossing,647.9652186429803,646.2244546074771,0.9973134915495174
8x64,physics,20,0.05-0.2 mm,1.4738475329068024e-05,1.508715286036022e-05,1.0236576391727925
8x64,physics,20,0.5-2 mm,0.001610115766936815,0.0015770433492434677,0.9794596026121363
8x64,physics,20,5-20 mm,0.19534803359988473,0.12642804196971724,0.6471938295968178
8x64,physics,20,50-200 mm,16.61147970332877,8.671546830555599,0.5220213361737973
8x64,physics,20,500-2000 mm,203.19844265497267,218.5658915703037,1.0756277888478933
8x64,physics,20,full crossing,633.814513953439,707.2593233764906,1.1158774496420683
8x64,data,2,0.05-0.2 mm,2.3298696305573685e-06,2.2226060991670238e-06,0.9539615736505032
8x64,data,2,0.5-2 mm,0.00018622630193476652,0.00023199022258779678,1.2457435935610264
8x64,data,2,5-20 mm,0.02224884641321978,0.023022469573419357,1.0347713830115663
8x64,data,2,50-200 mm,2.7537002185482606,2.162756001098387,0.7853999453283201
8x64,data,2,500-2000 mm,426.92457430801414,515.3993656604001,1.2072375231521666
8x64,data,2,full crossing,3998.1184337375453,4302.252273779487,1.076069242340485
8x64,data,4,0.05-0.2 mm,3.364618805790087e-06,2.6018369680969045e-06,0.7732932371475393
8x64,data,4,0.5-2 mm,0.0002657117263993314,0.00027416956527304137,1.0318308829961043
8x64,data,4,5-20 mm,0.0279134551703919,0.026907755966476543,0.9639708091393103
8x64,data,4,50-200 mm,4.3587986183553085,2.90387051333596,0.6662089184637918
8x64,data,4,500-2000 mm,968.5304487180133,785.7394472243016,0.81126974197284
8x64,data,4,full crossing,6058.092052982431,6663.996782135371,1.1000157679767593
8x64,data,6,0.05-0.2 mm,4.699060696111701e-06,2.8328486223472282e-06,0.6028542309937187
8x64,data,6,0.5-2 mm,0.0002514819641419308,0.000360276366961898,1.432613142621099
8x64,data,6,5-20 mm,0.03143842210207026,0.029914183350854273,0.9515166904284418
8x64,data,6,50-200 mm,3.4101463836151424,2.990134627443908,0.8768346842266711
8x64,data,6,500-2000 mm,1184.772862020111,857.7549350463762,0.7239825983048354
8x64,data,6,full crossing,5491.824222448116,7572.0664854848965,1.3787889376600369
8x64,data,8,0.05-0.2 mm,3.3458604775660206e-06,2.802096332743531e-06,0.8374815242690407
8x64,data,8,0.5-2 mm,0.00021179371856305806,0.00029839118553809385,1.4088764650933348
8x64,data,8,5-20 mm,0.030233754504394028,0.023590701566433836,0.780276943870973
8x64,data,8,50-200 mm,4.292995806039812,2.8796176633019144,0.6707711335870822
8x64,data,8,500-2000 mm,656.5685423149716,547.2130118907596,0.8334438472506781
8x64,data,8,full crossing,6764.101371647937,7523.148898320813,1.1122170536731546
8x64,data,10,0.05-0.2 mm,2.5808049031184055e-06,3.147505367451231e-06,1.2195828377604512
8x64,data,10,0.5-2 mm,0.00022611773253800038,0.0003398075811844592,1.5027905037361569
8x64,data,10,5-20 mm,0.024093855266471564,0.033814413512800456,1.4034455316022334
8x64,data,10,50-200 mm,3.9817412481255587,3.3101466392118084,0.8313314283719693
8x64,data,10,500-2000 mm,1178.4225392059825,705.9061353502472,0.5990263355161931
8x64,data,10,full crossing,4377.561567341018,8751.009835996214,1.999060367599051
8x64,data,12,0.05-0.2 mm,3.702780304593034e-06,3.7723992818428087e-06,1.0188018114829598
8x64,data,12,0.5-2 mm,0.00029972755566376463,0.00033769037344200115,1.1266577498827746
8x64,data,12,5-20 mm,0.022476621438727307,0.02742659641796763,1.2202277149496987
8x64,data,12,50-200 mm,4.2678233338317995,3.2880706884270694,0.770432708018147
8x64,data,12,500-2000 mm,1213.576601102247,796.1084055312391,0.656001775914403
8x64,data,12,full crossing,5219.592421634616,7332.314701040119,1.4047676731708993
8x64,data,14,0.05-0.2 mm,2.735760062932968e-06,2.8842919164162595e-06,1.0542927194148937
8x64,data,14,0.5-2 mm,0.00022247990472124002,0.0002389088820109464,1.0738447695322926
8x64,data,14,5-20 mm,0.029757636919924835,0.021803968472511315,0.7327184121233774
8x64,data,14,50-200 mm,3.074269793891915,2.5646616997434535,0.8342344269325446
8x64,data,14,500-2000 mm,684.0489148604689,606.6766696176185,0.8868907711685607
8x64,data,14,full crossing,5187.150532884089,5411.81978519198,1.0433126532348722
8x64,data,16,0.05-0.2 mm,4.0357690522796474e-06,3.4806362236849964e-06,0.8624468294881545
8x64,data,16,0.5-2 mm,0.0002964353544854248,0.00034898258505222657,1.1772637095127108
8x64,data,16,5-20 mm,0.03179743580261629,0.03659713360848471,1.1509460648230478
8x64,data,16,50-200 mm,3.9383497027039027,3.3820547503538023,0.8587492238263728
8x64,data,16,500-2000 mm,1235.5129637856805,846.419991928471,0.6850757675055007
8x64,data,16,full crossing,6713.720473773606,7795.061002330016,1.1610642761760108
8x64,data,18,0.05-0.2 mm,3.881382326653693e-06,3.800955994393007e-06,0.9792789461351454
8x64,data,18,0.5-2 mm,0.00028404743801502264,0.00029017323299740383,1.0215660983432535
8x64,data,18,5-20 mm,0.03154889971757058,0.03392704177684891,1.0753795561990351
8x64,data,18,50-200 mm,4.024916485036556,3.668281138986096,0.9113931065709502
8x64,data,18,500-2000 mm,1229.5059135140464,869.1302093165518,0.7068938829521315
8x64,data,18,full crossing,7302.744532122119,9031.892095577796,1.2367805084581263
8x64,data,20,0.05-0.2 mm,5.001609792998352e-06,4.514561169344233e-06,0.9026216270737618
8x64,data,20,0.5-2 mm,0.000325024643643701,0.00028932283413496407,0.8901566074852034
8x64,data,20,5-20 mm,0.027334174944826373,0.03766836907459492,1.3780686320559508
8x64,data,20,50-200 mm,3.74435714998711,3.917678278455128,1.046288620856751
8x64,data,20,500-2000 mm,1185.7822276272914,870.9573088043783,0.7345002214674218
8x64,data,20,full crossing,5687.957162584439,8637.610771062968,1.5185787311974575
