N,q,plane,z_mm,step_med_um,step_p95_um,straight_line_med_um
256,16,168,6046.13125,0.05450609256505863,0.5303017090951443,7.948083673883924
256,16,169,6066.35703125,0.054360219476206305,0.5310640564093534,7.893644494233563
256,16,170,6086.5828125,0.05387589134686574,0.5347895484953652,7.837583158090426
256,16,171,6106.80859375,0.053950396676183926,0.5392872018749344,7.784796528793081
256,16,172,6127.034374999999,0.05331690095679162,0.5444021675667648,7.733799702585945
256,16,173,6147.26015625,0.05269129828906319,0.5528050201568895,7.682781682654262
256,16,174,6167.4859375,0.05180199821889186,0.5516309336010158,7.631742355951623
256,16,175,6187.71171875,0.05183097888765806,0.5590907244704907,7.580630553538294
256,16,176,6207.9375,0.05148947916822884,0.565080617625703,7.527912578674408
256,16,177,6228.163281249999,0.051768146996873717,0.5692602888344722,7.474607794383147
256,16,178,6248.3890625,0.05129052945014129,0.5756038225780131,7.4212747480242065
256,16,179,6268.61484375,0.050834514979217205,0.5730656240524504,7.367913182055338
256,16,180,6288.840625,0.05051801701927924,0.5703469080045112,7.313623985370686
256,16,181,6309.06640625,0.04954021326093981,0.5699957231263421,7.257436096615796
256,16,182,6329.292187499999,0.049564580447897036,0.5675765866478145,7.200654819935698
256,16,183,6349.51796875,0.049662882951179724,0.5795721742654202,7.143850094324745
256,16,184,6369.74375,0.04953632643743815,0.5891861012001868,7.087022042008501
256,16,185,6389.96953125,0.049275844973371716,0.5948676908213026,7.030079099449065
256,16,186,6410.1953125,0.04917596720511093,0.6033423776482378,6.971981569881189
256,16,187,6430.421093749999,0.04932750495982935,0.6120205098367243,6.914504476621651
256,16,188,6450.646875,0.049910875655219636,0.6244155027178415,6.856964204328623
256,16,189,6470.87265625,0.0505101416892426,0.6338730250319916,6.799365612172007
256,16,190,6491.0984375,0.05067979650792841,0.6389375540682308,6.741603858973957
256,16,191,6511.32421875,0.05092047919636732,0.6478164557689159,6.682378596528986
256,16,192,6531.55,0.050763376701617444,0.6538318620506505,6.622764897848782
256,16,193,6551.77578125,0.05117743769927411,0.6585577730081688,6.563096477095703
256,16,194,6572.0015625,0.05145271040876344,0.6831533435756442,6.503373275566279
256,16,195,6592.22734375,0.05231546597573768,0.6942858418656319,6.44345561801967
256,16,196,6612.453125,0.05224916179612012,0.7035916333900831,6.382048799490992
256,16,197,6632.67890625,0.05226789545571707,0.714397249789631,6.320326259348523
256,16,198,6652.9046875,0.05301193103754778,0.7299313263488707,6.258518441339512
256,16,199,6673.13046875,0.05315329465281997,0.7371706277483646,6.19688732874717
256,16,200,6693.35625,0.05400365580268708,0.753844755096546,6.135438054080489
256,16,201,6713.58203125,0.05428552087485823,0.7603011516659135,6.073449687029416
256,16,202,6733.8078125,0.05440362141515723,0.7718851307801021,6.011340942434172
256,16,203,6754.03359375,0.05467917142339268,0.779416302270177,5.949168624321239
256,16,204,6774.259375,0.05474211031387463,0.8002277550447876,5.886932238524031
256,16,205,6794.48515625,0.054918052831705824,0.8256597567260631,5.8246206788947745
256,16,206,6814.7109375,0.05503341499464416,0.8411451960055387,5.762204157764524
256,16,207,6834.93671875,0.0554271642548902,0.8552343908500522,5.69910645095335
256,16,208,6855.1625,0.05537599592092989,0.8773497727410196,5.635907322670663
256,16,209,6875.38828125,0.05544243088802257,0.8840293772608375,5.572684422161161
256,16,210,6895.6140625,0.05543364009920208,0.9044871999896806,5.509592088501856
256,16,211,6915.83984375,0.05545544324216469,0.9100003342980512,5.447235344613915
256,16,212,6936.065625,0.05580397146841675,0.9291821395170333,5.384849726194229
256,16,213,6956.29140625,0.056279151245962104,0.9397631814973688,5.313032065308202
256,16,214,6976.5171875,0.05648365082450218,0.9466151938531345,5.2481589384289125
256,16,215,6996.74296875,0.05605153575882224,0.9791364870921969,5.184174662156444
256,16,216,7016.96875,0.05637952726586336,0.9867051820198555,5.106072864252738
256,16,217,7037.19453125,0.05621521679154114,0.9992480484041426,5.034318380647372
256,16,218,7057.4203125,0.05633114887917292,1.0105216967369375,4.960306446278922
256,16,219,7077.64609375,0.05643030885489738,1.0206988575601872,4.882240482623125
256,16,220,7097.871875,0.05626979893706238,1.0308001597758287,4.812967884140965
256,16,221,7118.09765625,0.05615586459679562,1.026270330627389,4.746798726999556
256,16,222,7138.3234375,0.05610325385217724,1.0367046759352072,4.672913932859876
256,16,223,7158.54921875,0.05602160325983212,1.0606975704464774,4.610917544608652
256,16,224,7178.775,0.05634955379223491,1.0693311520919029,4.524156791470946
256,16,225,7199.00078125,0.05683670817448423,1.0717364215031069,4.4528048908661
256,16,226,7219.2265625,0.05695871342026304,1.0763697445341185,4.393473959321973
256,16,227,7239.45234375,0.057332047326155516,1.0792613110300795,4.3218010257510695
256,16,228,7259.678125,0.05781382458010513,1.0984508841150529,4.241784142157824
256,16,229,7279.90390625,0.05773219482949255,1.105260868716314,4.181106927183712
256,16,230,7300.1296875,0.05803909387528521,1.108899499473185,4.121026604073442
256,16,231,7320.35546875,0.058462163913737514,1.1086774824411365,4.0606689759954175
256,16,232,7340.58125,0.058226152850420744,1.12381329918529,3.9827281694801955
256,16,233,7360.80703125,0.058374945073154105,1.1266837657463589,3.9236771758153512
256,16,234,7381.0328125,0.058584870620119356,1.1382874746762215,3.8665016256201907
256,16,235,7401.25859375,0.05867400267627146,1.1564183896685096,3.8101708241913057
256,16,236,7421.484375,0.05877469723706672,1.1681110654554276,3.7494800354951936
256,16,237,7441.71015625,0.058530898512282256,1.166696308760768,3.6936554172160214
256,16,238,7461.9359375,0.0589106774251311,1.1627585620185623,3.6391677852013604
256,16,239,7482.16171875,0.05906580102354507,1.1573449371578204,3.5764746035752526
256,16,240,7502.3875,0.05931539460277484,1.1505637489658949,3.5211356865917036
256,16,241,7522.61328125,0.058955493355671656,1.144586832278501,3.4597421472189245
256,16,242,7542.8390625,0.058865905247178774,1.1420461397646722,3.391788362097982
256,16,243,7563.06484375,0.058961068147101475,1.1577890694514956,3.335975086285005
256,16,244,7583.290625,0.05861557935612531,1.1525783564854268,3.2810167686729645
256,16,245,7603.51640625,0.058675477885426,1.1476174310532352,3.226699012234648
256,16,246,7623.7421875,0.058505682117620604,1.1454401874277849,3.1721384562491566
256,16,247,7643.96796875,0.05874837704949967,1.1444326554221431,3.122083509397389
256,16,248,7664.19375,0.058556230918980184,1.1485128222497443,3.0694651597173443
256,16,249,7684.41953125,0.05838137562660299,1.1487054376687411,3.012956192254724
256,16,250,7704.6453125,0.05805525117665866,1.135886474167318,2.9655949184226373
256,16,251,7724.87109375,0.05801008373614956,1.1212011167909979,2.9210097712833303
256,16,252,7745.096875,0.05708969873950114,1.1021898303058835,2.8657221766617047
256,16,253,7765.32265625,0.05669143088787432,1.0954787612661294,2.8221311935774422
256,16,254,7785.5484375,0.056048716294645994,1.0876782374964034,2.778735678218019
256,16,255,7805.77421875,0.05644232603945698,1.0820552981866678,2.7300857025414205
