row,arm,direction,0.05-0.2 mm,0.5-2 mm,5-20 mm,50-200 mm,500-2000 mm,full crossing
q=14,physics,backward,8.96e-06 [8.25e-06-1.34e-05],0.000925 [0.000811-0.00148],0.104 [0.0764-0.156],7.67 [6.39-16.5],279 [279-421],874 [773-945]
q=14,twin,forward,3.85e-06 [3.36e-06-4.39e-06],0.000255 [0.0002-0.000398],0.0308 [0.0307-0.0332],3.78 [3.64-4.78],799 [750-832],6.32e+03 [4.69e+03-6.87e+03]
q=14,twin,backward,3.48e-06 [2.67e-06-4.64e-06],0.000251 [0.000219-0.000253],0.0259 [0.0248-0.0431],3.18 [3.15-3.61],708 [484-807],7.56e+03 [7.08e+03-7.74e+03]
q=16,physics,forward,1.19e-05 [9.66e-06-1.5e-05],0.00132 [0.00105-0.00142],0.123 [0.0988-0.133],11.2 [9.71-12],309 [304-362],882 [667-981]
q=16,physics,backward,1.23e-05 [1.02e-05-1.44e-05],0.00124 [0.00103-0.0015],0.127 [0.118-0.158],13 [7.36-13.8],366 [323-370],833 [772-989]
q=16,twin,forward,3.13e-06 [1.71e-06-3.25e-06],0.000263 [0.000207-0.000268],0.026 [0.0157-0.0332],3.31 [2.13-4.09],506 [490-1.24e+03],6.81e+03 [5.01e+03-6.82e+03]
q=16,twin,backward,3.03e-06 [1.62e-06-3.06e-06],0.000208 [0.000189-0.000319],0.0241 [0.0233-0.0381],2.29 [2.28-3.38],707 [457-902],6.69e+03 [5.57e+03-1.04e+04]
q=18,physics,forward,1.42e-05 [1.4e-05-1.46e-05],0.00157 [0.00148-0.0016],0.159 [0.146-0.181],14.7 [14.5-17.5],335 [280-336],932 [720-955]
q=18,physics,backward,1.44e-05 [1.39e-05-1.45e-05],0.00143 [0.00139-0.00145],0.163 [0.147-0.205],11.9 [7.31-16.7],260 [251-321],820 [807-875]
q=18,twin,forward,3.44e-06 [3.03e-06-4.52e-06],0.000249 [0.000189-0.000306],0.0292 [0.0213-0.0293],4.32 [3.35-4.65],621 [538-1.23e+03],6.64e+03 [4.73e+03-7.54e+03]
q=18,twin,backward,3.39e-06 [2.4e-06-4.13e-06],0.000276 [0.000175-0.000299],0.0293 [0.0263-0.0345],3 [2.5-3.39],842 [574-893],1.06e+04 [7.77e+03-1.15e+04]
q=20,physics,forward,1.95e-05 [7.94e-06-2.23e-05],0.0021 [0.000833-0.00237],0.216 [0.0806-0.231],8.83 [7.25-16.2],313 [263-347],876 [779-1.03e+03]
q=20,physics,backward,2.12e-05 [8.07e-06-2.38e-05],0.00214 [0.000779-0.00227],0.248 [0.0992-0.277],13.6 [8.52-22.5],265 [250-356],985 [860-992]
q=20,twin,forward,4.03e-06 [2.92e-06-4.18e-06],0.000288 [0.000287-0.000323],0.0274 [0.026-0.0318],4.26 [3.6-4.95],1.08e+03 [890-1.26e+03],6.54e+03 [5.97e+03-7.21e+03]
q=20,twin,backward,3.12e-06 [2.32e-06-3.66e-06],0.000295 [0.000218-0.000329],0.0332 [0.0259-0.0374],3.22 [2.97-3.46],744 [645-900],9.58e+03 [7.45e+03-1.17e+04]
