tag,width,depth,q,mode,seed,wall_s,host,created
w32_d4_q20_physics_s2,32,4,20,physics,2,335.8,wn-lot-047.nikhef.nl,2026-09-08 13:27:47
w32_d8_q02_data_s0,32,8,2,data,0,376.3,wn-lot-059.nikhef.nl,2026-09-08 13:28:26
w32_d8_q02_data_s1,32,8,2,data,1,379.9,wn-lot-057.nikhef.nl,2026-09-08 13:28:36
w32_d8_q02_data_s2,32,8,2,data,2,375.6,wn-lot-038.nikhef.nl,2026-09-08 13:28:25
w32_d8_q02_physics_s0,32,8,2,physics,0,378,wn-lot-046.nikhef.nl,2026-09-08 13:28:31
w32_d8_q02_physics_s1,32,8,2,physics,1,382.5,wn-lot-048.nikhef.nl,2026-09-08 13:28:36
w32_d8_q02_physics_s2,32,8,2,physics,2,387.1,wn-lot-055.nikhef.nl,2026-09-08 13:28:38
w32_d8_q04_data_s0,32,8,4,data,0,455.7,wn-sate-069.nikhef.nl,2026-09-08 13:30:48
w32_d8_q04_data_s1,32,8,4,data,1,372.9,wn-knek-009.nikhef.nl,2026-09-08 13:29:25
w32_d8_q04_data_s2,32,8,4,data,2,374.8,wn-knek-015.nikhef.nl,2026-09-08 13:29:26
w32_d8_q04_physics_s0,32,8,4,physics,0,378.4,wn-lot-049.nikhef.nl,2026-09-08 13:28:31
w32_d8_q04_physics_s1,32,8,4,physics,1,380.8,wn-lot-045.nikhef.nl,2026-09-08 13:28:31
w32_d8_q04_physics_s2,32,8,4,physics,2,283.9,wn-lot-052.nikhef.nl,2026-09-08 13:27:57
w32_d8_q06_data_s0,32,8,6,data,0,389.5,wn-lot-045.nikhef.nl,2026-09-08 13:29:40
w32_d8_q06_data_s1,32,8,6,data,1,373.9,wn-lot-050.nikhef.nl,2026-09-08 13:29:24
w32_d8_q06_data_s2,32,8,6,data,2,389.5,wn-lot-048.nikhef.nl,2026-09-08 13:29:40
w32_d8_q06_physics_s0,32,8,6,physics,0,391.5,wn-lot-037.nikhef.nl,2026-09-08 13:29:43
w32_d8_q06_physics_s1,32,8,6,physics,1,378.9,wn-knek-005.nikhef.nl,2026-09-08 13:29:30
w32_d8_q06_physics_s2,32,8,6,physics,2,388.2,wn-lot-051.nikhef.nl,2026-09-08 13:29:40
w32_d8_q08_data_s0,32,8,8,data,0,398.7,wn-lot-044.nikhef.nl,2026-09-08 13:29:49
w32_d8_q08_data_s1,32,8,8,data,1,395.9,wn-lot-047.nikhef.nl,2026-09-08 13:29:46
w32_d8_q08_data_s2,32,8,8,data,2,395.7,wn-lot-057.nikhef.nl,2026-09-08 13:29:45
w32_d8_q08_physics_s0,32,8,8,physics,0,398.1,wn-lot-053.nikhef.nl,2026-09-08 13:29:48
w32_d8_q08_physics_s1,32,8,8,physics,1,377.2,wn-knek-013.nikhef.nl,2026-09-08 13:29:28
w32_d8_q08_physics_s2,32,8,8,physics,2,378.6,wn-knek-017.nikhef.nl,2026-09-08 13:29:29
w32_d8_q10_data_s0,32,8,10,data,0,387.6,wn-lot-049.nikhef.nl,2026-09-08 13:29:35
w32_d8_q10_data_s1,32,8,10,data,1,399.7,wn-lot-038.nikhef.nl,2026-09-08 13:29:48
w32_d8_q10_data_s2,32,8,10,data,2,412.5,wn-lot-055.nikhef.nl,2026-09-08 13:30:00
w32_d8_q10_physics_s0,32,8,10,physics,0,396.7,wn-lot-059.nikhef.nl,2026-09-08 13:29:45
w32_d8_q10_physics_s1,32,8,10,physics,1,395.9,wn-lot-046.nikhef.nl,2026-09-08 13:29:44
w32_d8_q10_physics_s2,32,8,10,physics,2,537.2,wn-lot-004.nikhef.nl,2026-09-08 13:32:07
w32_d8_q12_data_s0,32,8,12,data,0,411.5,wn-lot-064.nikhef.nl,2026-09-08 13:29:59
w32_d8_q12_data_s1,32,8,12,data,1,399.8,wn-lot-055.nikhef.nl,2026-09-08 13:29:47
w32_d8_q12_data_s2,32,8,12,data,2,405.7,wn-lot-064.nikhef.nl,2026-09-08 13:29:53
w32_d8_q12_physics_s0,32,8,12,physics,0,403.8,wn-lot-064.nikhef.nl,2026-09-08 13:29:51
w32_d8_q12_physics_s1,32,8,12,physics,1,405,wn-lot-064.nikhef.nl,2026-09-08 13:29:52
w32_d8_q12_physics_s2,32,8,12,physics,2,403.5,wn-lot-055.nikhef.nl,2026-09-08 13:29:51
w32_d8_q14_data_s0,32,8,14,data,0,582.7,wn-lot-004.nikhef.nl,2026-09-08 13:32:52
w32_d8_q14_data_s1,32,8,14,data,1,406.2,wn-lot-064.nikhef.nl,2026-09-08 13:29:54
w32_d8_q14_data_s2,32,8,14,data,2,395.2,wn-lot-046.nikhef.nl,2026-09-08 13:29:43
w32_d8_q14_physics_s0,32,8,14,physics,0,405.2,wn-lot-055.nikhef.nl,2026-09-08 13:29:53
w32_d8_q14_physics_s1,32,8,14,physics,1,389.5,wn-lot-038.nikhef.nl,2026-09-08 13:29:37
w32_d8_q14_physics_s2,32,8,14,physics,2,391.7,wn-lot-049.nikhef.nl,2026-09-08 13:29:40
w32_d8_q16_data_s0,32,8,16,data,0,404.8,wn-lot-049.nikhef.nl,2026-09-08 13:29:53
w32_d8_q16_data_s1,32,8,16,data,1,530.4,wn-lot-004.nikhef.nl,2026-09-08 13:32:00
w32_d8_q16_data_s2,32,8,16,data,2,413.6,wn-lot-064.nikhef.nl,2026-09-08 13:30:01
w32_d8_q16_physics_s0,32,8,16,physics,0,400,wn-lot-055.nikhef.nl,2026-09-08 13:29:47
w32_d8_q16_physics_s1,32,8,16,physics,1,403,wn-lot-059.nikhef.nl,2026-09-08 13:29:51
w32_d8_q16_physics_s2,32,8,16,physics,2,404.8,wn-lot-038.nikhef.nl,2026-09-08 13:29:53
w32_d8_q18_data_s0,32,8,18,data,0,415.8,wn-lot-057.nikhef.nl,2026-09-08 13:30:05
w32_d8_q18_data_s1,32,8,18,data,1,406,wn-lot-038.nikhef.nl,2026-09-08 13:29:54
w32_d8_q18_data_s2,32,8,18,data,2,408.7,wn-lot-049.nikhef.nl,2026-09-08 13:29:57
w32_d8_q18_physics_s0,32,8,18,physics,0,410.3,wn-lot-046.nikhef.nl,2026-09-08 13:29:58
w32_d8_q18_physics_s1,32,8,18,physics,1,416,wn-lot-055.nikhef.nl,2026-09-08 13:30:03
w32_d8_q18_physics_s2,32,8,18,physics,2,401.8,wn-lot-059.nikhef.nl,2026-09-08 13:29:50
w32_d8_q20_data_s0,32,8,20,data,0,399.4,wn-knek-017.nikhef.nl,2026-09-08 13:29:50
w32_d8_q20_data_s1,32,8,20,data,1,394.1,wn-knek-013.nikhef.nl,2026-09-08 13:29:45
w32_d8_q20_data_s2,32,8,20,data,2,415.1,wn-lot-053.nikhef.nl,2026-09-08 13:30:05
w32_d8_q20_physics_s0,32,8,20,physics,0,421,wn-lot-064.nikhef.nl,2026-09-08 13:30:08
w32_d8_q20_physics_s1,32,8,20,physics,1,398.8,wn-lot-047.nikhef.nl,2026-09-08 13:29:49
w32_d8_q20_physics_s2,32,8,20,physics,2,413.8,wn-lot-044.nikhef.nl,2026-09-08 13:30:04
w64_d2_q02_data_s0,64,2,2,data,0,314.8,wn-lot-059.nikhef.nl,2026-09-08 13:28:23
w64_d2_q02_data_s1,64,2,2,data,1,317.5,wn-lot-057.nikhef.nl,2026-09-08 13:28:27
w64_d2_q02_data_s2,64,2,2,data,2,321.7,wn-lot-038.nikhef.nl,2026-09-08 13:28:30
w64_d2_q02_physics_s0,64,2,2,physics,0,317,wn-lot-046.nikhef.nl,2026-09-08 13:28:25
w64_d2_q02_physics_s1,64,2,2,physics,1,316.3,wn-lot-048.nikhef.nl,2026-09-08 13:28:27
w64_d2_q02_physics_s2,64,2,2,physics,2,323.4,wn-lot-055.nikhef.nl,2026-09-08 13:28:31
w64_d2_q04_data_s0,64,2,4,data,0,384.1,wn-sate-069.nikhef.nl,2026-09-08 13:29:37
w64_d2_q04_data_s1,64,2,4,data,1,240.8,wn-lot-062.nikhef.nl,2026-09-08 13:28:16
w64_d2_q04_data_s2,64,2,4,data,2,380.7,wn-sate-067.nikhef.nl,2026-09-08 13:30:36
w64_d2_q04_physics_s0,64,2,4,physics,0,315.5,wn-lot-049.nikhef.nl,2026-09-08 13:28:23
w64_d2_q04_physics_s1,64,2,4,physics,1,317.4,wn-lot-050.nikhef.nl,2026-09-08 13:28:28
w64_d2_q04_physics_s2,64,2,4,physics,2,318.4,wn-lot-045.nikhef.nl,2026-09-08 13:28:28
w64_d2_q06_data_s0,64,2,6,data,0,313.2,wn-knek-013.nikhef.nl,2026-09-08 13:29:28
w64_d2_q06_data_s1,64,2,6,data,1,312,wn-knek-003.nikhef.nl,2026-09-08 13:29:27
w64_d2_q06_data_s2,64,2,6,data,2,315.7,wn-knek-017.nikhef.nl,2026-09-08 13:29:30
w64_d2_q06_physics_s0,64,2,6,physics,0,382.6,wn-sate-065.nikhef.nl,2026-09-08 13:30:38
w64_d2_q06_physics_s1,64,2,6,physics,1,282.1,wn-lot-058.nikhef.nl,2026-09-08 13:28:58
w64_d2_q06_physics_s2,64,2,6,physics,2,316.4,wn-lot-050.nikhef.nl,2026-09-08 13:29:31
w64_d2_q08_data_s0,64,2,8,data,0,325,wn-knek-005.nikhef.nl,2026-09-08 13:29:40
w64_d2_q08_data_s1,64,2,8,data,1,301.1,wn-lot-061.nikhef.nl,2026-09-08 13:29:15
w64_d2_q08_data_s2,64,2,8,data,2,320.5,wn-lot-045.nikhef.nl,2026-09-08 13:29:33
w64_d2_q08_physics_s0,64,2,8,physics,0,314.1,wn-knek-009.nikhef.nl,2026-09-08 13:29:29
w64_d2_q08_physics_s1,64,2,8,physics,1,327.8,wn-lot-044.nikhef.nl,2026-09-08 13:29:42
w64_d2_q08_physics_s2,64,2,8,physics,2,325.9,wn-knek-004.nikhef.nl,2026-09-08 13:29:40
w64_d2_q10_data_s0,64,2,10,data,0,326.2,wn-knek-015.nikhef.nl,2026-09-08 13:29:39
w64_d2_q10_data_s1,64,2,10,data,1,333.9,wn-lot-047.nikhef.nl,2026-09-08 13:29:47
w64_d2_q10_data_s2,64,2,10,data,2,342,wn-lot-037.nikhef.nl,2026-09-08 13:29:55
w64_d2_q10_physics_s0,64,2,10,physics,0,335.9,wn-lot-038.nikhef.nl,2026-09-08 13:29:48
w64_d2_q10_physics_s1,64,2,10,physics,1,331,wn-lot-059.nikhef.nl,2026-09-08 13:29:44
w64_d2_q10_physics_s2,64,2,10,physics,2,334,wn-lot-048.nikhef.nl,2026-09-08 13:29:46
w64_d2_q12_data_s0,64,2,12,data,0,341.1,wn-lot-057.nikhef.nl,2026-09-08 13:29:52
w64_d2_q12_data_s1,64,2,12,data,1,336.8,wn-lot-053.nikhef.nl,2026-09-08 13:29:47
w64_d2_q12_data_s2,64,2,12,data,2,331.2,wn-lot-046.nikhef.nl,2026-09-08 13:29:41
w64_d2_q12_physics_s0,64,2,12,physics,0,344.4,wn-lot-055.nikhef.nl,2026-09-08 13:29:56
w64_d2_q12_physics_s1,64,2,12,physics,1,334.5,wn-lot-051.nikhef.nl,2026-09-08 13:29:45
w64_d2_q12_physics_s2,64,2,12,physics,2,432.7,wn-lot-003.nikhef.nl,2026-09-08 13:31:24
w64_d2_q14_data_s0,64,2,14,data,0,337.8,wn-lot-049.nikhef.nl,2026-09-08 13:29:46
w64_d2_q14_data_s1,64,2,14,data,1,340.7,wn-lot-064.nikhef.nl,2026-09-08 13:29:50
w64_d2_q14_data_s2,64,2,14,data,2,343.3,wn-lot-049.nikhef.nl,2026-09-08 13:29:51
w64_d2_q14_physics_s0,64,2,14,physics,0,448.6,wn-lot-004.nikhef.nl,2026-09-08 13:31:40
w64_d2_q14_physics_s1,64,2,14,physics,1,341.9,wn-lot-064.nikhef.nl,2026-09-08 13:29:51
w64_d2_q14_physics_s2,64,2,14,physics,2,343.7,wn-lot-049.nikhef.nl,2026-09-08 13:29:52
w64_d2_q16_data_s0,64,2,16,data,0,343,wn-lot-049.nikhef.nl,2026-09-08 13:29:51
w64_d2_q16_data_s1,64,2,16,data,1,459.2,wn-lot-004.nikhef.nl,2026-09-08 13:31:53
w64_d2_q16_data_s2,64,2,16,data,2,345.1,wn-lot-064.nikhef.nl,2026-09-08 13:29:54
w64_d2_q16_physics_s0,64,2,16,physics,0,454.6,wn-lot-004.nikhef.nl,2026-09-08 13:31:46
w64_d2_q16_physics_s1,64,2,16,physics,1,353.1,wn-lot-064.nikhef.nl,2026-09-08 13:30:02
w64_d2_q16_physics_s2,64,2,16,physics,2,337.4,wn-lot-046.nikhef.nl,2026-09-08 13:29:47
w64_d2_q18_data_s0,64,2,18,data,0,346.2,wn-lot-049.nikhef.nl,2026-09-08 13:29:54
w64_d2_q18_data_s1,64,2,18,data,1,437.2,wn-lot-003.nikhef.nl,2026-09-08 13:31:29
w64_d2_q18_data_s2,64,2,18,data,2,481.4,wn-lot-004.nikhef.nl,2026-09-08 13:32:12
w64_d2_q18_physics_s0,64,2,18,physics,0,342.3,wn-lot-053.nikhef.nl,2026-09-08 13:29:53
w64_d2_q18_physics_s1,64,2,18,physics,1,344.5,wn-lot-046.nikhef.nl,2026-09-08 13:29:54
w64_d2_q18_physics_s2,64,2,18,physics,2,337.5,wn-lot-057.nikhef.nl,2026-09-08 13:29:48
w64_d2_q20_data_s0,64,2,20,data,0,344.7,wn-lot-046.nikhef.nl,2026-09-08 13:29:54
w64_d2_q20_data_s1,64,2,20,data,1,342.8,wn-lot-055.nikhef.nl,2026-09-08 13:29:54
w64_d2_q20_data_s2,64,2,20,data,2,342.5,wn-lot-057.nikhef.nl,2026-09-08 13:29:53
w64_d2_q20_physics_s0,64,2,20,physics,0,348.6,wn-lot-051.nikhef.nl,2026-09-08 13:29:59
w64_d2_q20_physics_s1,64,2,20,physics,1,348.5,wn-lot-064.nikhef.nl,2026-09-08 13:29:58
w64_d2_q20_physics_s2,64,2,20,physics,2,357.6,wn-lot-053.nikhef.nl,2026-09-08 13:30:08
w64_d4_q02_data_s0,64,4,2,data,0,396.4,wn-lot-037.nikhef.nl,2026-09-08 13:30:49
w64_d4_q02_data_s1,64,4,2,data,1,395.6,wn-lot-064.nikhef.nl,2026-09-08 13:30:45
w64_d4_q02_data_s2,64,4,2,data,2,396.9,wn-lot-047.nikhef.nl,2026-09-08 13:30:50
w64_d4_q02_physics_s0,64,4,2,physics,0,395.2,wn-lot-049.nikhef.nl,2026-09-08 13:30:43
w64_d4_q02_physics_s1,64,4,2,physics,1,481.1,wn-lot-003.nikhef.nl,2026-09-08 13:32:13
w64_d4_q02_physics_s2,64,4,2,physics,2,379.7,wn-lot-051.nikhef.nl,2026-09-08 13:30:31
w64_d4_q04_data_s0,64,4,4,data,0,393.2,wn-lot-048.nikhef.nl,2026-09-08 13:30:46
w64_d4_q04_data_s1,64,4,4,data,1,405.5,wn-lot-055.nikhef.nl,2026-09-08 13:30:57
w64_d4_q04_data_s2,64,4,4,data,2,401,wn-lot-059.nikhef.nl,2026-09-08 13:30:54
w64_d4_q04_physics_s0,64,4,4,physics,0,381,wn-knek-015.nikhef.nl,2026-09-08 13:30:34
w64_d4_q04_physics_s1,64,4,4,physics,1,406.1,wn-lot-053.nikhef.nl,2026-09-08 13:30:57
w64_d4_q04_physics_s2,64,4,4,physics,2,396.9,wn-lot-046.nikhef.nl,2026-09-08 13:30:47
w64_d4_q06_data_s0,64,4,6,data,0,387.9,wn-lot-045.nikhef.nl,2026-09-08 13:30:40
w64_d4_q06_data_s1,64,4,6,data,1,337.9,wn-lot-060.nikhef.nl,2026-09-08 13:30:48
w64_d4_q06_data_s2,64,4,6,data,2,388.6,wn-lot-050.nikhef.nl,2026-09-08 13:31:37
w64_d4_q06_physics_s0,64,4,6,physics,0,411.5,wn-lot-057.nikhef.nl,2026-09-08 13:31:02
w64_d4_q06_physics_s1,64,4,6,physics,1,404.2,wn-lot-038.nikhef.nl,2026-09-08 13:30:57
w64_d4_q06_physics_s2,64,4,6,physics,2,410.5,wn-lot-049.nikhef.nl,2026-09-08 13:30:59
w64_d4_q08_data_s0,64,4,8,data,0,398.3,wn-lot-037.nikhef.nl,2026-09-08 13:31:48
w64_d4_q08_data_s1,64,4,8,data,1,391.3,wn-knek-005.nikhef.nl,2026-09-08 13:31:40
w64_d4_q08_data_s2,64,4,8,data,2,385.3,wn-knek-012.nikhef.nl,2026-09-08 13:31:34
w64_d4_q08_physics_s0,64,4,8,physics,0,387.3,wn-knek-015.nikhef.nl,2026-09-08 13:31:37
w64_d4_q08_physics_s1,64,4,8,physics,1,393.9,wn-lot-047.nikhef.nl,2026-09-08 13:31:43
w64_d4_q08_physics_s2,64,4,8,physics,2,411.3,wn-lot-064.nikhef.nl,2026-09-08 13:32:01
w64_d4_q10_data_s0,64,4,10,data,0,432.5,wn-knek-016.nikhef.nl,2026-09-08 13:32:23
w64_d4_q10_data_s1,64,4,10,data,1,470.3,wn-lot-003.nikhef.nl,2026-09-08 13:32:59
w64_d4_q10_data_s2,64,4,10,data,2,398.2,wn-lot-045.nikhef.nl,2026-09-08 13:31:45
w64_d4_q10_physics_s0,64,4,10,physics,0,404.1,wn-lot-057.nikhef.nl,2026-09-08 13:31:52
w64_d4_q10_physics_s1,64,4,10,physics,1,420.6,wn-lot-044.nikhef.nl,2026-09-08 13:32:09
w64_d4_q10_physics_s2,64,4,10,physics,2,389.2,wn-knek-008.nikhef.nl,2026-09-08 13:31:38
w64_d4_q12_data_s0,64,4,12,data,0,522.9,wn-lot-004.nikhef.nl,2026-09-08 13:33:50
w64_d4_q12_data_s1,64,4,12,data,1,426.1,wn-lot-055.nikhef.nl,2026-09-08 13:32:12
w64_d4_q12_data_s2,64,4,12,data,2,414.1,wn-lot-048.nikhef.nl,2026-09-08 13:32:00
w64_d4_q12_physics_s0,64,4,12,physics,0,423.8,wn-lot-049.nikhef.nl,2026-09-08 13:32:11
w64_d4_q12_physics_s1,64,4,12,physics,1,416.7,wn-lot-059.nikhef.nl,2026-09-08 13:32:04
w64_d4_q12_physics_s2,64,4,12,physics,2,407.3,wn-lot-038.nikhef.nl,2026-09-08 13:31:54
w64_d4_q14_data_s0,64,4,14,data,0,425.7,wn-lot-055.nikhef.nl,2026-09-08 13:32:11
w64_d4_q14_data_s1,64,4,14,data,1,538.4,wn-lot-004.nikhef.nl,2026-09-08 13:34:06
w64_d4_q14_data_s2,64,4,14,data,2,420.8,wn-lot-053.nikhef.nl,2026-09-08 13:32:07
w64_d4_q14_physics_s0,64,4,14,physics,0,410.9,wn-lot-053.nikhef.nl,2026-09-08 13:31:57
w64_d4_q14_physics_s1,64,4,14,physics,1,407,wn-lot-053.nikhef.nl,2026-09-08 13:31:53
w64_d4_q14_physics_s2,64,4,14,physics,2,415.6,wn-lot-048.nikhef.nl,2026-09-08 13:32:01
w64_d4_q16_data_s0,64,4,16,data,0,530.9,wn-lot-004.nikhef.nl,2026-09-08 13:33:58
w64_d4_q16_data_s1,64,4,16,data,1,423.3,wn-lot-053.nikhef.nl,2026-09-08 13:32:09
w64_d4_q16_data_s2,64,4,16,data,2,416.5,wn-lot-048.nikhef.nl,2026-09-08 13:32:02
w64_d4_q16_physics_s0,64,4,16,physics,0,408.1,wn-lot-048.nikhef.nl,2026-09-08 13:31:54
w64_d4_q16_physics_s1,64,4,16,physics,1,419.3,wn-lot-055.nikhef.nl,2026-09-08 13:32:05
w64_d4_q16_physics_s2,64,4,16,physics,2,418.7,wn-lot-038.nikhef.nl,2026-09-08 13:32:05
w64_d4_q18_data_s0,64,4,18,data,0,420.3,wn-lot-049.nikhef.nl,2026-09-08 13:32:07
w64_d4_q18_data_s1,64,4,18,data,1,415.3,wn-lot-045.nikhef.nl,2026-09-08 13:32:02
w64_d4_q18_data_s2,64,4,18,data,2,512.4,wn-lot-003.nikhef.nl,2026-09-08 13:33:41
w64_d4_q18_physics_s0,64,4,18,physics,0,432.9,wn-lot-055.nikhef.nl,2026-09-08 13:32:19
w64_d4_q18_physics_s1,64,4,18,physics,1,425.9,wn-lot-059.nikhef.nl,2026-09-08 13:32:13
w64_d4_q18_physics_s2,64,4,18,physics,2,417.9,wn-lot-038.nikhef.nl,2026-09-08 13:32:04
w64_d4_q20_data_s0,64,4,20,data,0,413.2,wn-lot-053.nikhef.nl,2026-09-08 13:31:59
w64_d4_q20_data_s1,64,4,20,data,1,409.9,wn-lot-048.nikhef.nl,2026-09-08 13:31:56
w64_d4_q20_data_s2,64,4,20,data,2,417.1,wn-lot-055.nikhef.nl,2026-09-08 13:32:03
w64_d4_q20_physics_s0,64,4,20,physics,0,428.5,wn-knek-016.nikhef.nl,2026-09-08 13:32:19
w64_d4_q20_physics_s1,64,4,20,physics,1,403.4,wn-knek-008.nikhef.nl,2026-09-08 13:31:52
w64_d4_q20_physics_s2,64,4,20,physics,2,434.8,wn-lot-044.nikhef.nl,2026-09-08 13:32:23
w64_d8_q02_data_s0,64,8,2,data,0,550.1,wn-lot-049.nikhef.nl,2026-09-08 13:34:17
w64_d8_q02_data_s1,64,8,2,data,1,532.6,wn-lot-045.nikhef.nl,2026-09-08 13:33:59
w64_d8_q02_data_s2,64,8,2,data,2,504.8,wn-knek-012.nikhef.nl,2026-09-08 13:33:34
w64_d8_q02_physics_s0,64,8,2,physics,0,546.7,wn-lot-059.nikhef.nl,2026-09-08 13:34:14
w64_d8_q02_physics_s1,64,8,2,physics,1,546.3,wn-lot-057.nikhef.nl,2026-09-08 13:34:14
w64_d8_q02_physics_s2,64,8,2,physics,2,552.9,wn-lot-038.nikhef.nl,2026-09-08 13:34:19
w64_d8_q04_data_s0,64,8,4,data,0,542.4,wn-lot-046.nikhef.nl,2026-09-08 13:35:12
w64_d8_q04_data_s1,64,8,4,data,1,527.5,wn-knek-013.nikhef.nl,2026-09-08 13:34:57
w64_d8_q04_data_s2,64,8,4,data,2,559,wn-lot-064.nikhef.nl,2026-09-08 13:35:28
w64_d8_q04_physics_s0,64,8,4,physics,0,369.9,wn-lot-009.nikhef.nl,2026-09-08 13:31:39
w64_d8_q04_physics_s1,64,8,4,physics,1,375,wn-lot-009.nikhef.nl,2026-09-08 13:32:00
w64_d8_q04_physics_s2,64,8,4,physics,2,606.5,wn-sate-061.nikhef.nl,2026-09-08 13:36:17
w64_d8_q06_data_s0,64,8,6,data,0,537.2,wn-lot-045.nikhef.nl,2026-09-08 13:35:06
w64_d8_q06_data_s1,64,8,6,data,1,554.5,wn-lot-049.nikhef.nl,2026-09-08 13:35:23
w64_d8_q06_data_s2,64,8,6,data,2,543.7,wn-lot-048.nikhef.nl,2026-09-08 13:35:12
w64_d8_q06_physics_s0,64,8,6,physics,0,540.8,wn-lot-037.nikhef.nl,2026-09-08 13:35:10
w64_d8_q06_physics_s1,64,8,6,physics,1,541.9,wn-lot-051.nikhef.nl,2026-09-08 13:35:12
w64_d8_q06_physics_s2,64,8,6,physics,2,509.8,wn-knek-012.nikhef.nl,2026-09-08 13:34:38
w64_d8_q08_data_s0,64,8,8,data,0,554.5,wn-lot-038.nikhef.nl,2026-09-08 13:35:22
w64_d8_q08_data_s1,64,8,8,data,1,555.1,wn-lot-057.nikhef.nl,2026-09-08 13:35:22
w64_d8_q08_data_s2,64,8,8,data,2,555.6,wn-lot-055.nikhef.nl,2026-09-08 13:35:23
w64_d8_q08_physics_s0,64,8,8,physics,0,522.9,wn-knek-001.nikhef.nl,2026-09-08 13:34:53
w64_d8_q08_physics_s1,64,8,8,physics,1,525,wn-knek-004.nikhef.nl,2026-09-08 13:34:54
w64_d8_q08_physics_s2,64,8,8,physics,2,523,wn-knek-005.nikhef.nl,2026-09-08 13:34:51
w64_d8_q10_data_s0,64,8,10,data,0,551.5,wn-lot-059.nikhef.nl,2026-09-08 13:35:17
w64_d8_q10_data_s1,64,8,10,data,1,555.5,wn-lot-044.nikhef.nl,2026-09-08 13:35:21
w64_d8_q10_data_s2,64,8,10,data,2,552.4,wn-lot-044.nikhef.nl,2026-09-08 13:35:18
w64_d8_q10_physics_s0,64,8,10,physics,0,544.3,wn-lot-047.nikhef.nl,2026-09-08 13:35:11
w64_d8_q10_physics_s1,64,8,10,physics,1,556.1,wn-lot-053.nikhef.nl,2026-09-08 13:35:23
w64_d8_q10_physics_s2,64,8,10,physics,2,674.7,wn-lot-004.nikhef.nl,2026-09-08 13:37:22
w64_d8_q12_data_s0,64,8,12,data,0,542.9,wn-lot-053.nikhef.nl,2026-09-08 13:35:10
w64_d8_q12_data_s1,64,8,12,data,1,566.4,wn-lot-059.nikhef.nl,2026-09-08 13:35:32
w64_d8_q12_data_s2,64,8,12,data,2,704.3,wn-lot-004.nikhef.nl,2026-09-08 13:37:52
w64_d8_q12_physics_s0,64,8,12,physics,0,560.4,wn-lot-059.nikhef.nl,2026-09-08 13:35:26
w64_d8_q12_physics_s1,64,8,12,physics,1,677.7,wn-lot-004.nikhef.nl,2026-09-08 13:37:25
w64_d8_q12_physics_s2,64,8,12,physics,2,560.8,wn-lot-044.nikhef.nl,2026-09-08 13:35:26
w64_d8_q14_data_s0,64,8,14,data,0,577,wn-lot-055.nikhef.nl,2026-09-08 13:35:44
w64_d8_q14_data_s1,64,8,14,data,1,568.2,wn-lot-059.nikhef.nl,2026-09-08 13:35:33
w64_d8_q14_data_s2,64,8,14,data,2,568.1,wn-lot-057.nikhef.nl,2026-09-08 13:35:35
w64_d8_q14_physics_s0,64,8,14,physics,0,544.5,wn-lot-047.nikhef.nl,2026-09-08 13:35:11
w64_d8_q14_physics_s1,64,8,14,physics,1,553.6,wn-lot-044.nikhef.nl,2026-09-08 13:35:19
w64_d8_q14_physics_s2,64,8,14,physics,2,548.2,wn-lot-053.nikhef.nl,2026-09-08 13:35:15
w64_d8_q16_data_s0,64,8,16,data,0,563.9,wn-lot-047.nikhef.nl,2026-09-08 13:35:30
w64_d8_q16_data_s1,64,8,16,data,1,562.7,wn-lot-044.nikhef.nl,2026-09-08 13:35:28
w64_d8_q16_data_s2,64,8,16,data,2,530.3,wn-knek-001.nikhef.nl,2026-09-08 13:35:01
w64_d8_q16_physics_s0,64,8,16,physics,0,579.7,wn-lot-038.nikhef.nl,2026-09-08 13:35:47
w64_d8_q16_physics_s1,64,8,16,physics,1,537.5,wn-knek-005.nikhef.nl,2026-09-08 13:35:06
w64_d8_q16_physics_s2,64,8,16,physics,2,545.1,wn-knek-004.nikhef.nl,2026-09-08 13:35:14
w64_d8_q18_data_s0,64,8,18,data,0,563.5,wn-lot-059.nikhef.nl,2026-09-08 13:35:29
w64_d8_q18_data_s1,64,8,18,data,1,573,wn-lot-057.nikhef.nl,2026-09-08 13:35:40
w64_d8_q18_data_s2,64,8,18,data,2,570.7,wn-lot-038.nikhef.nl,2026-09-08 13:35:38
w64_d8_q18_physics_s0,64,8,18,physics,0,571,wn-lot-053.nikhef.nl,2026-09-08 13:35:38
w64_d8_q18_physics_s1,64,8,18,physics,1,553.9,wn-lot-048.nikhef.nl,2026-09-08 13:35:22
w64_d8_q18_physics_s2,64,8,18,physics,2,581.9,wn-lot-055.nikhef.nl,2026-09-08 13:35:49
w64_d8_q20_data_s0,64,8,20,data,0,500,wn-lot-061.nikhef.nl,2026-09-08 13:34:31
w64_d8_q20_data_s1,64,8,20,data,1,531.7,wn-knek-009.nikhef.nl,2026-09-08 13:35:13
w64_d8_q20_data_s2,64,8,20,data,2,533.2,wn-knek-012.nikhef.nl,2026-09-08 13:35:13
w64_d8_q20_physics_s0,64,8,20,physics,0,577.5,wn-lot-049.nikhef.nl,2026-09-08 13:35:46
w64_d8_q20_physics_s1,64,8,20,physics,1,573.1,wn-lot-045.nikhef.nl,2026-09-08 13:35:42
w64_d8_q20_physics_s2,64,8,20,physics,2,528.9,wn-knek-012.nikhef.nl,2026-09-08 13:34:57
