arch,mode,column,component,unit,median_abs,p95_abs,bias_over_rms,bias_over_median,p95_over_median,n_cells
8x32,data,full crossing,tx,mrad,2.72197,45.3536,0.0308817,0.187159,16.4264,30
8x32,data,full crossing,ty,mrad,0.51877,10.7856,0.0385311,0.403963,20.6314,30
8x32,data,full crossing,x,um,8524.49,122133,0.0968367,0.608156,13.9173,30
8x32,data,full crossing,y,um,1792.28,41372.1,0.0355278,0.339411,23.0777,30
8x32,physics,0.1 mm,max_xy,um,267368,1.26354e+06,nan,nan,5.157,30
8x32,physics,0.1 mm,tx,mrad,99.0471,491.045,0.0730034,0.176904,5.15399,30
8x32,physics,0.1 mm,ty,mrad,2.6043,20.6579,0.115937,0.466084,8.82307,30
8x32,physics,0.1 mm,x,um,267368,1.26354e+06,0.169802,0.352214,5.157,30
8x32,physics,0.1 mm,y,um,7439.03,61505.1,0.0873631,0.477026,9.03001,30
8x32,physics,1 mm,max_xy,um,255701,1.33032e+06,nan,nan,5.28688,30
8x32,physics,1 mm,tx,mrad,92.8226,507.611,0.0700165,0.165004,5.22469,30
8x32,physics,1 mm,ty,mrad,2.67343,20.4167,0.0978113,0.453631,8.36632,30
8x32,physics,1 mm,x,um,255701,1.33032e+06,0.188184,0.393508,5.28688,30
8x32,physics,1 mm,y,um,7642.71,62895.1,0.0930224,0.463835,9.0125,30
8x32,physics,10 mm,max_xy,um,157366,1.22274e+06,nan,nan,7.33627,30
8x32,physics,10 mm,tx,mrad,60.7832,454.202,0.0715652,0.19035,7.30816,30
8x32,physics,10 mm,ty,mrad,2.52263,18.3871,0.106311,0.444721,7.51564,30
8x32,physics,10 mm,x,um,157366,1.22274e+06,0.170899,0.499045,7.33982,30
8x32,physics,10 mm,y,um,7177.92,57406.7,0.0930192,0.445053,8.60867,30
8x32,physics,100 mm,max_xy,um,10517.3,104038,nan,nan,10.2534,30
8x32,physics,100 mm,tx,mrad,3.65752,33.2458,0.05167,0.803551,11.1974,30
8x32,physics,100 mm,ty,mrad,1.03721,8.479,0.0525415,0.23307,7.77983,30
8x32,physics,100 mm,x,um,9632.16,104038,0.0516819,0.850942,11.6572,30
8x32,physics,100 mm,y,um,3030.96,25013.8,0.0691875,0.355059,8.8999,30
8x32,physics,1000 mm,max_xy,um,2663.05,29966.8,nan,nan,11.5032,30
8x32,physics,1000 mm,tx,mrad,0.87425,12.083,0.0419082,0.349355,13.3056,30
8x32,physics,1000 mm,ty,mrad,0.379331,5.47448,0.0596818,0.468497,14.3208,30
8x32,physics,1000 mm,x,um,2312.32,27346.2,0.0598206,0.505492,12.4618,30
8x32,physics,1000 mm,y,um,918.032,13479.7,0.0840571,0.781119,14.5817,30
8x32,physics,full crossing,max_xy,um,795.766,10557.9,nan,nan,12.4429,30
8x32,physics,full crossing,tx,mrad,0.220247,3.44224,0.0232667,0.29638,14.3554,30
8x32,physics,full crossing,ty,mrad,0.0815213,1.58427,0.0167484,0.23211,19.572,30
8x32,physics,full crossing,x,um,722.137,9215.45,0.0457462,0.366052,11.9132,30
8x32,physics,full crossing,y,um,257.608,4303.1,0.0295352,0.340073,17.2344,30
8x64,data,0.1 mm,max_xy,um,57271.2,1.68202e+06,nan,nan,30.7443,30
8x64,data,0.1 mm,tx,mrad,21.7301,662.875,0.0845407,0.966007,30.0972,30
8x64,data,0.1 mm,ty,mrad,0.760625,11.4231,0.0550897,0.433816,16.145,30
8x64,data,0.1 mm,x,um,55615.9,1.68202e+06,0.0956444,1.28856,31.5186,30
8x64,data,0.1 mm,y,um,2531.34,41757.5,0.0205308,0.185637,16.7258,30
8x64,data,1 mm,max_xy,um,8454.24,447239,nan,nan,59.0999,30
8x64,data,1 mm,tx,mrad,2.96245,190.898,0.0430372,2.16842,83.249,30
8x64,data,1 mm,ty,mrad,0.509938,11.226,0.0360379,0.384116,21.4122,30
8x64,data,1 mm,x,um,7600.49,447239,0.0898031,4.36648,68.7084,30
8x64,data,1 mm,y,um,1792.41,41578.1,0.0357475,0.38871,22.5555,30
8x64,data,10 mm,max_xy,um,6852.68,62899.2,nan,nan,12.5648,30
8x64,data,10 mm,tx,mrad,2.07741,19.9742,0.0370056,0.313853,12.9717,30
8x64,data,10 mm,ty,mrad,0.503564,10.8607,0.0409496,0.374043,21.3516,30
8x64,data,10 mm,x,um,5526.28,53421.8,0.0605023,0.637565,12.8196,30
8x64,data,10 mm,y,um,1742.41,41470.9,0.0292697,0.313764,24.1074,30
8x64,data,100 mm,max_xy,um,7372.14,75197.9,nan,nan,12.0088,30
8x64,data,100 mm,tx,mrad,2.27502,21.7069,0.0370433,0.238698,12.6198,30
8x64,data,100 mm,ty,mrad,0.469461,10.8886,0.0454496,0.458743,23.0841,30
8x64,data,100 mm,x,um,5858.57,65898,0.153115,1.00389,12.8731,30
8x64,data,100 mm,y,um,1741.8,41482.2,0.0406905,0.392147,23.7255,30
8x64,data,1000 mm,max_xy,um,9550.46,82782.4,nan,nan,8.99671,30
8x64,data,1000 mm,tx,mrad,2.57101,27.4755,0.0652301,0.313973,12.2538,30
8x64,data,1000 mm,ty,mrad,0.455183,10.7061,0.0365147,0.422504,22.8874,30
8x64,data,1000 mm,x,um,8743.51,75798.6,0.113179,0.514703,9.06663,30
8x64,data,1000 mm,y,um,1640.55,41212.5,0.0344253,0.340525,24.7426,30
8x64,data,full crossing,max_xy,um,7424.88,90903.4,nan,nan,12.9322,30
8x64,data,full crossing,tx,mrad,2.65191,30.2104,0.0331962,0.203152,12.0094,30
8x64,data,full crossing,ty,mrad,0.567231,10.8697,0.0364456,0.311268,19.2274,30
8x64,data,full crossing,x,um,5812.68,86384,0.066979,0.505525,13.8287,30
8x64,data,full crossing,y,um,1847.29,41598.9,0.0366242,0.333769,22.0467,30
8x64,physics,0.1 mm,max_xy,um,163383,1.44406e+06,nan,nan,7.60788,30
8x64,physics,0.1 mm,tx,mrad,51.648,515.862,0.108998,0.359441,8.06063,30
8x64,physics,0.1 mm,ty,mrad,2.24476,19.4119,0.100773,0.571916,8.15221,30
8x64,physics,0.1 mm,x,um,163383,1.44406e+06,0.142094,0.47957,7.60788,30
8x64,physics,0.1 mm,y,um,6598.85,61832.8,0.0644766,0.346324,9.15012,30
8x64,physics,1 mm,max_xy,um,148777,1.44547e+06,nan,nan,7.80045,30
8x64,physics,1 mm,tx,mrad,48.883,521.413,0.110735,0.432214,8.03506,30
8x64,physics,1 mm,ty,mrad,2.27163,19.2863,0.10899,0.578428,8.65934,30
8x64,physics,1 mm,x,um,148777,1.44547e+06,0.136061,0.454568,7.80045,30
8x64,physics,1 mm,y,um,6427.32,63112,0.0624605,0.336972,9.38726,30
8x64,physics,10 mm,max_xy,um,100167,1.27992e+06,nan,nan,9.88252,30
8x64,physics,10 mm,tx,mrad,35.3525,458.155,0.107946,0.485226,9.58502,30
8x64,physics,10 mm,ty,mrad,2.20015,17.733,0.0841067,0.415076,7.47667,30
8x64,physics,10 mm,x,um,100167,1.27992e+06,0.112993,0.578555,9.88252,30
8x64,physics,10 mm,y,um,6184.91,57467.3,0.0610588,0.263242,8.29886,30
8x64,physics,100 mm,max_xy,um,10014.8,124630,nan,nan,13.5801,30
8x64,physics,100 mm,tx,mrad,3.30306,37.7351,0.0703388,1.15398,12.769,30
8x64,physics,100 mm,ty,mrad,0.960171,8.7413,0.0451111,0.262068,8.52359,30
8x64,physics,100 mm,x,um,9263.67,123917,0.0578078,1.08442,15.0646,30
8x64,physics,100 mm,y,um,2635.43,26476.2,0.0670053,0.392854,10.5042,30
8x64,physics,1000 mm,max_xy,um,2428.8,28535.1,nan,nan,12.119,30
8x64,physics,1000 mm,tx,mrad,0.837316,12.1112,0.0476375,0.373786,14.6801,30
8x64,physics,1000 mm,ty,mrad,0.330055,5.02101,0.0436537,0.412892,15.2454,30
8x64,physics,1000 mm,x,um,2089.47,26384.5,0.0599466,0.521679,12.7381,30
8x64,physics,1000 mm,y,um,794.116,12927.1,0.0666768,0.666855,16.5562,30
8x64,physics,full crossing,max_xy,um,761.793,9729.9,nan,nan,11.8967,30
8x64,physics,full crossing,tx,mrad,0.179563,3.09523,0.0207732,0.198567,16.193,30
8x64,physics,full crossing,ty,mrad,0.0725937,1.46718,0.0293394,0.381564,21.0197,30
8x64,physics,full crossing,x,um,693.972,8959.03,0.0429324,0.296233,12.0207,30
8x64,physics,full crossing,y,um,221.81,3936.94,0.0293185,0.324339,17.7112,30
