example,evt,mckey,N,q,plane,z_mm,dx_um,dy_um,dtx_mrad,dty_mrad
p50,49,1974,64,7,8,3295.4249999999997,58.81662119223563,16.579673893431845,-0.046192635572615826,-0.004465323656895059
p50,49,1974,64,7,9,3376.328125,67.49654595803634,18.826741073979747,-0.055418333191208785,-0.004066851307500674
p50,49,1974,64,7,10,3457.23125,76.40750599668422,21.67707219143722,-0.06337342963200557,-0.002659209407333829
p50,49,1974,64,7,11,3538.1343749999996,84.62821380419427,25.391045882088292,-0.06919690553081059,-0.001461791058025852
p50,49,1974,64,7,12,3619.0375,93.06628437551012,31.188667593994523,-0.07232308335441973,-0.0022758288296606533
p50,49,1974,64,7,13,3699.940625,102.27442852715285,37.29131336754676,-0.07831321470370967,-0.0025645023237416686
p50,49,1974,64,7,14,3780.84375,111.3175158804438,43.72985104583904,-0.08601779243449549,-0.0011798404401172635
p50,49,1974,64,7,15,3861.746875,121.32928950636312,52.00487243092766,-0.0915165321533247,0.0011446394012487593
p50,49,1974,64,7,16,3942.6499999999996,130.76136792311388,59.17828415931581,-0.0998553388169253,0.009011350313267719
p50,49,1974,64,7,17,4023.553125,140.71478272248328,67.1240384801024,-0.118623831801919,0.01910661144696041
p50,49,1974,64,7,18,4104.45625,148.65614502585345,74.80161637076321,-0.13660742310216656,0.033499346817435216
p50,49,1974,64,7,19,4185.359375,154.66381349823166,84.10416681832089,-0.1546218547882937,0.043732317504360796
p50,49,1974,64,7,20,4266.2625,164.65830085029154,95.20557051692435,-0.18954375269763288,0.046038448319830894
p50,49,1974,64,7,21,4347.165625,170.51289847363194,104.32629206727029,-0.21434757509756086,0.057986895829552354
p50,49,1974,64,7,22,4428.06875,177.17964314327617,115.6468971546758,-0.24809211408815657,0.06759286959042571
p50,49,1974,64,7,23,4508.971875,180.80928088521375,129.05703742518426,-0.28108061887535585,0.07533787905522615
p50,49,1974,64,7,24,4589.875,179.12269638787848,138.48273211181095,-0.30636775387265064,0.08784227720123189
p50,49,1974,64,7,25,4670.778125,177.01790442242782,149.239440807861,-0.3313059809555768,0.09511695538772652
p50,49,1974,64,7,26,4751.68125,173.21262192480447,159.38713273624217,-0.3533263101249428,0.09686331658393527
p50,49,1974,64,7,27,4832.584375,170.00696731636822,174.5038506480796,-0.39415879317265723,0.10138124604138626
p50,49,1974,64,7,28,4913.487499999999,163.4836089788223,189.8700706161378,-0.43581132860325694,0.10773087482810612
p50,49,1974,64,7,29,4994.390625,152.99422667389706,207.00217540510835,-0.4755127503633392,0.11462278595891079
p50,49,1974,64,7,30,5075.29375,138.81116918983594,224.19034365492507,-0.5166396726039336,0.11998004756940545
p50,49,1974,64,7,31,5156.196875,121.95846491293594,242.40358065929968,-0.5550426657264206,0.12298512426149599
p50,49,1974,64,7,32,5237.1,101.65237457989917,262.65306888078044,-0.5718190202709198,0.12467819291413912
p50,49,1974,64,7,33,5318.003124999999,81.75828135293273,282.2253443607394,-0.5897909152523633,0.1315915792067454
p50,49,1974,64,7,34,5398.90625,59.208583797598635,299.75043235160115,-0.6282355122385116,0.13725925281904416
p50,49,1974,64,7,35,5479.809375,33.386776722068134,320.19725304360236,-0.6500600007625923,0.14222991098491317
p50,49,1974,64,7,36,5560.7125,5.82882897025172,343.2761268488491,-0.6611038884009983,0.14701721995985517
p50,49,1974,64,7,37,5641.615625,-22.60232453926392,363.43044214396514,-0.6894740267251627,0.15054456305343272
p50,49,1974,64,7,38,5722.518749999999,-54.66188959832152,384.03471789087007,-0.718194716849644,0.15701345289622498
p50,49,1974,64,7,39,5803.421875,-89.40461475040706,405.38253450705497,-0.7382804171799616,0.16560483917284902
p50,49,1974,64,7,40,5884.325,-126.40177286826315,428.69030998758717,-0.7529544391338301,0.1718439069876565
p50,49,1974,64,7,41,5965.228125,-165.58033147583728,451.0227262032913,-0.7754178956253799,0.17369569026187692
p50,49,1974,64,7,42,6046.13125,-207.31359946995553,473.449699066407,-0.7949635878925255,0.17354636051852834
p50,49,1974,64,7,43,6127.034374999999,-251.94950955166462,495.5760684263737,-0.8143897478268061,0.1750632310864378
p50,49,1974,64,7,44,6207.9375,-298.73225733562947,518.0497522130736,-0.8394447556849226,0.178217356447255
p50,49,1974,64,7,45,6288.840625,-346.89732599977674,539.6393825067207,-0.8581771691660856,0.17835299236039492
p50,49,1974,64,7,46,6369.74375,-398.4086080872231,560.8084789959662,-0.8795008143889261,0.17531919736162027
p50,49,1974,64,7,47,6450.646875,-452.14067126161694,581.6756745214207,-0.9015087947412715,0.17320782125117284
p50,49,1974,64,7,48,6531.55,-508.6034505415853,601.6376430552555,-0.9233530525161251,0.17060898168993338
p50,49,1974,64,7,49,6612.453125,-567.3278653193279,620.8160001812075,-0.9457595535441801,0.16866335697935525
p50,49,1974,64,7,50,6693.35625,-627.8950348981311,638.5515815126155,-0.9667161543900349,0.15996042649137066
p50,49,1974,64,7,51,6774.259375,-690.5462571332777,655.5223716707701,-0.9826730080892826,0.1476946774162033
p50,49,1974,64,7,52,6855.1625,-756.0805230379088,671.562428231141,-0.9919773861967949,0.13476250925874983
p50,49,1974,64,7,53,6936.065625,-823.6108961542855,687.9340020814197,-1.0013908962988316,0.12085583201770084
p50,49,1974,64,7,54,7016.96875,-891.1347590592343,702.0918221056718,-1.0051252620999207,0.10893304499003803
p50,49,1974,64,7,55,7097.871875,-959.7802626135845,715.2464274452086,-1.006934213047185,0.09714065874804473
p50,49,1974,64,7,56,7178.775,-1027.8162830671604,726.6977891306965,-0.997424737222391,0.08989227809341055
p50,49,1974,64,7,57,7259.678125,-1095.5934047164887,737.9582938550016,-0.9831829294276242,0.08093710212345867
p50,49,1974,64,7,58,7340.58125,-1162.6972414082886,748.1399992157662,-0.9698033689881924,0.07217210360485615
p50,49,1974,64,7,59,7421.484375,-1229.269940606123,757.355555186848,-0.9561133363986257,0.06768927318209772
p50,49,1974,64,7,60,7502.3875,-1295.1365022263133,765.4175908152752,-0.9420665634233688,0.06163927322195423
p50,49,1974,64,7,61,7583.290625,-1360.1592909584142,772.7142778420557,-0.9328763950351843,0.05532988933895644
p50,49,1974,64,7,62,7664.19375,-1424.5123211722196,778.6021776198595,-0.9226173529660181,0.0521784982739637
p50,49,1974,64,7,63,7745.096875,-1488.6205536960802,783.9221763877049,-0.9145038170258329,0.046821967996560354
p50,49,1974,64,7,64,7826.0,-1552.0931917420917,788.4127462371566,-0.9056856725869409,0.0426192938289896
p50,49,1974,128,7,0,2648.2,0.0,0.0,0.0,0.0
p50,49,1974,128,7,1,2688.6515624999997,1.183525462892021,0.5985574602931365,0.001847574603319052,-2.727277587794008e-05
p50,49,1974,128,7,2,2729.1031249999996,2.5146297527243178,1.245971272112456,0.003318671453735045,-7.139140383027875e-05
p50,49,1974,128,7,3,2769.5546875,4.039451757435586,1.9121882703245774,0.005783382804998294,-0.00023443622428065414
p50,49,1974,128,7,4,2810.00625,5.765914927565063,2.631383797449871,0.008229228499273544,-0.0006252735616218974
p50,49,1974,128,7,5,2850.4578125,7.6238672941997265,3.408820419821268,0.008931388053131512,-0.0008577246996058219
p50,49,1974,128,7,6,2890.9093749999997,9.621100872351462,4.199424595981327,0.010603919327299705,-0.0015083945247434949
p50,49,1974,128,7,7,2931.3609374999996,11.69251120536785,5.029900213997962,0.010479882049111572,-0.002167914840159324
p50,49,1974,128,7,8,2971.8125,13.904417327680108,5.866179465868981,0.010976486866501323,-0.002984900294870918
p50,49,1974,128,7,9,3012.2640625,16.153684596972084,6.73585422904921,0.010312434496187461,-0.004211549381571977
p50,49,1974,128,7,10,3052.715625,18.550261387204614,7.595740385568206,0.010865436743966173,-0.005447882717939112
p50,49,1974,128,7,11,3093.1671874999997,20.98161317883296,8.482877151180901,0.009798997435622042,-0.007444514145929504
p50,49,1974,128,7,12,3133.6187499999996,23.52697672220927,9.396383877543713,0.007595961263439505,-0.009253094832809006
p50,49,1974,128,7,13,3174.0703125,26.03274642089559,10.309450731739389,0.004938255651693729,-0.011236917208175268
p50,49,1974,128,7,14,3214.521875,28.806531439400374,10.94174266677328,0.0036677199591085563,-0.011915438844954662
p50,49,1974,128,7,15,3254.9734375,31.33951360092624,11.545979416752061,-0.0011619122342702848,-0.012933269758513832
p50,49,1974,128,7,16,3295.4249999999997,33.88079447124426,12.131483016844413,-0.005078872823170016,-0.013900578086326054
p50,49,1974,128,7,17,3335.8765624999996,36.48999389548635,12.745117639866521,-0.008617364521956716,-0.014299237765830197
p50,49,1974,128,7,18,3376.328125,39.09722531875559,13.41857499127741,-0.011846807663105918,-0.014343813870804079
p50,49,1974,128,7,19,3416.7796875,41.4459525035511,14.172318939898787,-0.015336657400024517,-0.013904736502652615
p50,49,1974,128,7,20,3457.23125,43.815949783336805,15.15055868003401,-0.018777985684961807,-0.014334453073756859
p50,49,1974,128,7,21,3497.6828124999997,46.30159583555837,16.351276177317686,-0.021995372330677054,-0.01525659625079695
p50,49,1974,128,7,22,3538.1343749999996,48.61105012808764,17.651035454292696,-0.025647116183719065,-0.016813954651591356
p50,49,1974,128,7,23,3578.5859375,50.97440708462386,19.147887790126106,-0.03030900454895763,-0.018954555652400673
p50,49,1974,128,7,24,3619.0375,53.24757020540005,20.793485257343036,-0.035566931841722604,-0.02104389774960219
p50,49,1974,128,7,25,3659.4890625,55.15297850803336,22.49772769317815,-0.041595053015252084,-0.022998161015357066
p50,49,1974,128,7,26,3699.940625,56.84956298017596,24.282586842588216,-0.04943360081861685,-0.02545471250585407
p50,49,1974,128,7,27,3740.3921874999996,58.42747259247005,26.03069375004452,-0.05861452090062669,-0.028457943346743564
p50,49,1974,128,7,28,3780.84375,59.49781148675015,27.69320093923966,-0.06650497881926024,-0.030812910956995454
p50,49,1974,128,7,29,3821.2953125,60.29218292603389,29.389539353132932,-0.07276620656585138,-0.03143345129900249
p50,49,1974,128,7,30,3861.746875,61.35729268063983,31.18845261329284,-0.07931967625287445,-0.02950129041021793
p50,49,1974,128,7,31,3902.1984375,62.81160356489579,33.27172036111392,-0.08390187694497057,-0.025853699543700037
p50,49,1974,128,7,32,3942.6499999999996,63.48635161606353,35.19649722059626,-0.09388359512382469,-0.022939877969863076
p50,49,1974,128,7,33,3983.1015625,65.19174059226884,37.63304228058928,-0.10334582452197795,-0.017592920347933583
p50,49,1974,128,7,34,4023.553125,66.22891677322684,40.17542375370908,-0.1185045209681837,-0.01344583105939573
p50,49,1974,128,7,35,4064.0046875,66.76010765420415,42.69288587843789,-0.1347304653484208,-0.00929645174827659
p50,49,1974,128,7,36,4104.45625,67.19610450198843,45.236277645386735,-0.14978837268983525,-0.0031948847624349574
p50,49,1974,128,7,37,4144.9078125,66.96504844406093,47.88923151988911,-0.165259243957442,0.0016148949839658866
p50,49,1974,128,7,38,4185.359375,66.4444160645985,50.724133090881196,-0.18054262901349116,0.005288952956337967
p50,49,1974,128,7,39,4225.8109375,64.81344720950233,53.60455707872802,-0.19671800033270373,0.006456349920073989
p50,49,1974,128,7,40,4266.2625,63.572699734109506,56.76546643147162,-0.21272230646037815,0.010164297003997791
p50,49,1974,128,7,41,4306.7140625,62.04423649599278,60.25677671584617,-0.22793134178291946,0.0164004723940403
p50,49,1974,128,7,42,4347.165625,59.80056586571436,63.8407854110028,-0.24354964992056705,0.022513789254073602
p50,49,1974,128,7,43,4387.6171875,56.74141690629142,67.57028433514733,-0.25926861542615665,0.027721584092005314
p50,49,1974,128,7,44,4428.06875,52.699602685763125,71.30726788477659,-0.2749342546729434,0.03156354527458771
p50,49,1974,128,7,45,4468.5203125,48.56006218669506,75.44426290169781,-0.29036583762074697,0.036105949449853625
p50,49,1974,128,7,46,4508.971875,43.56239371084314,79.6684414146398,-0.30670802228946104,0.04109040810985898
p50,49,1974,128,7,47,4549.4234375,38.29931114594842,84.39401503761701,-0.3224925553686834,0.04657586896581606
p50,49,1974,128,7,48,4589.875,31.503712928341088,88.95485664518787,-0.3408890062187232,0.05251667446686675
p50,49,1974,128,7,49,4630.3265625,24.401861473066333,94.05943520553706,-0.358897905450783,0.05791128359761144
p50,49,1974,128,7,50,4670.778125,17.39845824353381,100.02607485284898,-0.37280876068535834,0.061565069050369126
p50,49,1974,128,7,51,4711.229687499999,10.060427802457639,106.1782073433335,-0.3865948900579289,0.0649694771859416
p50,49,1974,128,7,52,4751.68125,0.7741006986350385,111.59441104317125,-0.4035041697274038,0.06698892617109514
p50,49,1974,128,7,53,4792.1328125,-8.31769043278996,117.64886393743268,-0.4203726955191596,0.06977087317654868
p50,49,1974,128,7,54,4832.584375,-17.675424005261675,124.19109578164012,-0.4345880216822789,0.0733472435716434
p50,49,1974,128,7,55,4873.0359375,-27.31693634734711,131.0343979826314,-0.4462810903174833,0.07739531524596915
p50,49,1974,128,7,56,4913.487499999999,-38.002636083476204,137.66042362726694,-0.46075570886532863,0.08224828917866717
p50,49,1974,128,7,57,4953.9390625,-49.13486835664571,144.55950362082604,-0.4731260314373214,0.0870677996213931
p50,49,1974,128,7,58,4994.390625,-60.580659953089366,152.04167677774194,-0.4817086862809123,0.09060034584598697
p50,49,1974,128,7,59,5034.8421875,-73.03712777012095,159.2863348919593,-0.49405503244294435,0.09353796202660886
p50,49,1974,128,7,60,5075.29375,-85.74852586072268,166.76843991487544,-0.5056991155740469,0.09577372581206361
p50,49,1974,128,7,61,5115.745312499999,-98.7886072889097,174.61491013369823,-0.5142906332047097,0.09663941317231833
p50,49,1974,128,7,62,5156.196875,-112.10851492212726,182.50523675149566,-0.5228568043168756,0.09707810409109036
p50,49,1974,128,7,63,5196.6484375,-126.16218808277324,190.1487468963694,-0.5356902410943495,0.09739147700967704
p50,49,1974,128,7,64,5237.1,-140.54868395056985,197.88943940395143,-0.5460143521317153,0.09804491126797626
p50,49,1974,128,7,65,5277.5515625,-154.9434458420933,205.82938052911004,-0.5544414673982617,0.10011528154175303
p50,49,1974,128,7,66,5318.003124999999,-169.08467959119378,214.21128733877026,-0.558673719414194,0.10308726977221322
p50,49,1974,128,7,67,5358.4546875,-183.41325850724388,222.79584717458079,-0.5645054512341281,0.10579701092983118
p50,49,1974,128,7,68,5398.90625,-198.44659777555762,231.19781412307816,-0.5711000260430702,0.10780563127180814
p50,49,1974,128,7,69,5439.3578125,-213.97657810587134,239.6066276795068,-0.5792838197183469,0.10985298860544807
p50,49,1974,128,7,70,5479.809375,-231.15292834343393,246.80900305318687,-0.5936562681442479,0.11177984783163064
p50,49,1974,128,7,71,5520.260937499999,-247.88266503827572,255.12577111607015,-0.6028413591489188,0.11392225154086
p50,49,1974,128,7,72,5560.7125,-264.4875147044701,263.92875705391816,-0.609713996676673,0.11600194907339378
p50,49,1974,128,7,73,5601.1640625,-281.2947744887708,272.8864479841491,-0.6174111655805232,0.11813612488918712
p50,49,1974,128,7,74,5641.615625,-299.1813914522936,281.4848632374378,-0.6286294520170023,0.11998787588490822
p50,49,1974,128,7,75,5682.0671875,-316.76255702700473,290.50925333092437,-0.6353328865367005,0.12297907468444835
p50,49,1974,128,7,76,5722.518749999999,-335.3289818546301,299.0514304163412,-0.6461706541037935,0.1263678073549629
p50,49,1974,128,7,77,5762.9703125,-354.42409217455406,307.6210424997612,-0.6567246378444275,0.1301102018751374
p50,49,1974,128,7,78,5803.421875,-373.46579377488354,316.6541579028035,-0.6660508597081325,0.13411531313556324
p50,49,1974,128,7,79,5843.8734375,-393.5612787912248,325.52658523394484,-0.677372312194384,0.13740016089840157
p50,49,1974,128,7,80,5884.325,-414.31099241887637,334.3424424866157,-0.6896890308035024,0.13962084033595362
p50,49,1974,128,7,81,5924.776562499999,-435.62564770628853,343.1766410449768,-0.7024126435567664,0.14072456177952053
p50,49,1974,128,7,82,5965.228125,-457.2654564768328,352.23978372823694,-0.7140890999067611,0.14121047621370314
p50,49,1974,128,7,83,6005.6796875,-479.37718154322795,361.33903742967277,-0.7248839009787282,0.14085720946492575
p50,49,1974,128,7,84,6046.13125,-501.8220633906765,370.45750772654173,-0.7368968442332258,0.1406355479547372
p50,49,1974,128,7,85,6086.5828125,-524.8062482431379,379.6431755275762,-0.749601095567265,0.14087461671073026
p50,49,1974,128,7,86,6127.034374999999,-548.9524210556311,388.44418177455964,-0.7620831504613346,0.14115831634972653
p50,49,1974,128,7,87,6167.4859375,-573.6099335646685,397.1472116575683,-0.7749245394306596,0.14229309868359075
p50,49,1974,128,7,88,6207.9375,-598.8636607061721,405.8081862881977,-0.7876738585975741,0.14413510841575217
p50,49,1974,128,7,89,6248.3890625,-624.1869237998685,414.8929274557531,-0.7998117167794145,0.14557569204259185
p50,49,1974,128,7,90,6288.840625,-651.0700225307602,423.4216313745378,-0.8130369450535455,0.14538605815146016
p50,49,1974,128,7,91,6329.292187499999,-677.5215951348912,432.50257244653767,-0.8266880810755516,0.14517256305131981
p50,49,1974,128,7,92,6369.74375,-705.873875566752,440.65692169363047,-0.8403122346044324,0.14451907267660352
p50,49,1974,128,7,93,6410.1953125,-732.9900309656949,449.81580061801196,-0.8531254102912833,0.14515931584351688
p50,49,1974,128,7,94,6450.646875,-761.1380412083122,458.63178551701367,-0.8671822016550375,0.14556866954990033
p50,49,1974,128,7,95,6491.0984375,-789.8469678965228,467.50033450496176,-0.8810108851568521,0.1473023203058879
p50,49,1974,128,7,96,6531.55,-819.3554072071265,476.32125974456585,-0.897125435633736,0.1491941459714069
p50,49,1974,128,7,97,6572.0015625,-850.5833972408468,484.61425394447133,-0.9099031144752314,0.14950502723316134
p50,49,1974,128,7,98,6612.453125,-881.1523088977964,493.7980585024775,-0.9201686153711558,0.15295950149883664
p50,49,1974,128,7,99,6652.9046875,-912.2413631357276,503.0803335174596,-0.9296556265015952,0.15626318246658027
p50,49,1974,128,7,100,6693.35625,-943.5140902815888,512.6098802701335,-0.9354560629562803,0.15961743132324874
p50,49,1974,128,7,101,6733.8078125,-975.4828202217709,522.0874962327002,-0.9477545275623639,0.1589990163614885
p50,49,1974,128,7,102,6774.259375,-1009.1121497557367,530.3491863853651,-0.9539961656162138,0.1552954523079894
p50,49,1974,128,7,103,6814.7109375,-1042.2464213695193,539.4525194422499,-0.9638469549969262,0.1508805169952096
p50,49,1974,128,7,104,6855.1625,-1075.933648031281,548.3498867341154,-0.9719848752121132,0.14726802384571608
p50,49,1974,128,7,105,6895.6140625,-1110.1131649342478,556.8838455997138,-0.978330734070651,0.14076467967277795
p50,49,1974,128,7,106,6936.065625,-1144.6178451064313,565.1967581002282,-0.9860873926849576,0.13590683124634073
p50,49,1974,128,7,107,6976.5171875,-1179.438518260085,573.3825533771437,-0.9902755664124158,0.1308238577121118
p50,49,1974,128,7,108,7016.96875,-1214.7090401277226,580.96098132512,-0.9932346813565918,0.12406982923684334
p50,49,1974,128,7,109,7057.4203125,-1250.5264498301826,588.1704378550694,-0.996089876612094,0.1179383397609951
p50,49,1974,128,7,110,7097.871875,-1286.1999617427032,595.1569333719817,-0.996787860441703,0.11205915355475687
p50,49,1974,128,7,111,7138.3234375,-1322.0160412172818,601.8167949729332,-0.9958299845870405,0.10616028610125477
p50,49,1974,128,7,112,7178.775,-1357.9004125602196,608.1649672903495,-0.9933408591402404,0.0999815890608477
p50,49,1974,128,7,113,7219.2265625,-1393.6839486449912,614.148936406707,-0.9906647258587087,0.09327562008681206
p50,49,1974,128,7,114,7259.678125,-1429.600613834829,619.5002538206609,-0.98705353311377,0.08871835006593609
p50,49,1974,128,7,115,7300.1296875,-1465.2864574653463,624.7053614731044,-0.9808202612038297,0.0823210544010286
p50,49,1974,128,7,116,7340.58125,-1500.9026779313076,629.697210197719,-0.9704223290329522,0.07567565875277182
p50,49,1974,128,7,117,7381.0328125,-1536.0408329879149,634.2653997021444,-0.9604869711741306,0.06894586715609774
p50,49,1974,128,7,118,7421.484375,-1570.8926796042242,638.4074663130264,-0.9489295937437497,0.061572463605046035
p50,49,1974,128,7,119,7461.9359375,-1605.2910273930506,642.1482435102916,-0.9327256363644219,0.053490829183835964
p50,49,1974,128,7,120,7502.3875,-1639.1481815134484,645.4640974492349,-0.9165567354831248,0.045591838260625184
p50,49,1974,128,7,121,7542.8390625,-1672.413265452324,648.3680746542291,-0.899268934832137,0.03769485684264329
p50,49,1974,128,7,122,7583.290625,-1705.1363777462748,650.7943262295726,-0.8822740473334312,0.029854409804720705
p50,49,1974,128,7,123,7623.7421875,-1737.3226035590399,652.811680054981,-0.8683163999075247,0.021745876007207843
p50,49,1974,128,7,124,7664.19375,-1768.9635074397395,654.3935314751934,-0.8641394063945083,0.016587438167459112
p50,49,1974,128,7,125,7704.6453125,-1800.639405607736,655.8583869713743,-0.8505211311711294,0.009012717165211848
p50,49,1974,128,7,126,7745.096875,-1831.6027147947834,656.8563950394264,-0.832441690094464,0.0011353556669396747
p50,49,1974,128,7,127,7785.5484375,-1861.824550141952,657.4946181370933,-0.8146954903025944,-0.006316239072864938
p50,49,1974,128,7,128,7826.0,-1891.4456623719361,657.775469279386,-0.7978391125508799,-0.013887769367081082
p75,112,2566,1,16,0,2648.2,0.0,0.0,0.0,0.0
p75,112,2566,1,16,1,7826.0,222.06343451713906,-61.85964768468466,0.2266583477865021,-0.031472292412595276
p75,112,2566,4,5,0,2648.2,0.0,0.0,0.0,0.0
p75,112,2566,4,5,1,3942.6499999999996,-20.51687023512727,-39.96328086952872,0.012424942755551172,0.01813494596787993
p75,112,2566,4,5,2,5237.1,8.783653788754009,41.8193984254458,0.002674604504544764,-0.006412030891092546
p75,112,2566,4,5,3,6531.55,-61.33996888149795,-0.5747891019893814,-0.04697684937805813,-0.0030587635847165173
p75,112,2566,4,5,4,7826.0,-2.038932888723366,63.1157554037145,-0.13352740990422995,-0.026051209793750973
p75,112,2566,16,15,0,2648.2,0.0,0.0,0.0,0.0
p75,112,2566,16,15,1,2971.8125,-41.29471699124565,6.682051131086553,0.0017914834681900804,-0.0005386939599498486
p75,112,2566,16,15,2,3295.4249999999997,-93.57858006140418,-2.9741920152304147,0.0017098308550261843,-0.010081970393122086
p75,112,2566,16,15,3,3619.0375,-141.1692573943526,-24.740186172621748,0.019273330631536245,-0.025510373295158095
p75,112,2566,16,15,4,3942.6499999999996,-140.6554610597084,-38.01254036613955,0.02291858891306786,-0.03412279702081841
p75,112,2566,16,15,5,4266.2625,-159.0016985396403,-53.906260106970194,0.020697100933116108,-0.04530065522134058
p75,112,2566,16,15,6,4589.875,-257.90435003307266,-76.43363326930341,0.02646647327008561,-0.02735870308239602
p75,112,2566,16,15,7,4913.487499999999,-379.2935853236088,-80.3413733244156,0.04142670380290203,-0.009190063192901499
p75,112,2566,16,15,8,5237.1,-493.84797618839116,-65.1886947818241,0.024952640730178943,-0.005150580953267037
p75,112,2566,16,15,9,5560.7125,-568.5934121716514,-51.21259014759971,0.013582791351775605,0.009989506735866988
p75,112,2566,16,15,10,5884.325,-627.4907573154849,-28.623935125352773,0.02320053554105174,0.00930208240510974
p75,112,2566,16,15,11,6207.9375,-686.3787815303795,5.2924221838566154,0.0016871678268843334,-0.0016304188655141827
p75,112,2566,16,15,12,6531.55,-755.3327632729747,49.73177054219491,0.00595282102214701,-0.02311242895078683
p75,112,2566,16,15,13,6855.1625,-862.8579492998085,59.16999428853842,0.04330406734952188,-0.022970006553872657
p75,112,2566,16,15,14,7178.775,-983.1221440351783,67.28160251532245,0.06106352697432885,-0.021965087103476
p75,112,2566,16,15,15,7502.3875,-1109.1931350021866,68.68189024581284,0.0333995887366028,-0.022410280076361894
p75,112,2566,16,15,16,7826.0,-1232.307798806744,68.58276753368386,0.0387776496334237,-0.02239943557025975
p75,112,2566,64,7,0,2648.2,0.0,0.0,0.0,0.0
p75,112,2566,64,7,1,2729.1031249999996,-7.340962291863207,-2.613698471421344,-0.0033551380286336863,0.00036458996213739603
p75,112,2566,64,7,2,2810.00625,-16.560634448126166,-4.239215285224418,-0.003925064387039212,0.001298343899454324
p75,112,2566,64,7,3,2890.9093749999997,-26.88216923172604,-5.779145200797586,-0.0011161553815086656,0.0012696877058696043
p75,112,2566,64,7,4,2971.8125,-38.12238792792755,-7.626471226217291,0.00217174970085221,0.0013561557677121971
p75,112,2566,64,7,5,3052.715625,-50.28752954288507,-9.596128829677752,0.008262969823737143,0.0014419098115850404
p75,112,2566,64,7,6,3133.6187499999996,-63.44315773901599,-11.80219958420281,0.015601126320256842,0.0020492450917841687
p75,112,2566,64,7,7,3214.521875,-76.39890108887926,-14.637274157962565,0.02397825751102034,0.0012807693967123446
p75,112,2566,64,7,8,3295.4249999999997,-90.76070871898878,-18.061065473617077,0.03559178323746248,0.001124359404278824
p75,112,2566,64,7,9,3376.328125,-106.08228557282473,-22.013159168480456,0.047658253880401846,0.0005780440795639941
p75,112,2566,64,7,10,3457.23125,-119.05802960990286,-26.007049701831875,0.0595587353223459,0.001276126193845012
p75,112,2566,64,7,11,3538.1343749999996,-130.89401105520437,-30.91282610924395,0.06839967396178592,0.003413932387331259
p75,112,2566,64,7,12,3619.0375,-143.75779177069603,-38.41273795825373,0.07066807808116249,0.003827240431485135
p75,112,2566,64,7,13,3699.940625,-159.47049366633337,-44.55987774794323,0.07171172518712077,0.005943808793106714
p75,112,2566,64,7,14,3780.84375,-175.72041597333055,-50.6861405290806,0.07309677026021838,0.0018905828105819644
p75,112,2566,64,7,15,3861.746875,-196.4871169504363,-57.788162500074236,0.0803896212100072,0.0026199048681133097
p75,112,2566,64,7,16,3942.6499999999996,-213.89930594506268,-64.80273767512301,0.08883701219258855,-0.000266922054376062
p75,112,2566,64,7,17,4023.553125,-230.64140780289222,-71.85906696037136,0.10709782020984493,-0.004454969767794803
p75,112,2566,64,7,18,4104.45625,-245.09596111107612,-78.22004101383584,0.13292452179474584,-0.015196877104089318
p75,112,2566,64,7,19,4185.359375,-257.2040552717283,-85.33267363419839,0.16000016108773385,-0.02728555400517696
p75,112,2566,64,7,20,4266.2625,-276.46899405431213,-92.62972474880371,0.2028197399914708,-0.024229645402943506
p75,112,2566,64,7,21,4347.165625,-284.81032616909374,-101.03709298698504,0.2368253372464768,-0.03269451265262152
p75,112,2566,64,7,22,4428.06875,-295.78387106892023,-108.64713483874766,0.27783597793835935,-0.031270968348453415
p75,112,2566,64,7,23,4508.971875,-305.69763665141636,-115.04300633686171,0.32301105608157493,-0.026970111200241148
p75,112,2566,64,7,24,4589.875,-306.5600668205093,-120.67352717208735,0.35474989010007146,-0.027099370724335825
p75,112,2566,64,7,25,4670.778125,-306.9414741525236,-126.35045161989922,0.3911171441301625,-0.02312666477525399
p75,112,2566,64,7,26,4751.68125,-302.7071407184394,-131.33867447547232,0.42130414638373925,-0.020163039657180443
p75,112,2566,64,7,27,4832.584375,-300.64622199253677,-136.43406859289087,0.47323367979926895,-0.01687091092831758
p75,112,2566,64,7,28,4913.487499999999,-295.1440197374495,-139.52429097552965,0.5257957668743894,-0.014532937189937895
p75,112,2566,64,7,29,4994.390625,-285.84614350037896,-140.86445561079586,0.5755090687906382,-0.012887786877576607
p75,112,2566,64,7,30,5075.29375,-272.0131932791503,-142.39531864933497,0.626967336632308,-0.010984591067037669
p75,112,2566,64,7,31,5156.196875,-254.70895930754978,-143.57924607145378,0.6743263813801387,-0.00838765775375977
p75,112,2566,64,7,32,5237.1,-234.3180493638215,-143.65565617306686,0.7052302908307981,-0.0075690577058668
p75,112,2566,64,7,33,5318.003124999999,-211.24707865973846,-141.998818723593,0.736132192966768,-0.009946848738572739
p75,112,2566,64,7,34,5398.90625,-182.95241644761973,-142.3292818126356,0.7834180379035147,-0.010870415675115486
p75,112,2566,64,7,35,5479.809375,-151.5481311830058,-141.4439969982766,0.8180671557804966,-0.012173833145501245
p75,112,2566,64,7,36,5560.7125,-118.4420362432661,-141.70954538249703,0.8504429419094427,-0.011609018789618397
p75,112,2566,64,7,37,5641.615625,-80.34529707742877,-142.62694500962425,0.8913491106751492,-0.012512597327374309
