example,evt,mckey,N,q,plane,z_mm,dx_um,dy_um,dtx_mrad,dty_mrad
p95,115,5986,128,7,7,2931.3609374999996,18.563077338029643,9.988474254470248,-0.009833022905109123,0.015150219855319946
p95,115,5986,128,7,8,2971.8125,21.659888400989757,12.033352761363858,-0.011436272503384526,0.018244733691039072
p95,115,5986,128,7,9,3012.2640625,24.718634840070308,14.300080333811138,-0.01261112774729456,0.021183270532278142
p95,115,5986,128,7,10,3052.715625,28.06622987370133,16.74902907404885,-0.014210486708285397,0.02598388815266972
p95,115,5986,128,7,11,3093.1671874999997,31.272654867308347,19.437982886501004,-0.014937066175405023,0.03013705410453288
p95,115,5986,128,7,12,3133.6187499999996,34.48966970901779,22.415425961384017,-0.01505153865413722,0.03442306140661461
p95,115,5986,128,7,13,3174.0703125,37.784914560319294,25.74561899780292,-0.015216696448314138,0.039313376575297876
p95,115,5986,128,7,14,3214.521875,41.526400717714296,29.109407564163803,-0.01739728122392148,0.04234750665555592
p95,115,5986,128,7,15,3254.9734375,44.4474225355691,32.6089322393841,-0.01997182875584924,0.04366391579055384
p95,115,5986,128,7,16,3295.4249999999997,47.366137339139414,36.25153511305257,-0.023330174737767884,0.04488146137584387
p95,115,5986,128,7,17,3335.8765624999996,50.410749340073835,40.058708885226224,-0.027924132865703166,0.04615075238934008
p95,115,5986,128,7,18,3376.328125,53.29728575219406,43.92882224342998,-0.03368426875734187,0.046901102264219896
p95,115,5986,128,7,19,3416.7796875,55.3626121918569,47.8529327834849,-0.039485225592716944,0.0473781647695945
p95,115,5986,128,7,20,3457.23125,57.372195037373785,51.8252632803069,-0.04693327508356604,0.04755399029242324
p95,115,5986,128,7,21,3497.6828124999997,59.35575561312589,55.908520687751206,-0.055349876340995974,0.04725261810623743
p95,115,5986,128,7,22,3538.1343749999996,60.80251180628693,59.99279170228533,-0.06391548343726017,0.046643780833112436
p95,115,5986,128,7,23,3578.5859375,62.09875139080623,64.14266343935537,-0.07334396531728793,0.04529121834712796
p95,115,5986,128,7,24,3619.0375,63.077673260352185,68.26670385791545,-0.08330431170658348,0.0416662567212997
p95,115,5986,128,7,25,3659.4890625,63.47406076315565,72.10787413228559,-0.09113831988431798,0.036478758602992434
p95,115,5986,128,7,26,3699.940625,63.53480323951999,75.67141556091883,-0.09826184308270314,0.03214487862466392
p95,115,5986,128,7,27,3740.3921874999996,63.51108767177038,79.08026413119273,-0.10858113036568001,0.029854528828227034
p95,115,5986,128,7,28,3780.84375,62.87604950671266,82.42959336934064,-0.11848326994896852,0.02848851256558732
p95,115,5986,128,7,29,3821.2953125,61.95743996653391,85.76739415792645,-0.12670581589104002,0.027837765453689323
p95,115,5986,128,7,30,3861.746875,61.18155072579157,89.07047841483973,-0.13755519249629422,0.02940820528189031
p95,115,5986,128,7,31,3902.1984375,60.66405935087005,92.52979197543709,-0.14711252649935586,0.03190020058068538
p95,115,5986,128,7,32,3942.6499999999996,58.77709659876018,95.91467129737907,-0.15675757891198822,0.033866415906053104
p95,115,5986,128,7,33,3983.1015625,57.657178067131554,99.3103372367159,-0.16256902013010027,0.03818021504359281
p95,115,5986,128,7,34,4023.553125,55.53328025666815,102.7696216099514,-0.1707467164123247,0.04174104309024457
p95,115,5986,128,7,35,4064.0046875,52.84326381530491,106.26694028925954,-0.180383630404575,0.04604754995506111
p95,115,5986,128,7,36,4104.45625,50.38846556601584,110.061986951564,-0.18756360254346127,0.052299062040891964
p95,115,5986,128,7,37,4144.9078125,47.64460029082329,114.12743327255725,-0.19726285523553877,0.05764300717374382
p95,115,5986,128,7,38,4185.359375,44.65668814407309,118.61133013863423,-0.20473783763893388,0.06366796350384257
p95,115,5986,128,7,39,4225.8109375,40.59818585278663,123.42046202209644,-0.2158122299219592,0.06663782353640013
p95,115,5986,128,7,40,4266.2625,36.99541404910178,128.45495009804608,-0.22468341473095427,0.07156747583271506
p95,115,5986,128,7,41,4306.7140625,33.74807252856726,133.96731680285257,-0.2349972827567423,0.07715547324239208
p95,115,5986,128,7,42,4347.165625,29.752209143225627,139.68331743001272,-0.24680019171950673,0.08154782893111251
p95,115,5986,128,7,43,4387.6171875,25.059898115102897,145.47178612201606,-0.26063983717068695,0.0838977235975008
p95,115,5986,128,7,44,4428.06875,19.482223457714554,151.10368539183128,-0.2764095708386802,0.083164816858744
p95,115,5986,128,7,45,4468.5203125,13.853822072235289,157.00820756711664,-0.2950655601617544,0.08502812335051124
p95,115,5986,128,7,46,4508.971875,7.205633406783818,162.93810788653218,-0.3153030217235217,0.08657285657278496
p95,115,5986,128,7,47,4549.4234375,0.08863397624736535,169.3707650815668,-0.3369464926601812,0.08805905114941254
p95,115,5986,128,7,48,4589.875,-8.741158772579638,175.38659336031515,-0.36044438531573214,0.08670325284265007
p95,115,5986,128,7,49,4630.3265625,-18.259300138765866,181.50773202518167,-0.38493134663217937,0.08736905066875078
p95,115,5986,128,7,50,4670.778125,-28.00620896249484,187.95319189092652,-0.4087532246953157,0.0901822491534282
p95,115,5986,128,7,51,4711.229687499999,-38.76391506736354,194.6140058003607,-0.433355163493368,0.09292317625878704
p95,115,5986,128,7,52,4751.68125,-52.2054976465256,200.47975350306046,-0.4574813801589764,0.09226040292242138
p95,115,5986,128,7,53,4792.1328125,-65.64015728156392,206.52555926585592,-0.48395086932002257,0.09226637190880987
p95,115,5986,128,7,54,4832.584375,-79.29363291020763,212.71132384026714,-0.5102291769441825,0.09279486644594298
p95,115,5986,128,7,55,4873.0359375,-93.554648695374,218.89470078701834,-0.5363042462405987,0.09314086891189233
p95,115,5986,128,7,56,4913.487499999999,-109.69378084013215,224.870597525495,-0.5635572932062918,0.09317975694832226
p95,115,5986,128,7,57,4953.9390625,-126.57868137239348,230.9746599466962,-0.5911621418545621,0.09349657073158546
p95,115,5986,128,7,58,4994.390625,-144.23268720912574,237.35006931025282,-0.6196361377548282,0.09235437082415893
p95,115,5986,128,7,59,5034.8421875,-163.83175174524922,243.3912607892239,-0.6481877021024679,0.09126587699121586
p95,115,5986,128,7,60,5075.29375,-184.15257225609594,249.56379434627252,-0.6765507967614638,0.09101575648265414
p95,115,5986,128,7,61,5115.745312499999,-205.2735061918156,255.8542572419924,-0.7052325061580704,0.08997935018777853
p95,115,5986,128,7,62,5156.196875,-227.5728370411798,262.10199120174593,-0.7335176324147139,0.08932142709144192
p95,115,5986,128,7,63,5196.6484375,-251.51211847787636,267.96092548210027,-0.7643096580092456,0.08776446487658573
p95,115,5986,128,7,64,5237.1,-276.34241018199646,273.9287890053106,-0.795225098335569,0.08578413197023876
p95,115,5986,128,7,65,5277.5515625,-302.06373039527534,279.8693251419877,-0.8286424628536522,0.08368437651410515
p95,115,5986,128,7,66,5318.003124999999,-328.1612694125897,286.2053987238369,-0.867115023313228,0.08077589210187669
p95,115,5986,128,7,67,5358.4546875,-355.7794225336579,292.2996389428931,-0.9057391543842059,0.0785163655103241
p95,115,5986,128,7,68,5398.90625,-385.6275542785852,298.12172470127507,-0.9410064973158148,0.07700864804616875
p95,115,5986,128,7,69,5439.3578125,-416.90424641137724,303.81932361387953,-0.9772264523747396,0.07539341457749038
p95,115,5986,128,7,70,5479.809375,-451.2883871087183,308.0032359010829,-1.004931856256521,0.0740171849952162
p95,115,5986,128,7,71,5520.260937499999,-485.37308130619294,313.51182695271973,-1.0399977794325888,0.07294531170442403
p95,115,5986,128,7,72,5560.7125,-520.2825599486118,319.36004330759715,-1.0780336870405798,0.07207129798762757
p95,115,5986,128,7,73,5601.1640625,-556.4492547335362,325.5008946505882,-1.1168050837852863,0.07173101152233713
p95,115,5986,128,7,74,5641.615625,-595.3997966603879,330.73942925818756,-1.153300764396032,0.07167592666226102
p95,115,5986,128,7,75,5682.0671875,-634.7598301284165,336.5923058612452,-1.191373487120149,0.07146803589695022
p95,115,5986,128,7,76,5722.518749999999,-676.1982425504129,342.08593088862926,-1.2279872354890204,0.07165822744342049
p95,115,5986,128,7,77,5762.9703125,-719.3966807577681,347.51098147700077,-1.2633654293464653,0.07126081884216429
p95,115,5986,128,7,78,5803.421875,-763.2153537735462,353.4944250965282,-1.3004907518720452,0.07087139586479246
p95,115,5986,128,7,79,5843.8734375,-809.5724780764044,358.91688928649046,-1.3359949667376014,0.07017883603746555
p95,115,5986,128,7,80,5884.325,-857.4777771236768,364.26255741213254,-1.3711950359158576,0.06981568157309048
p95,115,5986,128,7,81,5924.776562499999,-906.5843657732557,369.40557168753685,-1.4064960073006152,0.06967746343912451
p95,115,5986,128,7,82,5965.228125,-957.0211402644873,374.87097121413626,-1.442319615220485,0.0699651766734588
p95,115,5986,128,7,83,6005.6796875,-1008.8671163841241,380.3106858590013,-1.4776656278714435,0.07038698683101141
p95,115,5986,128,7,84,6046.13125,-1061.948071452548,386.09592246007196,-1.5145131136835455,0.07157788003898935
p95,115,5986,128,7,85,6086.5828125,-1116.432774563691,391.8965653335249,-1.5518656716351948,0.07257827999918032
p95,115,5986,128,7,86,6127.034374999999,-1173.2086477695702,397.27798364947375,-1.588178925126413,0.0725914327597138
p95,115,5986,128,7,87,6167.4859375,-1231.2082951063985,402.77591100658583,-1.6242689740063494,0.07187601093996965
p95,115,5986,128,7,88,6207.9375,-1290.914779290631,408.14402396517835,-1.6604584094109653,0.07060196465535906
p95,115,5986,128,7,89,6248.3890625,-1351.360325640485,413.8781071534936,-1.696832924908339,0.06929178294114158
p95,115,5986,128,7,90,6288.840625,-1414.3822566043127,418.813861566548,-1.7313832168271972,0.06834306401314744
p95,115,5986,128,7,91,6329.292187499999,-1477.6260229358513,424.3516832171963,-1.7676694516438092,0.06819117152178505
p95,115,5986,128,7,92,6369.74375,-1544.0591303533324,428.7049240704732,-1.7987479687707622,0.0677864664503855
p95,115,5986,128,7,93,6410.1953125,-1609.247532176596,434.5471510309835,-1.8333620444529641,0.06801372370123654
p95,115,5986,128,7,94,6450.646875,-1676.4047537395754,440.2763961743972,-1.8688620171512758,0.06720179413662042
p95,115,5986,128,7,95,6491.0984375,-1744.7183986135997,446.1420353866288,-1.9021090629458135,0.06640867360529351
p95,115,5986,128,7,96,6531.55,-1814.826301620542,451.4882604655668,-1.938817646465161,0.06508759662297858
p95,115,5986,128,7,97,6572.0015625,-1887.7707708414846,455.89320235654895,-1.9688415223652134,0.06549376197664825
p95,115,5986,128,7,98,6612.453125,-1960.3913286772467,461.4209806030658,-1.999956931106047,0.06551162035828284
p95,115,5986,128,7,99,6652.9046875,-2034.301742328978,466.97299448555896,-2.0298017547198737,0.06668769818348602
p95,115,5986,128,7,100,6693.35625,-2109.253302237846,472.7378745290025,-2.056719825313956,0.06888616749139292
p95,115,5986,128,7,101,6733.8078125,-2185.8432290092082,478.4174348441752,-2.0932389902082744,0.07281257691602039
p95,115,5986,128,7,102,6774.259375,-2265.6013055466246,483.02148984714677,-2.1175020016821104,0.07820562984386936
p95,115,5986,128,7,103,6814.7109375,-2344.9667102245257,488.8466777281337,-2.1523872333951477,0.08359841519526429
p95,115,5986,128,7,104,6855.1625,-2425.7980575594047,495.1074876642565,-2.185907239062949,0.09026747931482199
p95,115,5986,128,7,105,6895.6140625,-2508.486424447085,501.30345757781924,-2.217429919117236,0.0955012694663776
p95,115,5986,128,7,106,6936.065625,-2592.3923329953595,507.82476442680036,-2.2504785840312116,0.1022741924193854
p95,115,5986,128,7,107,6976.5171875,-2677.7598689264437,514.5064914032105,-2.2811920932869083,0.11027995926794765
p95,115,5986,128,7,108,7016.96875,-2764.7820971351393,521.2026027454044,-2.308996965753138,0.11524039359853133
p95,115,5986,128,7,109,7057.4203125,-2853.259656237242,528.0102162811886,-2.336956821817921,0.1225200899374404
p95,115,5986,128,7,110,7097.871875,-2942.4497588592544,535.2991423314393,-2.3623418617365157,0.13052492759219742
p95,115,5986,128,7,111,7138.3234375,-3032.877437271054,542.8583733115602,-2.3845796952134894,0.13776702337801178
p95,115,5986,128,7,112,7178.775,-3124.2533716583694,550.5007338866221,-2.405300622085214,0.14591466499072614
p95,115,5986,128,7,113,7219.2265625,-3216.5588327398495,558.3513363624206,-2.4258112074430134,0.1533046150384576
p95,115,5986,128,7,114,7259.678125,-3310.396179810425,566.3842732216153,-2.4447511255991183,0.15845832551213135
p95,115,5986,128,7,115,7300.1296875,-3404.7023799125213,574.4409012469873,-2.4629232820200886,0.16577738558418847
p95,115,5986,128,7,116,7340.58125,-3499.615406906173,582.8467483656823,-2.4745891690516624,0.17321775783753907
p95,115,5986,128,7,117,7381.0328125,-3594.993067519681,591.4627799450614,-2.486016071276428,0.18009875467578373
p95,115,5986,128,7,118,7421.484375,-3690.97682084805,600.2129913322278,-2.4968965984234344,0.18642144561892282
p95,115,5986,128,7,119,7461.9359375,-3787.167435869378,609.0976339050371,-2.5014395449121234,0.19244454192886284
p95,115,5986,128,7,120,7502.3875,-3883.766017292828,618.2335631422688,-2.505902614340102,0.19811954042914248
p95,115,5986,128,7,121,7542.8390625,-3980.5199416246637,627.4936725328644,-2.508902316198337,0.20323528988593076
p95,115,5986,128,7,122,7583.290625,-4077.6240383324307,636.8733322439084,-2.510113052776203,0.20875993380991414
p95,115,5986,128,7,123,7623.7421875,-4174.871335912429,646.3620339577574,-2.509984467385205,0.21465011620522279
p95,115,5986,128,7,124,7664.19375,-4272.681072048158,656.0709248211083,-2.513013870083236,0.21975004010974658
p95,115,5986,128,7,125,7704.6453125,-4370.241462522188,665.9621052958755,-2.5104072471336027,0.22613397884834602
p95,115,5986,128,7,126,7745.096875,-4467.607176301726,676.0735284994439,-2.505398878826174,0.23241584667682558
p95,115,5986,128,7,127,7785.5484375,-4564.835747900361,686.3465576948897,-2.4969340686756496,0.2384450054000939
p95,115,5986,128,7,128,7826.0,-4661.831468891478,696.7128139602323,-2.489866850388055,0.2446142517186778
