field,leg,q,p_GeV,dz_mm,converged,n_evals,residual,err_x_mm,err_y_mm,err_xy_mm,err_endpoint_um,err_tx,err_ty,wall_s
up,B,8,14.53782844543457,-5177.181396484375,1,47,2.842170943040401e-14,0.006876094873739191,0.004250596103545945,0.006876094873739191,8.083826318529015,1.858715846438097e-06,1.006605531490845e-06,0.018845796585083008
up,B,8,45.193260192871094,-5302.538330078125,1,43,1.4210854715202004e-14,0.014190725402563942,0.0011647387287609945,0.014190725402563942,14.238444569448214,3.625644637565706e-06,3.7092151912269944e-07,0.017124414443969727
up,B,8,2.9359679222106934,-5186.315185546875,1,46,4.551914400963142e-12,0.24345686509360576,0.0634772265026129,0.24345686509360576,251.5961117459294,8.073427737198546e-05,2.2722879007383567e-05,0.01793980598449707
up,B,8,4.521146297454834,-5178.359130859375,1,45,1.1368683772161603e-13,0.0752217519820988,0.017329786440633654,0.0752217519820988,77.19218528668789,2.022140837934505e-05,4.517146271807923e-06,0.017351627349853516
up,B,8,2.2357795238494873,5165.779541015625,1,47,2.1094237467877974e-12,1.3387820823313632,0.16164278001986077,1.3387820823313632,1348.50504348484,0.0005122843714733261,0.00010901755177097905,0.018146038055419922
up,B,8,16.32684898376465,5169.695068359375,1,45,1.4210854715202004e-14,0.013994925328987051,0.0014104852240848231,0.013994925328987051,14.065823954937192,8.156820873524151e-06,7.354408826515391e-07,0.017313718795776367
down,B,8,11.596858024597168,-5181.017822265625,1,43,1.1368683772161603e-13,0.177343193446859,0.017187606572917957,0.177343193446859,178.17413415430272,7.68252424390714e-05,6.50778686711595e-06,0.016744613647460938
down,B,8,6.154842376708984,-5162.508544921875,1,44,6.821210263296962e-13,0.07670813284039468,0.012416053136789174,0.07670813284039468,77.70647347136021,2.4191228709669055e-05,2.855985936290467e-06,0.016966581344604492
down,B,8,1.924249529838562,-5162.781005859375,1,49,6.661338147750939e-12,118.06589827203425,15.281227436839927,118.06589827203425,119050.71291999376,0.09661505408698856,0.014052766355884767,0.018908023834228516
down,B,8,7.284196376800537,5175.369873046875,1,44,5.684341886080802e-14,0.0401866185679296,0.0062159051185517455,0.0401866185679296,40.66450280486781,9.828581187532048e-06,2.7381882723581663e-06,0.01693415641784668
down,B,8,3.6219680309295654,5167.281494140625,1,45,1.7208456881689926e-12,0.03686918025300656,0.011457480922899776,0.03686918025300656,38.60842293628816,9.882683651651902e-06,3.3979929762034677e-06,0.017385005950927734
down,B,8,178.5806427001953,5168.567138671875,1,76,1.4210854715202004e-14,0.0010818036441264667,0.00011569312098913542,0.0010818036441264667,1.0879724365486056,7.047601911502888e-07,5.730839849546476e-08,0.029010534286499023
down,B,8,10.500882148742676,5168.004638671875,1,43,2.842170943040401e-14,0.004783641666065819,0.001032810223762226,0.004783641666065819,4.893866012431148,1.753031947243633e-07,4.396431223935293e-07,0.016475439071655273
down,B,8,1.0115560293197632,5162.210693359375,0,333,743.0187020619268,2096.3542179849683,1445.2316809334548,2096.3542179849683,2546251.287449278,2.4929817664079943,0.5105475289171527,0.12657761573791504
down,B,8,5.263733863830566,5183.870361328125,1,44,2.498001805406602e-13,0.011184124315946065,0.002467631615246546,0.011184124315946065,11.453114969435184,1.55901739718467e-05,1.301387495376491e-06,0.016727685928344727
down,B,8,4.862977981567383,5179.125732421875,1,44,6.938893903907228e-13,0.032040678874295736,0.0024307058495196543,0.032040678874295736,32.13274706047758,5.7102137780984386e-06,1.4763337160272894e-06,0.0167696475982666
down,B,8,32.48214340209961,5171.111572265625,1,42,2.842170943040401e-14,0.007321601417601187,0.0009292893594192719,0.007321601417601187,7.38034050920075,1.366987836121103e-06,4.972785445228611e-07,0.01590895652770996
down,B,8,6.661489486694336,5185.174560546875,1,44,5.684341886080802e-14,0.011601079284105253,0.0030681036117812255,0.011601079284105253,11.999929180154401,5.046715443962624e-06,9.587059545748677e-07,0.016698122024536133
down,B,8,7.917908668518066,5169.718505859375,1,43,3.7470027081099033e-13,0.01899012873150241,0.0019634716412326725,0.01899012873150241,19.091364805192903,7.588596111135493e-06,5.986469725355326e-07,0.016297101974487305
down,B,8,3.375544786453247,5165.141357421875,1,45,3.497202527569243e-12,0.20108353104265575,0.022990257463902708,0.20108353104265575,202.39352359905004,4.648239994103909e-05,6.528692727325591e-06,0.017172813415527344
down,B,8,8.706896781921387,-5163.844482421875,1,43,2.2737367544323206e-13,0.02018516232044476,0.00020608797225918352,0.02018516232044476,20.186214359186142,8.840602005621978e-06,9.870896373748161e-07,0.016370773315429688
down,B,8,5.69457483291626,5178.983154296875,1,44,2.2737367544323206e-13,0.011584293293935843,0.0031973757093624045,0.011584293293935843,12.017448254381947,6.020168488940492e-06,3.7028413120421266e-07,0.01673722267150879
down,B,8,12.924304962158203,5170.461181640625,1,43,5.684341886080802e-14,0.0014261179076697772,0.0014202485876353421,0.0014261179076697772,2.0126893295430883,1.92199448482977e-06,8.219306104825796e-07,0.01628255844116211
down,B,8,25.864168167114258,-5177.158935546875,1,42,1.1368683772161603e-13,0.0046539310768878295,0.00046590622039843765,0.0046539310768878295,4.677193931688986,9.497150647713726e-07,2.417390192639701e-07,0.01597762107849121
down,B,8,3.899890422821045,5162.761474609375,1,45,3.885780586188048e-13,0.0746271030745902,0.003822471855933429,0.0746271030745902,74.72493428832783,3.227537129696367e-05,8.766326748298886e-06,0.01711583137512207
down,B,8,21.588720321655273,5183.191650390625,1,42,5.684341886080802e-14,0.0037339114093128956,0.0004200862564402996,0.0037339114093128956,3.757468146963729,2.468339749123194e-07,4.4439639210885895e-07,0.015959501266479492
down,B,8,4.1891188621521,5457.221435546875,1,51,7.771561172376096e-13,258.4291698899574,215.23829002965476,258.4291698899574,336322.995563643,0.08161779233807465,0.0828091032926127,0.01935887336730957
down,B,8,18.659486770629883,5162.722412109375,1,45,3.552713678800501e-15,0.015701381332902997,0.0011194475963378636,0.015701381332902997,15.741236885396946,9.572894289468226e-06,5.660002400671021e-07,0.01704120635986328
down,B,8,2.495840311050415,-5160.240966796875,1,49,1.6341095143701523e-12,48.950914834202194,14.551469628929283,48.950914834202194,51067.96776323655,0.0539145476795686,0.013960287779555283,0.018635034561157227
down,B,8,2.72102427482605,-5161.023193359375,1,47,2.2737367544323206e-13,13.613041805468583,4.976367343545235,13.613041805468583,14494.107048567663,0.013764151382145151,0.00456180510885746,0.017891883850097656
down,B,8,3.1492838859558105,-5164.019287109375,1,48,1.021405182655144e-11,8.85184846154425,32.71637331844238,32.71637331844238,33892.717570266206,0.013340591719213757,0.03040701275665489,0.018221378326416016
down,B,8,9.590502738952637,-5165.543212890625,1,43,3.0531133177191805e-13,0.1053640886817675,0.03918649075171743,0.1053640886817675,112.41517798399735,6.267417750549509e-05,3.2096838362138946e-07,0.016364574432373047
down,B,8,14.53782844543457,-5177.181396484375,1,47,2.842170943040401e-14,0.008173474710872597,0.004954927302733836,0.008173474710872597,9.558085238406857,2.4848782635145117e-06,1.02331460132693e-06,0.017842531204223633
down,B,8,45.193260192871094,-5302.538330078125,1,43,1.4210854715202004e-14,0.013884418331201687,0.0011965244082645654,0.013884418331201687,13.935879701525208,3.547854305722964e-06,3.646808288612635e-07,0.01636338233947754
down,B,8,2.9359679222106934,-5186.315185546875,1,48,1.8189894035458565e-12,4.9382974902655405,0.7991235077104193,4.9382974902655405,5002.537404451699,0.002398538074493306,0.0022363474833088925,0.018252134323120117
down,B,8,4.521146297454834,-5178.359130859375,1,45,2.2737367544323206e-13,0.12592643242624035,0.02274793140210818,0.12592643242624035,127.96458403275298,9.87235644519524e-05,5.715724249937687e-06,0.017103195190429688
down,B,8,2.2357795238494873,5165.779541015625,1,47,2.3314683517128287e-12,1.3266711970497909,0.22107180332875487,1.3266711970497909,1344.9643888626022,0.0005387650701721425,0.00012311159942615668,0.01800537109375
down,B,8,16.32684898376465,5169.695068359375,1,45,2.842170943040401e-14,0.010336821404791863,0.0008298786761855581,0.010336821404791863,10.370080779422633,6.091507269045948e-06,1.5145577888370232e-07,0.017274856567382812
