tag,width,depth,q,mode,seed,column,direction,component,unit,exponent,n_checkpoints
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,forward,y,um,2.27773,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,forward,tx,mrad,1.20138,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,forward,ty,mrad,1.05798,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,forward,max_xy,um,2.53251,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,backward,x,um,1.64131,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,backward,y,um,2.09589,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,backward,tx,mrad,0.684751,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,backward,ty,mrad,0.820635,45
w256_d4_q12_physics_s0,256,4,12,physics,0,100 mm,backward,max_xy,um,1.67767,45
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,forward,x,um,1.09456,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,forward,y,um,1.43754,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,forward,tx,mrad,0.575788,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,forward,ty,mrad,0.733503,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,forward,max_xy,um,1.15921,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,backward,x,um,1.37596,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,backward,y,um,1.34222,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,backward,tx,mrad,0.906913,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,backward,ty,mrad,0.882682,50
w256_d4_q12_physics_s0,256,4,12,physics,0,1000 mm,backward,max_xy,um,1.35499,50
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,forward,x,um,2.12785,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,forward,y,um,2.19139,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,forward,tx,mrad,0.998935,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,forward,ty,mrad,0.971869,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,forward,max_xy,um,2.12785,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,backward,x,um,2.05222,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,backward,y,um,1.85456,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,backward,tx,mrad,0.860636,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,backward,ty,mrad,0.685543,46
w256_d4_q12_physics_s1,256,4,12,physics,1,0.1 mm,backward,max_xy,um,2.03407,46
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,forward,x,um,2.1593,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,forward,y,um,2.23828,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,forward,tx,mrad,0.962934,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,forward,ty,mrad,0.934982,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,forward,max_xy,um,2.15855,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,backward,x,um,2.10995,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,backward,y,um,1.84321,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,backward,tx,mrad,0.888865,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,backward,ty,mrad,0.779187,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1 mm,backward,max_xy,um,2.08426,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,forward,x,um,2.23134,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,forward,y,um,2.19006,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,forward,tx,mrad,1.07204,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,forward,ty,mrad,0.946473,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,forward,max_xy,um,2.23042,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,backward,x,um,2.15918,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,backward,y,um,1.87824,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,backward,tx,mrad,0.992713,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,backward,ty,mrad,0.840682,45
w256_d4_q12_physics_s1,256,4,12,physics,1,10 mm,backward,max_xy,um,2.12891,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,forward,x,um,2.18917,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,forward,y,um,2.20743,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,forward,tx,mrad,1.16925,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,forward,ty,mrad,0.972344,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,forward,max_xy,um,2.18277,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,backward,x,um,1.8829,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,backward,y,um,1.86499,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,backward,tx,mrad,1.00272,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,backward,ty,mrad,0.978637,45
w256_d4_q12_physics_s1,256,4,12,physics,1,100 mm,backward,max_xy,um,1.82338,45
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,forward,x,um,1.53873,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,forward,y,um,1.81604,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,forward,tx,mrad,0.46158,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,forward,ty,mrad,0.83331,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,forward,max_xy,um,1.63117,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,backward,x,um,1.84711,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,backward,y,um,1.38186,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,backward,tx,mrad,0.524852,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,backward,ty,mrad,0.927605,50
w256_d4_q12_physics_s1,256,4,12,physics,1,1000 mm,backward,max_xy,um,1.65867,50
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,forward,x,um,2.13772,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,forward,y,um,2.49041,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,forward,tx,mrad,1.06801,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,forward,ty,mrad,1.47019,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,forward,max_xy,um,2.13354,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,backward,x,um,1.95301,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,backward,y,um,1.98032,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,backward,tx,mrad,0.701475,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,backward,ty,mrad,0.870758,46
w256_d4_q12_physics_s2,256,4,12,physics,2,0.1 mm,backward,max_xy,um,1.94348,46
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,forward,x,um,2.18168,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,forward,y,um,2.45158,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,forward,tx,mrad,1.09743,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,forward,ty,mrad,1.41283,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,forward,max_xy,um,2.17974,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,backward,x,um,1.95918,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,backward,y,um,1.91163,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,backward,tx,mrad,0.692982,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,backward,ty,mrad,0.717388,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1 mm,backward,max_xy,um,1.94379,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,forward,x,um,2.15348,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,forward,y,um,2.43569,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,forward,tx,mrad,1.13388,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,forward,ty,mrad,1.38537,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,forward,max_xy,um,2.15359,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,backward,x,um,2.04317,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,backward,y,um,1.92217,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,backward,tx,mrad,0.809104,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,backward,ty,mrad,0.759444,45
w256_d4_q12_physics_s2,256,4,12,physics,2,10 mm,backward,max_xy,um,2.01469,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,forward,x,um,2.33146,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,forward,y,um,2.2957,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,forward,tx,mrad,1.02702,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,forward,ty,mrad,1.2203,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,forward,max_xy,um,2.30698,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,backward,x,um,2.07246,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,backward,y,um,1.76816,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,backward,tx,mrad,0.97448,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,backward,ty,mrad,0.461192,45
w256_d4_q12_physics_s2,256,4,12,physics,2,100 mm,backward,max_xy,um,2.04167,45
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,forward,x,um,1.28022,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,forward,y,um,1.49366,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,forward,tx,mrad,0.701994,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,forward,ty,mrad,0.905325,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,forward,max_xy,um,1.33151,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,backward,x,um,1.70434,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,backward,y,um,1.38096,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,backward,tx,mrad,0.677824,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,backward,ty,mrad,0.808824,50
w256_d4_q12_physics_s2,256,4,12,physics,2,1000 mm,backward,max_xy,um,1.66237,50
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,forward,x,um,2.46476,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,forward,y,um,2.28542,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,forward,tx,mrad,1.47514,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,forward,ty,mrad,1.07327,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,forward,max_xy,um,2.46476,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,backward,x,um,2.24392,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,backward,y,um,1.86061,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,backward,tx,mrad,1.16637,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,backward,ty,mrad,0.787212,46
w256_d4_q14_data_s0,256,4,14,data,0,0.1 mm,backward,max_xy,um,2.23363,46
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,forward,x,um,2.13843,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,forward,y,um,2.05435,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,forward,tx,mrad,1.24413,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,forward,ty,mrad,0.989886,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,forward,max_xy,um,2.11748,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,backward,x,um,2.13253,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,backward,y,um,1.72156,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,backward,tx,mrad,1.00631,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,backward,ty,mrad,0.69431,45
w256_d4_q14_data_s0,256,4,14,data,0,1 mm,backward,max_xy,um,1.98145,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,forward,x,um,1.86645,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,forward,y,um,2.00015,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,forward,tx,mrad,0.762772,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,forward,ty,mrad,0.917953,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,forward,max_xy,um,1.91127,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,backward,x,um,1.81744,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,backward,y,um,1.97345,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,backward,tx,mrad,0.79524,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,backward,ty,mrad,1.01784,45
w256_d4_q14_data_s0,256,4,14,data,0,10 mm,backward,max_xy,um,1.86754,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,forward,x,um,1.87226,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,forward,y,um,1.93949,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,forward,tx,mrad,0.756895,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,forward,ty,mrad,0.865505,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,forward,max_xy,um,1.92902,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,backward,x,um,1.70089,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,backward,y,um,1.82194,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,backward,tx,mrad,0.760977,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,backward,ty,mrad,0.673086,45
w256_d4_q14_data_s0,256,4,14,data,0,100 mm,backward,max_xy,um,1.70165,45
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,forward,x,um,1.52851,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,forward,y,um,1.83853,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,forward,tx,mrad,0.488501,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,forward,ty,mrad,0.717269,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,forward,max_xy,um,1.68456,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,backward,x,um,1.60494,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,backward,y,um,1.80667,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,backward,tx,mrad,0.515496,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,backward,ty,mrad,0.755767,50
w256_d4_q14_data_s0,256,4,14,data,0,1000 mm,backward,max_xy,um,1.60999,50
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,forward,x,um,2.39392,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,forward,y,um,2.13668,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,forward,tx,mrad,1.51942,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,forward,ty,mrad,1.07599,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,forward,max_xy,um,2.39193,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,backward,x,um,2.78157,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,backward,y,um,1.99503,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,backward,tx,mrad,1.64638,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,backward,ty,mrad,0.977014,46
w256_d4_q14_data_s1,256,4,14,data,1,0.1 mm,backward,max_xy,um,2.6591,46
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,forward,x,um,2.07833,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,forward,y,um,1.97407,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,forward,tx,mrad,1.29941,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,forward,ty,mrad,0.98634,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,forward,max_xy,um,2.08461,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,backward,x,um,1.93724,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,backward,y,um,1.65829,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,backward,tx,mrad,0.995957,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,backward,ty,mrad,0.552776,45
w256_d4_q14_data_s1,256,4,14,data,1,1 mm,backward,max_xy,um,1.76827,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,forward,x,um,1.96929,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,forward,y,um,1.74602,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,forward,tx,mrad,0.90725,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,forward,ty,mrad,0.695474,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,forward,max_xy,um,1.94015,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,backward,x,um,1.84035,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,backward,y,um,1.72725,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,backward,tx,mrad,0.771028,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,backward,ty,mrad,0.589607,45
w256_d4_q14_data_s1,256,4,14,data,1,10 mm,backward,max_xy,um,1.71308,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,forward,x,um,1.82575,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,forward,y,um,2.00159,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,forward,tx,mrad,0.72439,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,forward,ty,mrad,0.856689,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,forward,max_xy,um,1.92593,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,backward,x,um,1.84601,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,backward,y,um,1.70322,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,backward,tx,mrad,0.65423,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,backward,ty,mrad,0.700257,45
w256_d4_q14_data_s1,256,4,14,data,1,100 mm,backward,max_xy,um,1.67219,45
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,forward,x,um,1.2282,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,forward,y,um,1.86039,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,forward,tx,mrad,0.371804,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,forward,ty,mrad,0.528009,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,forward,max_xy,um,1.22196,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,backward,x,um,1.5881,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,backward,y,um,1.61598,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,backward,tx,mrad,0.884588,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,backward,ty,mrad,0.596342,50
w256_d4_q14_data_s1,256,4,14,data,1,1000 mm,backward,max_xy,um,1.66493,50
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,forward,x,um,2.30436,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,forward,y,um,2.08476,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,forward,tx,mrad,1.44354,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,forward,ty,mrad,0.888726,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,forward,max_xy,um,2.30122,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,backward,x,um,2.00963,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,backward,y,um,1.81173,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,backward,tx,mrad,0.903573,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,backward,ty,mrad,0.768915,46
w256_d4_q14_data_s2,256,4,14,data,2,0.1 mm,backward,max_xy,um,2.00963,46
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,forward,x,um,2.12757,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,forward,y,um,1.97907,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,forward,tx,mrad,1.17262,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,forward,ty,mrad,0.797,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,forward,max_xy,um,2.05751,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,x,um,2.22048,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,y,um,1.72183,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,tx,mrad,1.06003,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,ty,mrad,0.604025,45
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,max_xy,um,2.18424,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,x,um,1.93813,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,y,um,1.99088,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,tx,mrad,0.792451,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,ty,mrad,0.836672,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,max_xy,um,2.01367,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,x,um,1.79585,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,y,um,1.79981,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,tx,mrad,0.725422,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,ty,mrad,0.84752,45
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,max_xy,um,1.76799,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,x,um,1.80135,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,y,um,2.0606,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,tx,mrad,0.729247,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,ty,mrad,0.852278,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,max_xy,um,1.84633,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,x,um,1.72891,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,y,um,1.68918,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,tx,mrad,0.705143,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,ty,mrad,0.570812,45
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,max_xy,um,1.73228,45
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,x,um,1.23854,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,y,um,1.74223,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,tx,mrad,0.436929,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,ty,mrad,0.523098,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,max_xy,um,1.49315,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,x,um,1.58489,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,y,um,1.77366,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,tx,mrad,0.65388,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,ty,mrad,0.715603,50
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,max_xy,um,1.57508,50
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,x,um,2.13248,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,y,um,2.32133,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,tx,mrad,1.03387,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,ty,mrad,1.30483,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,max_xy,um,2.13248,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,x,um,1.93943,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,y,um,1.98093,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,tx,mrad,0.695565,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,ty,mrad,0.986345,46
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,max_xy,um,1.93943,46
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,x,um,2.11038,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,y,um,2.23036,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,tx,mrad,1.00882,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,ty,mrad,1.18868,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,max_xy,um,2.11038,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,x,um,1.94704,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,y,um,2.03092,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,tx,mrad,0.680286,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,ty,mrad,1.0333,45
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,max_xy,um,1.94171,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,x,um,2.11411,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,y,um,2.23437,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,tx,mrad,1.05178,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,ty,mrad,1.16,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,max_xy,um,2.11411,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,x,um,1.95605,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,y,um,2.02626,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,tx,mrad,0.740834,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,ty,mrad,1.01102,45
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,max_xy,um,1.94055,45
w256_d4_q14_physics_s0,256,4,14,physics,0,100 mm,forward,x,um,2.33892,45
