rank,tag,arch,width,depth,q,mode,seed,best_column,best_median_um,single_step_full_crossing_um,n_parameters,multiply_adds,col_0.1_mm,col_1_mm,col_10_mm,col_100_mm,col_1000_mm,col_full_crossing
582,w64_d8_q04_data_s1,8x64,64,8,4,data,1,10 mm,5890.61,7541.11,30932,30400,64310.6,6793.65,5890.61,7749.1,12118.7,8167.13
583,w64_d4_q16_data_s2,4x64,64,4,16,data,2,100 mm,5915.47,4972.21,17412,17088,172486,8791.2,6359.11,5915.47,11338.7,7482.77
584,w64_d4_q06_data_s1,4x64,64,4,6,data,1,10 mm,5961.54,5780.65,14812,14528,181777,9884.72,5961.54,7284.13,8114.68,7679.62
585,w128_d2_q12_data_s2,2x128,128,2,12,data,2,full crossing,6075.6,4434.01,24244,23936,386789,138755,8269.94,9764.97,11037.5,6075.6
586,w64_d2_q16_data_s0,2x64,64,2,16,data,0,100 mm,6084.14,10869.8,9092,8896,178883,26570.8,10498.3,6084.14,9774.11,8655.73
587,w128_d2_q18_data_s0,2x128,128,2,18,data,0,full crossing,6094.5,5154.54,27340,27008,334818,130133,13589.3,8618.1,11361.2,6094.5
588,w128_d8_q06_data_s0,8x128,128,8,6,data,0,full crossing,6128.72,5022.34,120220,119168,165774,13873.8,7567.86,8655.1,8715.79,6128.72
589,w64_d2_q04_data_s2,2x64,64,2,4,data,2,full crossing,6144.01,6920.72,5972,5824,72369.6,30793,8516.25,9894.39,11034.6,6144.01
590,w32_d8_q06_data_s1,8x32,32,8,6,data,1,1 mm,6193.56,8870.57,8572,8288,14829.8,6193.56,7946.83,8663.91,9105.1,8737.48
591,w32_d4_q20_data_s1,4x32,32,4,20,data,1,1 mm,6198.76,7675.68,6196,5984,22173,6198.76,6218.29,7679.27,8704.36,10049.1
592,w128_d8_q02_data_s1,8x128,128,8,2,data,1,100 mm,6267.41,5718.99,118156,117120,233318,10284,7318.04,6267.41,10622.4,7084.79
593,w256_d8_q08_data_s1,8x256,256,8,8,data,1,10 mm,6275.89,6392.22,471844,469760,186105,12218.2,6275.89,6686.56,9080.81,6801.78
594,w64_d4_q12_data_s1,4x64,64,4,12,data,1,100 mm,6304.13,5851.53,16372,16064,46108.4,6487.92,6957.83,6304.13,10472.3,6789.3
595,w32_d8_q08_data_s0,8x32,32,8,8,data,0,1 mm,6319.44,9455.67,8836,8544,22973.9,6319.44,7865.76,9304.47,8499.99,10485.4
596,w64_d2_q06_data_s0,2x64,64,2,6,data,0,100 mm,6347.04,7114.5,6492,6336,103137,13206.1,7959.6,6347.04,6585.5,7236.29
597,w64_d2_q14_data_s0,2x64,64,2,14,data,0,1000 mm,6348.09,8864.2,8572,8384,104094,17360.9,7610.55,7729.67,6348.09,9428.46
598,w64_d8_q06_data_s0,8x64,64,8,6,data,0,full crossing,6361.87,5925.54,31452,30912,75930.2,14654,9299.55,10017.3,9260.39,6361.87
599,w32_d8_q16_data_s2,8x32,32,8,16,data,2,1 mm,6388.83,8751.81,9892,9568,14079,6388.83,7597.57,8882.78,9168.88,9680.34
600,w32_d2_q18_data_s0,2x32,32,2,18,data,0,10 mm,6395.38,10203.4,3820,3680,24251,7834.88,6395.38,12946.4,7601.86,10175
601,w128_d8_q10_data_s2,8x128,128,8,10,data,2,10 mm,6401.78,6988.25,122284,121216,122170,12133.2,6401.78,7485.45,13311.5,8516.35
602,w64_d8_q16_data_s0,8x64,64,8,16,data,0,100 mm,6415.12,9414.6,34052,33472,32632.5,9377.85,7093.94,6415.12,8180.9,9961.63
603,w128_d8_q20_data_s0,8x128,128,8,20,data,0,100 mm,6444.07,7096.64,127444,126336,116667,15112.4,6862.66,6444.07,12910.3,7056.51
604,w32_d4_q16_data_s0,4x32,32,4,16,data,0,10 mm,6445.21,6786.8,5668,5472,23670.5,6993.55,6445.21,6818.57,6855.23,9375.09
605,w64_d2_q08_data_s2,2x64,64,2,8,data,2,100 mm,6460.99,7233.94,7012,6848,125881,16293.8,6481.43,6460.99,8718.93,10311
606,w32_d8_q04_data_s0,8x32,32,8,4,data,0,10 mm,6476.88,7889.36,8308,8032,16729.7,7263.71,6476.88,9883.67,10453.1,9239.73
607,w256_d8_q04_data_s2,8x256,256,8,4,data,2,full crossing,6479.83,5782.4,467732,465664,243901,13080.8,9724.4,9883.51,9782.78,6479.83
608,w32_d2_q08_data_s1,2x32,32,2,8,data,1,10 mm,6526.51,9622.73,2500,2400,16731.7,11517,6526.51,8835.37,7673.05,9898.39
609,w128_d8_q16_data_s1,8x128,128,8,16,data,1,1000 mm,6530.56,4585.36,125380,124288,137294,14610.9,13899.5,10862.5,6530.56,8004.83
610,w256_d8_q16_data_s2,8x256,256,8,16,data,2,full crossing,6542.31,5959.82,480068,477952,171852,19363.6,8241.45,6587.61,10611.2,6542.31
611,w256_d8_q16_data_s0,8x256,256,8,16,data,0,1000 mm,6572.59,5959.82,480068,477952,174904,20303.8,11139.4,9680.42,6572.59,8737.37
612,w64_d2_q16_data_s1,2x64,64,2,16,data,1,100 mm,6593.58,10869.8,9092,8896,72284.3,8745.15,9809.12,6593.58,8704.68,11567.9
613,w128_d8_q14_data_s0,8x128,128,8,14,data,0,full crossing,6622.44,6142.59,124348,123264,195173,15205.2,9946.49,10014,7275.68,6622.44
614,w64_d8_q10_data_s0,8x64,64,8,10,data,0,10 mm,6630.01,7286.65,32492,31936,80128.2,9473.73,6630.01,8922.02,10647.1,8157.89
615,w128_d8_q12_data_s1,8x128,128,8,12,data,1,100 mm,6657.73,7109.69,123316,122240,112329,18731.7,6710.09,6657.73,7540.34,7466.13
616,w64_d2_q02_data_s1,2x64,64,2,2,data,1,full crossing,6706.6,6812.24,5452,5312,189878,27107.1,11409.2,8250.15,8349.21,6706.6
617,w256_d8_q08_data_s2,8x256,256,8,8,data,2,10 mm,6738.13,6392.22,471844,469760,168658,26789,6738.13,7919,6890.23,6936.55
618,w32_d8_q16_data_s1,8x32,32,8,16,data,1,10 mm,6738.29,8751.81,9892,9568,17241.5,7190.85,6738.29,7842.73,7338.99,9031.62
619,w256_d8_q12_data_s1,8x256,256,8,12,data,1,100 mm,6745.04,5286.83,475956,473856,151095,14202.2,7855.58,6745.04,7406.07,7294.45
620,w128_d8_q12_data_s2,8x128,128,8,12,data,2,10 mm,6754.25,7109.69,123316,122240,263374,15697.8,6754.25,7412.86,10870.2,11113.6
621,w64_d8_q12_data_s2,8x64,64,8,12,data,2,100 mm,6757.94,6803.31,33012,32448,60773,10808.3,9915.87,6757.94,8701.52,9143.44
622,w64_d2_q08_data_s1,2x64,64,2,8,data,1,1000 mm,6782.44,7233.94,7012,6848,156939,73519,18104.4,9324.48,6782.44,8004.06
623,w256_d8_q02_data_s2,8x256,256,8,2,data,2,100 mm,6824.58,4977.95,465676,463616,209658,13335,9666.5,6824.58,9987.1,6927.75
624,w128_d8_q18_data_s0,8x128,128,8,18,data,0,1000 mm,6828.78,6286.51,126412,125312,135955,14242.9,8063.42,7902.39,6828.78,6972.18
625,w128_d8_q18_data_s2,8x128,128,8,18,data,2,full crossing,6832.96,6286.51,126412,125312,124624,20160,10926.8,9363.02,7649.26,6832.96
626,w64_d2_q04_data_s1,2x64,64,2,4,data,1,100 mm,6834.11,6920.72,5972,5824,98855,17287.2,7965.93,6834.11,7492.01,7874.87
627,w64_d2_q14_data_s2,2x64,64,2,14,data,2,10 mm,6836.74,8864.2,8572,8384,67962.8,9828.44,6836.74,6963.21,6849.61,10406.8
628,w256_d8_q20_data_s1,8x256,256,8,20,data,1,100 mm,6860.28,6880.5,484180,482048,191416,14136.1,8935.6,6860.28,9214.43,7383.28
629,w32_d4_q18_data_s1,4x32,32,4,18,data,1,1 mm,6867.04,7750.19,5932,5728,28516.9,6867.04,8077.98,8089.91,8814.57,10110.5
630,w64_d2_q16_data_s2,2x64,64,2,16,data,2,10 mm,6867.58,10869.8,9092,8896,70800.2,9513.84,6867.58,8774.45,9603.88,11496.6
631,w32_d2_q02_data_s1,2x32,32,2,2,data,1,1000 mm,6907.31,8623.41,1708,1632,11226.6,10564.7,7184.86,7007.97,6907.31,8489.51
632,w256_d8_q20_data_s2,8x256,256,8,20,data,2,100 mm,6909.13,6880.5,484180,482048,153988,21910.3,9607.71,6909.13,8264.04,7699.71
633,w128_d8_q14_data_s1,8x128,128,8,14,data,1,10 mm,6910,6142.59,124348,123264,137701,17156.8,6910,8158.44,7555.01,8017.01
634,w32_d8_q02_data_s2,8x32,32,8,2,data,2,10 mm,6922.37,7704.34,8044,7776,32039.7,8688.68,6922.37,9878.69,8257.02,8270.79
635,w64_d2_q20_data_s1,2x64,64,2,20,data,1,10 mm,6936.23,10183.4,10132,9920,103395,16893.2,6936.23,7550.83,8164.37,9590.07
636,w128_d8_q08_data_s1,8x128,128,8,8,data,1,100 mm,6948.9,4850.57,121252,120192,103420,10574.1,7802.22,6948.9,10738,8792.35
637,w32_d4_q12_data_s1,4x32,32,4,12,data,1,10 mm,6963.65,6455.29,5140,4960,19410.8,8733.06,6963.65,9180.1,9964.36,8323.68
638,w32_d8_q08_data_s1,8x32,32,8,8,data,1,1 mm,6989.8,9455.67,8836,8544,16844,6989.8,8156.61,8228.31,8355.22,10162.3
639,w32_d4_q14_data_s0,4x32,32,4,14,data,0,100 mm,6989.86,6995.49,5404,5216,51221.4,7965.62,7670.98,6989.86,7203.45,7618.49
640,w32_d8_q18_data_s1,8x32,32,8,18,data,1,1 mm,6999.87,9486.89,10156,9824,10313.5,6999.87,8831.72,7965.36,8447.31,10886.7
641,w64_d2_q06_data_s2,2x64,64,2,6,data,2,10 mm,7005.79,7114.5,6492,6336,117121,31202,7005.79,7736.99,8853.71,7815.85
642,w64_d8_q12_data_s0,8x64,64,8,12,data,0,full crossing,7021.25,6803.31,33012,32448,94610.7,15655.2,9038.14,10371.2,8090.2,7021.25
643,w64_d2_q02_data_s2,2x64,64,2,2,data,2,100 mm,7030.46,6812.24,5452,5312,124618,13831.3,7679.23,7030.46,9572.68,9092.71
644,w32_d8_q20_data_s2,8x32,32,8,20,data,2,1 mm,7058.48,9042.41,10420,10080,16857.4,7058.48,8303.66,7732.86,7950.61,9391.13
645,w32_d4_q18_data_s2,4x32,32,4,18,data,2,10 mm,7069.58,7750.19,5932,5728,13235.4,8391.1,7069.58,8316.41,12750.6,8328
646,w64_d8_q18_data_s0,8x64,64,8,18,data,0,10 mm,7075.35,8022.54,34572,33984,37413.9,8181.19,7075.35,7622.03,8318.7,9101.31
647,w32_d8_q06_data_s2,8x32,32,8,6,data,2,10 mm,7105.5,8870.57,8572,8288,17848.2,8538.05,7105.5,7191.89,7338.59,10766.2
648,w32_d2_q14_data_s0,2x32,32,2,14,data,0,100 mm,7114.44,9876.78,3292,3168,15555.8,8584.23,7191.43,7114.44,7314.09,11467.3
649,w32_d8_q12_data_s2,8x32,32,8,12,data,2,full crossing,7128.1,7639.93,9364,9056,16381.5,8805.15,7942.4,8275.52,9759.85,7128.1
650,w32_d8_q14_data_s0,8x32,32,8,14,data,0,10 mm,7135.41,10130.5,9628,9312,14612,8841.19,7135.41,8251.71,7623.44,10225.9
651,w32_d4_q14_data_s1,4x32,32,4,14,data,1,full crossing,7141.12,6995.49,5404,5216,12267,8330.8,10421.3,11729.6,8503.58,7141.12
652,w32_d8_q06_data_s0,8x32,32,8,6,data,0,1 mm,7171.27,8870.57,8572,8288,15710.4,7171.27,7825.68,7854.01,8062.01,9420.98
653,w64_d8_q10_data_s1,8x64,64,8,10,data,1,10 mm,7174.1,7286.65,32492,31936,27272.9,12474,7174.1,7920.18,11580.6,7664.38
654,w32_d2_q10_data_s1,2x32,32,2,10,data,1,1000 mm,7179.1,9614.8,2764,2656,17017.2,7835.23,7302.26,7375.86,7179.1,10553.5
655,w64_d2_q02_data_s0,2x64,64,2,2,data,0,full crossing,7181.3,6812.24,5452,5312,242485,38014.4,10234.8,7735.67,10000.5,7181.3
656,w32_d2_q02_data_s2,2x32,32,2,2,data,2,10 mm,7194.1,8623.41,1708,1632,37272.6,14858,7194.1,7745.23,7507.57,9488.01
657,w64_d2_q10_data_s1,2x64,64,2,10,data,1,1000 mm,7228.37,8665.67,7532,7360,199036,67851.6,9468.79,8173.33,7228.37,9148.78
658,w32_d4_q08_data_s2,4x32,32,4,8,data,2,100 mm,7239.24,8485.63,4612,4448,18340.3,9700.2,8054.8,7239.24,7884.79,9131.84
659,w32_d8_q10_data_s0,8x32,32,8,10,data,0,10 mm,7311.22,9660.97,9100,8800,17473.3,10674.5,7311.22,8121.63,8378.59,10461.7
660,w64_d2_q18_data_s2,2x64,64,2,18,data,2,10 mm,7312.19,9669.89,9612,9408,156481,14239.1,7312.19,7762.03,11184,9918.01
661,w32_d2_q20_data_s0,2x32,32,2,20,data,0,1 mm,7312.24,9717.11,4084,3936,9799.64,7312.24,7506.87,7505.57,7621.74,10829.6
662,w64_d8_q08_data_s0,8x64,64,8,8,data,0,100 mm,7350.76,6145.58,31972,31424,104377,13787.9,8012.25,7350.76,8001.58,8499.26
663,w32_d8_q18_data_s2,8x32,32,8,18,data,2,10 mm,7355.63,9486.89,10156,9824,14941.4,7464.05,7355.63,8029.77,8176.15,10091.1
664,w64_d8_q20_data_s0,8x64,64,8,20,data,0,10 mm,7372.66,7510.56,35092,34496,53769.3,12167.9,7372.66,10683.3,7634.91,8008.99
665,w64_d8_q06_data_s2,8x64,64,8,6,data,2,100 mm,7393.51,5925.54,31452,30912,62742,11281.7,8407.84,7393.51,9698.74,10838.9
666,w32_d8_q18_data_s0,8x32,32,8,18,data,0,1000 mm,7405.45,9486.89,10156,9824,13463.3,7424.81,7575.66,8154.58,7405.45,9149.98
667,w32_d4_q20_data_s2,4x32,32,4,20,data,2,1000 mm,7447.05,7675.68,6196,5984,30673.1,15250.9,8041.69,8301.6,7447.05,7784.99
668,w32_d2_q04_data_s1,2x32,32,2,4,data,1,1 mm,7454.28,9679.96,1972,1888,22475.6,7454.28,7659.95,7585.63,7917.2,11515.3
669,w32_d2_q18_data_s2,2x32,32,2,18,data,2,10 mm,7459.54,10203.4,3820,3680,20356.1,7516.56,7459.54,7498.46,7552.41,11046.9
670,w32_d8_q12_data_s1,8x32,32,8,12,data,1,10 mm,7473.62,7639.93,9364,9056,12342.1,11203.8,7473.62,8549.52,9506.94,10232.6
671,w128_d8_q20_data_s1,8x128,128,8,20,data,1,full crossing,7494.37,7096.64,127444,126336,123208,14071.8,8622.19,7898.65,10798.3,7494.37
672,w64_d8_q20_data_s2,8x64,64,8,20,data,2,1000 mm,7495.16,7510.56,35092,34496,22356.9,7708.51,8011.93,7750.48,7495.16,8930.61
673,w32_d2_q16_data_s2,2x32,32,2,16,data,2,100 mm,7503.94,10019.6,3556,3424,28289.6,12123.6,9070.22,7503.94,8174.63,8756.61
674,w64_d2_q20_data_s2,2x64,64,2,20,data,2,100 mm,7504.95,10183.4,10132,9920,51509.9,9458.55,7543.12,7504.95,7590.74,10580.1
675,w64_d8_q16_data_s1,8x64,64,8,16,data,1,100 mm,7519.38,9414.6,34052,33472,89370.8,15651.6,8378.07,7519.38,9077.93,10232.5
676,w32_d2_q08_data_s0,2x32,32,2,8,data,0,10 mm,7531.88,9622.73,2500,2400,77183.2,8176.25,7531.88,7643.52,7760.46,9980.04
677,w32_d2_q12_data_s2,2x32,32,2,12,data,2,1000 mm,7547.68,8996.91,3028,2912,36931.5,8850.75,7713.32,7548.29,7547.68,10258
678,w32_d8_q10_data_s1,8x32,32,8,10,data,1,100 mm,7565.07,9660.97,9100,8800,31341.7,8994.49,8510.79,7565.07,7899.54,10444.1
679,w32_d8_q10_data_s2,8x32,32,8,10,data,2,10 mm,7591.93,9660.97,9100,8800,12525.5,10305,7591.93,8338.07,9136.55,9150.53
680,w32_d4_q02_data_s2,4x32,32,4,2,data,2,100 mm,7597.49,7655.54,3820,3680,13410.4,7891.56,8813.97,7597.49,7803.22,8737.32
681,w32_d2_q20_data_s2,2x32,32,2,20,data,2,10 mm,7614.43,9717.11,4084,3936,16163.3,8773.29,7614.43,7882.16,8290.48,10485.3
682,w32_d2_q02_data_s0,2x32,32,2,2,data,0,1 mm,7652.26,8623.41,1708,1632,17918.8,7652.26,8621.98,9143.91,9243.95,9807.65
683,w128_d8_q10_data_s1,8x128,128,8,10,data,1,full crossing,7653.53,6988.25,122284,121216,106078,19557.6,11564.2,9681.82,10305.3,7653.53
684,w64_d2_q04_data_s0,2x64,64,2,4,data,0,full crossing,7654.06,6920.72,5972,5824,105037,27053,8588.23,7665.48,10577.9,7654.06
685,w32_d2_q06_data_s2,2x32,32,2,6,data,2,1000 mm,7706.66,9627.26,2236,2144,37886.9,9282.16,8783.32,7791.01,7706.66,7866.71
686,w32_d2_q16_data_s0,2x32,32,2,16,data,0,10 mm,7771.72,10019.6,3556,3424,19220.8,7792.9,7771.72,7795.32,7841.07,10706.9
687,w64_d8_q18_data_s1,8x64,64,8,18,data,1,100 mm,7772.3,8022.54,34572,33984,74530.2,11267.5,8905.94,7772.3,9254.03,10580.8
688,w32_d8_q14_data_s2,8x32,32,8,14,data,2,10 mm,7788.47,10130.5,9628,9312,15538,9363.46,7788.47,7800.12,8288.53,10921.2
689,w64_d8_q18_data_s2,8x64,64,8,18,data,2,full crossing,7790.2,8022.54,34572,33984,135308,12289.7,8419.22,9062.61,12848.1,7790.2
690,w64_d2_q14_data_s1,2x64,64,2,14,data,1,1000 mm,7817.49,8864.2,8572,8384,144146,10982.5,9000.4,8540.89,7817.49,9234.16
691,w32_d8_q14_data_s1,8x32,32,8,14,data,1,1 mm,7969.22,10130.5,9628,9312,30672.5,7969.22,8756.33,9384.21,8731.82,13459.6
692,w128_d8_q20_data_s2,8x128,128,8,20,data,2,10 mm,7981.68,7096.64,127444,126336,167302,17798.1,7981.68,8840.31,8175.24,8434.34
693,w64_d2_q06_data_s1,2x64,64,2,6,data,1,100 mm,7986.18,7114.5,6492,6336,133294,19884.6,10279.1,7986.18,11049.5,9193.82
694,w64_d2_q10_data_s2,2x64,64,2,10,data,2,10 mm,7987.62,8665.67,7532,7360,126472,8590.74,7987.62,8775.87,8370.63,10510.5
695,w32_d8_q12_data_s0,8x32,32,8,12,data,0,full crossing,7993.74,7639.93,9364,9056,24538.5,10456.7,8846.65,8227.1,10230.2,7993.74
696,w32_d2_q04_data_s0,2x32,32,2,4,data,0,100 mm,8019.82,9679.96,1972,1888,10790.4,8920.29,8173.19,8019.82,8140,10756.1
697,w32_d2_q18_data_s1,2x32,32,2,18,data,1,1 mm,8044.39,10203.4,3820,3680,10109.6,8044.39,8320.66,8701.34,8633.26,10872.8
698,w32_d8_q20_data_s1,8x32,32,8,20,data,1,1 mm,8048.4,9042.41,10420,10080,12399.5,8048.4,10549.1,8665.22,8524.01,10207.3
699,w32_d2_q06_data_s1,2x32,32,2,6,data,1,100 mm,8071.26,9627.26,2236,2144,23299.8,10611.2,8154.44,8071.26,8099.1,10104.2
700,w64_d2_q12_data_s1,2x64,64,2,12,data,1,1000 mm,8074.64,9536.39,8052,7872,71426.9,8337.7,8347.41,8310.46,8074.64,10445.7
701,w32_d8_q04_data_s1,8x32,32,8,4,data,1,100 mm,8115.29,7889.36,8308,8032,13870.3,8320.35,8131.21,8115.29,8290.15,8460.19
702,w32_d8_q16_data_s0,8x32,32,8,16,data,0,1000 mm,8117.4,8751.81,9892,9568,10248.2,10450.1,8511.07,8191,8117.4,8788.74
703,w32_d2_q12_data_s1,2x32,32,2,12,data,1,1000 mm,8125.86,8996.91,3028,2912,24081.1,8724.73,8416.6,8378.14,8125.86,9806.56
704,w64_d2_q18_data_s1,2x64,64,2,18,data,1,1000 mm,8175.5,9669.89,9612,9408,238061,10359.1,8318.31,8583.79,8175.5,9661.5
705,w32_d8_q02_data_s0,8x32,32,8,2,data,0,100 mm,8196.06,7704.34,8044,7776,26785.1,9230.63,8924.79,8196.06,8936.55,9572.36
706,w32_d2_q06_data_s0,2x32,32,2,6,data,0,100 mm,8218.64,9627.26,2236,2144,10904.4,8636.91,9383.11,8218.64,8297.07,11327.9
707,w32_d2_q16_data_s1,2x32,32,2,16,data,1,1 mm,8251.42,10019.6,3556,3424,37907.3,8251.42,8385.18,9364.99,10380.6,13874.8
708,w32_d2_q20_data_s1,2x32,32,2,20,data,1,10 mm,8276.8,9717.11,4084,3936,10035.5,8960.79,8276.8,8729.03,8544.61,9892.72
709,w32_d4_q08_data_s0,4x32,32,4,8,data,0,1000 mm,8281.59,8485.63,4612,4448,13097.3,8347.94,8385.22,8353.21,8281.59,10567.2
710,w32_d2_q08_data_s2,2x32,32,2,8,data,2,1 mm,8300.68,9622.73,2500,2400,10761.1,8300.68,8547.65,8976.65,8644.59,11326.5
711,w32_d2_q10_data_s0,2x32,32,2,10,data,0,10 mm,8521.01,9614.8,2764,2656,14007.5,10338.9,8521.01,15638.3,8954.38,9561.97
712,w32_d2_q04_data_s2,2x32,32,2,4,data,2,1000 mm,8660.56,9679.96,1972,1888,23387.2,8712.95,8732.7,8941.81,8660.56,9333.48
713,w64_d2_q12_data_s2,2x64,64,2,12,data,2,100 mm,8725.27,9536.39,8052,7872,137199,9018.64,11151.4,8725.27,9030.29,9997.45
714,w32_d2_q14_data_s1,2x32,32,2,14,data,1,10 mm,9051.03,9876.78,3292,3168,18387.6,11375.7,9051.03,13952.6,9929.62,10391
715,w64_d2_q18_data_s0,2x64,64,2,18,data,0,1000 mm,9269.76,9669.89,9612,9408,262962,26630.1,12703.1,9529.17,9269.76,9968.09
716,w32_d2_q12_data_s0,2x32,32,2,12,data,0,full crossing,9351.02,8996.91,3028,2912,35340.8,12852.3,10669.6,23143.1,13592.5,9351.02
717,w64_d2_q10_data_s0,2x64,64,2,10,data,0,full crossing,9510.07,8665.67,7532,7360,152849,16191.5,10919.7,10369.4,10607.5,9510.07
718,w64_d2_q20_data_s0,2x64,64,2,20,data,0,1000 mm,9849.51,10183.4,10132,9920,187933,15876.9,9947.31,10441.5,9849.51,11199.7
719,w32_d2_q14_data_s2,2x32,32,2,14,data,2,1 mm,10155.6,9876.78,3292,3168,19554,10155.6,10241.3,11846.8,11620.9,10733.4
720,w32_d2_q10_data_s2,2x32,32,2,10,data,2,full crossing,10477.6,9614.8,2764,2656,65447.6,14747.7,14533,14637.4,14845.9,10477.6
