tag,width,depth,q,mode,seed,column,direction,component,reference,unit,median_abs,p95_abs,mean,rms,n,n_steps
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,tx,hit,mrad,6.8169,903.259,-52.1892,309.545,500,5176
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,ty,hit,mrad,0.604196,24.7245,0.704159,10.0145,500,5176
w256_d4_q14_data_s2,256,4,14,data,2,1 mm,backward,max_xy,hit,um,22855.6,2.23992e+06,361394,822847,500,5176
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,x,fine,um,1642.8,52767.1,17366.2,256632,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,y,fine,um,826.44,15808.3,-1047.9,14830.9,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,tx,fine,mrad,0.550243,22.8726,-4.00871,94.6645,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,ty,fine,mrad,0.310043,6.70488,-0.0124825,4.4858,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,max_xy,fine,um,2262.66,52767.1,40109.9,256651,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,x,hit,um,2317.37,54832,18007.7,257422,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,y,hit,um,1442.97,16546.7,-1030.24,15921.3,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,tx,hit,mrad,0.80631,23.1001,-3.94503,95.0169,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,ty,hit,mrad,0.54582,8.01733,-0.0422868,4.83142,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,all,max_xy,hit,um,3129.38,59225.3,41498,257499,1000,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,x,fine,um,1436.5,38816.2,5182.71,58304.5,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,y,fine,um,960.498,12404.9,-559.249,6369.82,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,tx,fine,mrad,0.447906,16.472,1.38167,25.8434,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,ty,fine,mrad,0.30869,6.55877,-0.301729,3.69426,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,max_xy,fine,um,2176.12,38816.2,12350.8,58374.8,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,x,hit,um,2242.24,35865.5,6045.95,58771.2,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,y,hit,um,1706.74,14688.5,-600.512,9754.26,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,tx,hit,mrad,0.698527,16.9733,1.70321,26.2476,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,ty,hit,mrad,0.5499,7.7662,-0.313206,4.16552,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,forward,max_xy,hit,um,3106.88,39997.3,14194.2,59288.4,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,x,fine,um,1862.42,96061.7,29549.6,358218,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,y,fine,um,752.965,18482,-1536.55,19983.5,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,tx,fine,mrad,0.627445,39.9333,-9.39908,131.358,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,ty,fine,mrad,0.31743,7.85469,0.276764,5.15725,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,max_xy,fine,um,2435.55,96061.7,67868.9,358235,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,x,hit,um,2369.14,99044.2,29969.5,359275,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,y,hit,um,1255.59,20109.2,-1459.96,20293.6,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,tx,hit,mrad,0.910878,41.1491,-9.59327,131.786,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,ty,hit,mrad,0.525028,8.31997,0.228632,5.41606,500,518
w256_d4_q14_data_s2,256,4,14,data,2,10 mm,backward,max_xy,hit,um,3162.92,99044.2,68801.8,359300,500,518
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,x,fine,um,1525.92,28276.4,1702.09,16000.6,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,y,fine,um,941.638,18051.2,1144.52,8783.67,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,tx,fine,mrad,0.568088,10.9903,-0.420108,5.57336,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,ty,fine,mrad,0.293979,5.47419,-0.0834136,2.88834,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,max_xy,fine,um,2122.22,33997,7333.77,16943.1,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,x,hit,um,2383.39,28870,2343.62,16654.8,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,y,hit,um,1519.06,20717.3,1162.18,10534,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,tx,hit,mrad,0.885558,11.6507,-0.356435,5.80279,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,ty,hit,mrad,0.52406,6.55617,-0.113218,3.39308,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,all,max_xy,hit,um,3323.86,37083.2,8742.22,18434.3,1000,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,x,fine,um,1413.74,26320.5,1416.55,15665,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,y,fine,um,1008.97,13008.9,546.967,6641.93,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,tx,fine,mrad,0.545038,9.76953,0.249889,4.69933,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,ty,fine,mrad,0.312571,5.01367,0.105827,2.30215,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,max_xy,fine,um,2020.47,27183.6,6762.72,16131.9,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,x,hit,um,2706.41,27252.4,2279.78,16109.3,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,y,hit,um,1687.1,16676.4,505.703,10013.5,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,tx,hit,mrad,0.905683,10.0957,0.571428,4.91822,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,ty,hit,mrad,0.497678,5.75427,0.094351,2.98109,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,forward,max_xy,hit,um,3539.13,32797.8,8570.02,18177.1,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,x,fine,um,1668.5,34042.3,1987.63,16329.3,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,y,fine,um,860.883,24370.1,1742.08,10497.2,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,tx,fine,mrad,0.578359,12.3878,-1.0901,6.3278,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,ty,fine,mrad,0.279948,6.99958,-0.272654,3.37419,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,max_xy,fine,um,2301.27,40372.7,7904.83,17717.2,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,x,hit,um,2128.34,32476,2407.46,17183,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,y,hit,um,1371.32,25518.6,1818.66,11029.9,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,tx,hit,mrad,0.822383,13.4891,-1.2843,6.5693,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,ty,hit,mrad,0.54222,7.33076,-0.320787,3.7602,500,52
w256_d4_q14_data_s2,256,4,14,data,2,100 mm,backward,max_xy,hit,um,3064.35,43371.2,8914.42,18688,500,52
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,x,fine,um,1733.67,35996.5,-418.824,16376.4,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,y,fine,um,920.571,18258.9,542.582,8452.36,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,tx,fine,mrad,1.1368,23.0765,-1.8337,16.6871,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,ty,fine,mrad,0.36131,6.76933,-0.110069,3.29244,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,max_xy,fine,um,2430.95,37770.4,8040.62,17285.5,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,x,hit,um,2071.1,34800.8,222.711,16849.2,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,y,hit,um,1549.82,20628.1,560.243,10096.2,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,tx,hit,mrad,0.994968,23.7886,-1.77003,16.8701,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,ty,hit,mrad,0.604009,7.78156,-0.139873,3.76169,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,all,max_xy,hit,um,3094.01,39642.2,8990.14,18545,1000,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,x,fine,um,1822.73,36730.3,-1409.87,17925.7,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,y,fine,um,783.866,18028.2,57.4282,8357.61,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,tx,fine,mrad,0.786883,32.3387,-4.50125,21.9461,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,ty,fine,mrad,0.273675,7.86791,-0.0588317,3.61233,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,max_xy,fine,um,2526.98,39730.1,8652.17,18729.7,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,x,hit,um,2282.74,36115.7,-546.636,18707.7,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,y,hit,um,1695.63,21137.6,16.1648,11181.4,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,tx,hit,mrad,0.874375,35.2553,-4.17972,22.4905,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,ty,hit,mrad,0.532972,9.35929,-0.0703078,4.15402,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,forward,max_xy,hit,um,3426.97,43321.4,9968.25,20793.8,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,x,fine,um,1690.61,29683.1,572.227,14664.3,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,y,fine,um,974.158,18270.4,1027.74,8546.05,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,tx,fine,mrad,1.37123,20.5408,0.833848,8.67677,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,ty,fine,mrad,0.452818,6.32909,-0.161306,2.93792,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,max_xy,fine,um,2366.33,35107.7,7429.07,15709.1,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,x,hit,um,1854.96,33063.2,992.059,14758.6,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,y,hit,um,1386.4,19221.4,1104.32,8879.27,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,tx,hit,mrad,1.15564,18.4358,0.639655,7.96128,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,ty,hit,mrad,0.688478,6.23104,-0.209438,3.32337,500,5
w256_d4_q14_data_s2,256,4,14,data,2,1000 mm,backward,max_xy,hit,um,2882.73,35768.8,8012.04,15982.8,500,5
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,x,fine,um,1169.01,22384.2,142.839,10642.8,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,y,fine,um,685.531,11560.6,119.585,5881.1,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,tx,fine,mrad,0.470201,8.42493,0.0794196,3.53979,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,ty,fine,mrad,0.392966,6.17875,-0.284178,3.09023,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,max_xy,fine,um,1575.02,25216.4,5067.74,11408.9,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,x,hit,um,1731.18,23963.7,784.375,11636.5,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,y,hit,um,1241.72,13265.3,137.246,8185.22,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,tx,hit,mrad,0.734054,9.11516,0.143092,4.0107,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,ty,hit,mrad,0.58877,6.78793,-0.313982,3.57119,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,all,max_xy,hit,um,2474.2,29068,6612.5,13391.5,1000,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,x,fine,um,1068.2,15431.4,550.925,7518.96,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,y,fine,um,768.849,9337.82,197.372,4291.61,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,tx,fine,mrad,0.415033,4.96359,0.0921789,2.38495,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,ty,fine,mrad,0.377629,6.62365,-0.265315,3.42302,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,max_xy,fine,um,1642.36,18932.1,4059.7,8080.3,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,x,hit,um,1737.55,21370.4,1414.16,9111.2,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,y,hit,um,1340.28,11389.8,156.109,8440.79,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,tx,hit,mrad,0.6552,7.61578,0.413718,3.03683,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,ty,hit,mrad,0.586335,8.18864,-0.276791,3.93234,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,forward,max_xy,hit,um,2631.8,23366.7,6239.81,11839.5,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,x,fine,um,1256.4,29281.4,-265.246,13038.6,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,y,fine,um,574.392,14168.6,41.7974,7124.37,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,tx,fine,mrad,0.546867,11.0073,0.0666602,4.40139,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,ty,fine,mrad,0.432936,5.79571,-0.30304,2.71698,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,max_xy,fine,um,1502.47,32632.9,6075.78,13965.5,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,x,hit,um,1718.65,30587.3,154.587,13704.1,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,y,hit,um,1053.16,16022.4,118.384,7921.41,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,tx,hit,mrad,0.801906,10.5898,-0.127533,4.79053,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,ty,hit,mrad,0.590279,6.04359,-0.351173,3.16916,500,1
w256_d4_q14_data_s2,256,4,14,data,2,full crossing,backward,max_xy,hit,um,2320.06,33335.6,6985.19,14781.5,500,1
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,x,fine,um,151771,665507,25716.3,310951,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,y,fine,um,5705.55,71534.2,-1127.3,28845.5,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,tx,fine,mrad,40.9579,217.128,7.11084,103.672,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,ty,fine,mrad,2.34231,18.5966,0.335421,9.3166,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,max_xy,fine,um,151771,665507,227076,310959,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,x,hit,um,152409,671950,26367.1,313817,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,y,hit,um,5624.71,70847,-1277.48,29293.6,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,tx,hit,mrad,41.5501,219.35,7.18691,104.8,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,ty,hit,mrad,2.31422,18.8651,0.294935,9.41767,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,all,max_xy,hit,um,152409,671950,229224,313826,500,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,x,fine,um,190535,774331,39324.1,379199,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,y,fine,um,3413.99,30187.4,-870.243,16705.5,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,tx,fine,mrad,61.3654,268.578,18.1622,136.01,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,ty,fine,mrad,1.44603,17.9919,-0.407005,9.183,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,max_xy,fine,um,190535,774331,278143,379199,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,x,hit,um,191088,776351,40296.4,382426,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,y,hit,um,3616.99,32311.4,-1063.07,17853.1,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,tx,hit,mrad,61.4926,269.159,18.4934,137.327,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,ty,hit,mrad,1.58921,18.5027,-0.477768,9.38268,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,forward,max_xy,hit,um,191088,776351,280776,382426,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,x,fine,um,138959,451064,12108.4,222684,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,y,fine,um,8688.77,86709.5,-1384.35,37216.3,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,tx,fine,mrad,34.5078,93.8735,-3.9405,54.7448,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,ty,fine,mrad,3.27399,19.0041,1.07785,9.4483,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,max_xy,fine,um,138959,451064,176010,222706,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,x,hit,um,138529,457017,12437.7,225195,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,y,hit,um,9067.56,84854.4,-1491.88,37383.1,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,tx,hit,mrad,34.7827,95.8676,-4.11963,55.7466,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,ty,hit,mrad,3.29985,18.9528,1.06764,9.45253,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,0.1 mm,backward,max_xy,hit,um,138529,457017,177673,225219,250,51759
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,x,fine,um,149406,676690,25297.7,323815,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,y,fine,um,5338.08,68465,-2682.62,28190.6,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,tx,fine,mrad,40.4024,231.523,5.20982,107.552,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,ty,fine,mrad,2.24143,18.4856,0.814874,8.90523,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,max_xy,fine,um,149406,676690,230033,323829,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,x,hit,um,150345,690148,25939.3,326788,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,y,hit,um,5431.18,69448.4,-2664.96,28742.3,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,tx,hit,mrad,40.9094,234.538,5.2735,108.731,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,ty,hit,mrad,2.26325,18.7104,0.78507,8.98835,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,all,max_xy,hit,um,150345,690148,232239,326801,1000,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,x,fine,um,186327,860115,33955.2,397215,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,y,fine,um,2999.34,31997.4,-516.846,16026.1,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,tx,fine,mrad,61.1359,285.246,15.2304,141.431,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,ty,fine,mrad,1.31933,18.05,-0.259899,8.11083,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,max_xy,fine,um,186327,860115,284352,397215,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,x,hit,um,187620,868588,34818.5,400746,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,y,hit,um,3209.58,36076.6,-558.109,17713.1,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,tx,hit,mrad,61.2709,285.892,15.5519,142.852,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,ty,hit,mrad,1.37511,18.367,-0.271376,8.32879,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,forward,max_xy,hit,um,187620,868588,287095,400746,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,x,fine,um,135292,490120,16640.2,227888,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,y,fine,um,8894.05,82626.1,-4848.4,36504.5,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,tx,fine,mrad,33.7162,112.721,-4.81073,55.9645,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,ty,fine,mrad,3.42139,18.9952,1.88965,9.63436,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,max_xy,fine,um,135292,490120,175714,227927,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,x,hit,um,135899,492948,17060.1,230183,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,y,hit,um,9071.48,80639.2,-4771.82,36585.4,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,tx,hit,mrad,34.2272,114.814,-5.00492,56.906,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,ty,hit,mrad,3.46492,18.9268,1.84151,9.60271,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,1 mm,backward,max_xy,hit,um,135899,492948,177383,230219,500,5176
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,x,fine,um,121943,569936,16365.1,280528,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,y,fine,um,5226.41,64776.3,-2378.16,26952.4,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,tx,fine,mrad,34.6284,189.05,3.0839,93.5024,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,ty,fine,mrad,2.08932,17.5207,0.837078,8.43071,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,max_xy,fine,um,121943,569936,193583,280571,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,x,hit,um,122783,582255,17006.6,283377,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,y,hit,um,5184.12,66763.6,-2360.5,27561.6,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,tx,hit,mrad,34.5996,192.084,3.14758,94.6445,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,ty,hit,mrad,2.16945,17.5706,0.807274,8.53689,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,all,max_xy,hit,um,122783,582255,195758,283414,1000,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,x,fine,um,152919,722988,19229.9,343550,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,y,fine,um,2812.5,32236,-194.248,15809.7,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,tx,fine,mrad,51.7001,247.713,10.4354,122.484,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,ty,fine,mrad,1.18161,17.5462,-0.0861961,7.82404,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,max_xy,fine,um,152919,722988,238578,343550,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,x,hit,um,154010,729172,20093.1,346923,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,y,hit,um,3161.19,34405.9,-235.511,17556.5,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,tx,hit,mrad,52.1707,252.885,10.7569,123.857,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,ty,hit,mrad,1.30217,17.5706,-0.0976722,8.06274,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,forward,max_xy,hit,um,154010,729172,241321,346923,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,x,fine,um,109872,419170,13500.3,198407,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,y,fine,um,8501.13,77672.3,-4562.07,34683.2,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,tx,fine,mrad,27.4167,101.274,-4.26758,49.8313,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,ty,fine,mrad,3.13999,17.4429,1.76035,8.99656,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,max_xy,fine,um,109872,419170,148587,198529,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,x,hit,um,110870,420423,13920.1,200624,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,y,hit,um,8780.13,76926.6,-4485.48,34800.1,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,tx,hit,mrad,28.412,102.641,-4.46178,50.7401,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,ty,hit,mrad,3.23223,17.3178,1.71222,8.98606,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,10 mm,backward,max_xy,hit,um,110870,420423,150194,200729,500,518
w256_d4_q14_physics_s0,256,4,14,physics,0,100 mm,all,x,fine,um,17380.1,101731,-7368.65,91307,1000,52
