tag,width,depth,q,mode,seed,column,direction,component,reference,unit,median_abs,p95_abs,mean,rms,n,n_steps
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,tx,fine,mrad,101.356,1010.82,37.8441,544.919,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,ty,fine,mrad,1.45964,95.501,4.26625,41.6219,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,max_xy,fine,um,225573,2.38631e+06,662100,1.3611e+06,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,x,hit,um,225105,2.38442e+06,35872.1,1.36247e+06,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,y,hit,um,4610.63,189955,-6917.25,96254.1,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,tx,hit,mrad,102.224,1012.61,37.9078,545.512,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,ty,hit,mrad,1.66386,95.0346,4.23644,41.7433,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,all,max_xy,hit,um,225105,2.38442e+06,663243,1.36247e+06,1000,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,x,fine,um,194799,1.99221e+06,108175,827416,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,y,fine,um,2618.96,39488.1,2660.91,19000.5,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,tx,fine,mrad,83.0138,760.179,53.6006,335.172,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,ty,fine,mrad,1.09352,15.3009,1.34575,9.4326,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,max_xy,fine,um,194799,1.99221e+06,483071,827418,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,x,hit,um,192522,1.99892e+06,109039,829575,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,y,hit,um,3083.52,42390.1,2619.65,20224.6,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,tx,hit,mrad,82.8149,761.461,53.9221,336.11,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,ty,hit,mrad,1.15135,15.6023,1.33427,9.54489,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,forward,max_xy,hit,um,192522,1.99892e+06,484641,829583,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,x,fine,um,274273,4.01728e+06,-37714.2,1.73797e+06,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,y,fine,um,7192.51,353372,-16530.7,134159,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,tx,fine,mrad,139.401,1577.16,22.0877,693.925,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,ty,fine,mrad,2.31606,148.054,7.18675,58.1016,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,max_xy,fine,um,274273,4.01728e+06,841129,1.73797e+06,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,x,hit,um,273924,4.03402e+06,-37294.3,1.73909e+06,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,y,hit,um,7864.65,353051,-16454.1,134613,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,tx,hit,mrad,139.57,1578.26,21.8935,694.404,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,ty,hit,mrad,2.5081,147.5,7.13861,58.2572,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,1 mm,backward,max_xy,hit,um,273924,4.03402e+06,841846,1.73909e+06,500,5176
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,x,fine,um,55624,1.38114e+06,81751.9,773910,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,y,fine,um,2519.91,59536.8,635.062,48906.7,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,tx,fine,mrad,22.6691,761.72,10.4723,357.793,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,ty,fine,mrad,0.919557,33.2376,-0.0079945,24.0618,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,max_xy,fine,um,55624,1.38114e+06,316621,773923,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,x,hit,um,55836.1,1.38163e+06,82393.5,774950,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,y,hit,um,3026.42,62681.4,652.723,49486.3,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,tx,hit,mrad,23.419,763.702,10.536,358.29,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,ty,hit,mrad,1.12902,33.4368,-0.0377988,24.2501,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,all,max_xy,hit,um,56087.7,1.38163e+06,317033,774973,1000,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,x,fine,um,29916.6,1.0826e+06,94448.8,451405,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,y,fine,um,1333.7,26247.9,525.974,12360,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,tx,fine,mrad,12.1074,517.814,44.8457,211.365,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,ty,fine,mrad,0.563274,10.0135,-0.0471121,6.39068,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,max_xy,fine,um,30263.3,1.0826e+06,168944,451415,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,x,hit,um,29736,1.10224e+06,95312,452940,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,y,hit,um,2367.75,31101.1,484.711,14480.2,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,tx,hit,mrad,11.9825,520.185,45.1673,211.876,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,ty,hit,mrad,0.794964,11.9808,-0.0585882,6.69505,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,forward,max_xy,hit,um,29989.4,1.10224e+06,169536,452988,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,x,fine,um,158461,1.91497e+06,69055.1,997050,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,y,fine,um,4180.32,124799,744.149,68051.1,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,tx,fine,mrad,66.9681,953.319,-23.9011,459.735,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,ty,fine,mrad,1.50842,73.7409,0.0311231,33.423,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,max_xy,fine,um,158461,1.91497e+06,464298,997064,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,x,hit,um,152272,1.91644e+06,69474.9,997968,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,y,hit,um,4276.92,125297,820.736,68469.7,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,tx,hit,mrad,68.2858,954.42,-24.0953,460.274,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,ty,hit,mrad,1.70463,73.919,-0.0170093,33.635,500,518
w128_d2_q02_data_s1,128,2,2,data,1,10 mm,backward,max_xy,hit,um,152803,1.91644e+06,464529,997982,500,518
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,x,fine,um,19687.6,213346,-3982.4,118679,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,y,fine,um,2371.77,34995,-2473.17,18743.5,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,tx,fine,mrad,7.53574,72.0821,6.09646,48.4959,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,ty,fine,mrad,0.931359,13.5699,0.439939,7.18488,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,max_xy,fine,um,21220.7,213346,51979.9,118891,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,x,hit,um,20563.2,214670,-3340.87,119381,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,y,hit,um,2810.58,37771.6,-2455.5,19711.6,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,tx,hit,mrad,7.64261,73.3846,6.16013,48.8566,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,ty,hit,mrad,1.05047,14.6256,0.410135,7.42443,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,all,max_xy,hit,um,21617.4,214670,52639.5,119689,1000,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,x,fine,um,16207.9,116117,8324.62,75369.9,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,y,fine,um,2349.1,28524.1,-1585.19,13590.9,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,tx,fine,mrad,5.8877,44.2241,2.89078,28.165,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,ty,fine,mrad,0.907757,11.6019,-0.711693,5.32497,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,max_xy,fine,um,17198.7,116117,36461.2,75712.3,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,x,hit,um,16835.9,114501,9187.85,75733.4,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,y,hit,um,2775.3,31626.2,-1626.46,15483.4,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,tx,hit,mrad,6.19691,44.587,3.21232,28.376,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,ty,hit,mrad,1.01731,12.3689,-0.723169,5.64925,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,forward,max_xy,hit,um,17913,115669,37134.9,76366,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,x,fine,um,25214,274036,-16289.4,149963,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,y,fine,um,2453.23,38883.5,-3361.14,22757.9,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,tx,fine,mrad,9.44746,99.4351,9.30213,62.5334,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,ty,fine,mrad,0.943579,16.3789,1.59157,8.65389,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,max_xy,fine,um,26495.6,274036,67498.6,150126,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,x,hit,um,25945.3,272783,-15869.6,150891,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,y,hit,um,2857.26,39473,-3284.55,23180.9,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,tx,hit,mrad,10.1092,98.6896,9.10794,62.9979,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,ty,hit,mrad,1.07998,16.5713,1.54344,8.85044,500,52
w128_d2_q02_data_s1,128,2,2,data,1,100 mm,backward,max_xy,hit,um,27276.9,272783,68144.1,151059,500,52
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,x,fine,um,6011.4,92882.5,-1329.54,47619.7,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,y,fine,um,2324.94,28542.2,-1189.19,13866.7,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,tx,fine,mrad,2.6657,40.2565,-0.542743,17.9132,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,ty,fine,mrad,0.913988,11.0555,-0.284449,5.88039,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,max_xy,fine,um,7318.81,95910.7,23191.5,48326.9,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,x,hit,um,6574.8,97607.1,-688.006,47935.2,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,y,hit,um,2525.32,29696.9,-1171.52,14958.1,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,tx,hit,mrad,2.74203,40.0137,-0.47907,18.0964,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,ty,hit,mrad,1.06115,11.6625,-0.314253,6.11566,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,all,max_xy,hit,um,7976.3,99590.7,23889.8,48891.4,1000,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,x,fine,um,7247.7,108590,-4034.17,50714.2,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,y,fine,um,1701.91,21743.3,-1544.73,11500.7,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,tx,fine,mrad,2.40811,50.8057,-1.37015,21.3663,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,ty,fine,mrad,0.730327,11.0462,-0.557828,5.1248,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,max_xy,fine,um,8111.22,108590,24904,51139.3,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,x,hit,um,7428.58,105530,-3170.93,50924,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,y,hit,um,2229.48,24249.1,-1586,13641.1,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,tx,hit,mrad,2.66053,48.8078,-1.04861,21.7003,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,ty,hit,mrad,0.920808,11.6822,-0.569304,5.46292,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,forward,max_xy,hit,um,9027.28,107083,25928.1,51802.8,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,x,fine,um,5103.62,75631.5,1375.08,44309.6,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,y,fine,um,2885.44,38354.4,-833.635,15884.1,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,tx,fine,mrad,2.92992,30.2733,0.284664,13.6106,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,ty,fine,mrad,1.1965,11.0555,-0.0110704,6.54938,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,max_xy,fine,um,6684.49,80093.7,21478.9,45340.3,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,x,hit,um,5590.86,82262.3,1794.92,44747.2,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,y,hit,um,3002.74,39146.6,-757.049,16168.1,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,tx,hit,mrad,2.88496,30.053,0.0904702,13.5667,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,ty,hit,mrad,1.23119,11.5746,-0.0592029,6.70517,500,5
w128_d2_q02_data_s1,128,2,2,data,1,1000 mm,backward,max_xy,hit,um,7075.56,84087.3,21851.5,45795.2,500,5
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,x,fine,um,2605.64,44130.4,1230.21,22641.9,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,y,fine,um,1435.92,23799.2,304.379,12543.6,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,tx,fine,mrad,1.14075,21.4965,0.333696,11.1625,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,ty,fine,mrad,0.632335,8.81414,-0.410928,4.34233,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,max_xy,fine,um,3503.99,47435.6,11203.2,23879.5,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,x,hit,um,3100.99,47149.8,1871.75,23321.3,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,y,hit,um,1881.81,26038.4,322.041,13744.5,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,tx,hit,mrad,1.34562,21.1885,0.397369,11.3135,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,ty,hit,mrad,0.757157,9.70592,-0.440732,4.68857,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,all,max_xy,hit,um,4140.28,53797.8,12417,25125.5,1000,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,x,fine,um,2475.5,38736.8,1302.03,21198.3,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,y,fine,um,1276.38,21305.7,-215.947,10306.4,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,tx,fine,mrad,1.16067,19.2537,-0.212374,12.3847,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,ty,fine,mrad,0.773767,8.5622,0.0906812,4.37726,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,max_xy,fine,um,3160.01,42408.5,10336.2,22029,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,x,hit,um,3099.94,42287.7,2165.27,22157,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,y,hit,um,1878.07,23947.9,-257.21,12696,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,tx,hit,mrad,1.42021,20.3799,0.109165,12.5754,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,ty,hit,mrad,0.895047,9.43966,0.0792051,4.75477,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,forward,max_xy,hit,um,4475.59,49047.7,12222,24003.9,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,x,fine,um,2804.26,50393.3,1158.4,23998.9,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,y,fine,um,1508.17,28177.7,824.705,14438.2,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,tx,fine,mrad,1.1123,21.8167,0.879765,9.78876,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,ty,fine,mrad,0.490752,9.15655,-0.912537,4.30713,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,max_xy,fine,um,3812.21,55558.6,12070.3,25596.6,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,x,hit,um,3100.99,49386.9,1578.23,24430.2,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,y,hit,um,1899.44,27886.7,901.291,14718.6,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,tx,hit,mrad,1.30573,21.2082,0.685572,9.892,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,ty,hit,mrad,0.6642,9.75625,-0.96067,4.62143,500,1
w128_d2_q02_data_s1,128,2,2,data,1,full crossing,backward,max_xy,hit,um,4065.61,57263.1,12612,26199.1,500,1
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,x,fine,um,284480,2.44064e+06,258895,1.10758e+06,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,y,fine,um,3768.92,72113,247.427,46746.5,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,tx,fine,mrad,101.626,986.107,45.8068,451.29,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,ty,fine,mrad,1.44765,28.4831,-1.85556,14.4532,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,max_xy,fine,um,284480,2.44064e+06,616482,1.10773e+06,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,x,hit,um,285276,2.44867e+06,259545,1.10972e+06,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,y,hit,um,3731.33,75379.5,97.2456,47108.8,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,tx,hit,mrad,101.13,985.528,45.8829,452.161,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,ty,hit,mrad,1.437,28.974,-1.89604,14.6288,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,all,max_xy,hit,um,285276,2.44867e+06,617740,1.10988e+06,500,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,x,fine,um,304988,2.80078e+06,401774,1.34241e+06,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,y,fine,um,2289.04,35828.4,-3687.38,30775.9,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,tx,fine,mrad,128.921,1215.17,165.259,518.224,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,ty,fine,mrad,1.13949,13.4794,-1.37168,9.97616,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,max_xy,fine,um,304988,2.80078e+06,767015,1.34241e+06,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,x,hit,um,305259,2.81172e+06,402746,1.34491e+06,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,y,hit,um,3236.87,37729,-3880.2,30975.7,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,tx,hit,mrad,127.749,1218.87,165.59,519.175,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,ty,hit,mrad,1.20953,14.2061,-1.44244,10.0384,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,forward,max_xy,hit,um,305259,2.81172e+06,768489,1.34491e+06,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,x,fine,um,223074,1.78532e+06,116015,807082,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,y,fine,um,4494.51,113753,4182.23,58509.1,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,tx,fine,mrad,80.3,862.011,-73.6448,372.517,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,ty,fine,mrad,1.78845,40.1238,-2.33943,17.8401,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,max_xy,fine,um,228399,1.78532e+06,465948,807513,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,x,hit,um,222405,1.79076e+06,116345,808796,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,y,hit,um,5357.2,114989,4074.69,58982.9,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,tx,hit,mrad,80.6474,862.961,-73.824,373.305,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,ty,hit,mrad,1.88688,41.4548,-2.34964,18.0896,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,0.1 mm,backward,max_xy,hit,um,227798,1.79076e+06,466990,809239,250,51759
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,x,fine,um,201908,1.93582e+06,143516,879814,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,y,fine,um,2904.56,77061.8,390.486,46179.7,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,tx,fine,mrad,75.4274,922.967,41.1804,382.753,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,ty,fine,mrad,1.09987,31.8492,-1.21081,15.8353,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,max_xy,fine,um,205179,1.93582e+06,488637,879894,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,x,hit,um,201406,1.9346e+06,144158,881429,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,y,hit,um,3391.17,81732.3,408.148,46699.2,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,tx,hit,mrad,75.6663,921.05,41.2441,383.453,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,ty,hit,mrad,1.32254,33.0672,-1.24062,16.0431,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,all,max_xy,hit,um,202842,1.9346e+06,489477,881516,1000,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,x,fine,um,180966,2.31554e+06,255148,960411,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,y,fine,um,1926.79,32682.2,-1648.99,23038.2,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,tx,fine,mrad,81.7884,980.019,114.539,400.688,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,ty,fine,mrad,0.685329,13.5539,-1.11103,10.2534,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,max_xy,fine,um,180966,2.31554e+06,528695,960412,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,x,hit,um,180046,2.29412e+06,256011,962677,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,y,hit,um,2556.57,35564.7,-1690.25,24125,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,tx,hit,mrad,82.7244,980.782,114.861,401.596,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,ty,hit,mrad,0.956336,15.0254,-1.12251,10.463,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,forward,max_xy,hit,um,180046,2.29412e+06,530150,962683,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,x,fine,um,215535,1.52835e+06,31884.7,791048,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,y,fine,um,4261.12,123295,2429.96,61109.5,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,tx,fine,mrad,72.0416,762.282,-32.1784,363.936,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,ty,fine,mrad,1.59177,41.2758,-1.3106,19.9094,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,max_xy,fine,um,216172,1.52835e+06,448579,791223,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,x,hit,um,213698,1.52954e+06,32304.5,791887,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,y,hit,um,4731.57,125582,2506.55,61478.6,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,tx,hit,mrad,72.1832,763.235,-32.3726,364.407,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,ty,hit,mrad,1.75506,41.2012,-1.35873,20.1318,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,1 mm,backward,max_xy,hit,um,214854,1.52954e+06,448804,792075,500,5176
w128_d2_q02_data_s2,128,2,2,data,2,10 mm,all,x,fine,um,22403.1,537066,20026.6,432182,1000,518
w128_d2_q02_data_s2,128,2,2,data,2,10 mm,all,y,fine,um,1788.92,53383.1,-364.089,33180.2,1000,518
w128_d2_q02_data_s2,128,2,2,data,2,10 mm,all,tx,fine,mrad,7.9718,216.129,-8.87057,202.31,1000,518
w128_d2_q02_data_s2,128,2,2,data,2,10 mm,all,ty,fine,mrad,0.627842,17.7298,0.318993,10.2931,1000,518
w128_d2_q02_data_s2,128,2,2,data,2,10 mm,all,max_xy,fine,um,23068.8,537066,126059,432498,1000,518
w128_d2_q02_data_s2,128,2,2,data,2,10 mm,all,x,hit,um,22404.5,539208,20668.2,432911,1000,518
w128_d2_q02_data_s2,128,2,2,data,2,10 mm,all,y,hit,um,2360.56,57666.5,-346.427,33761.4,1000,518
