track,row,evt,mckey,direction,p_GeV,eta,pid,z0_mm,z1_mm,dz_mm,hit_z_mm,hit_minus_far_plane_z_mm,hit_vs_reference_um
751,58521,49,2243,-1,46.206,4.44221,-211,7895.503906,2641.846436,-5253.657471,2641.846500,6.445e-05,209.354
752,58523,49,2245,-1,4.58724,3.23847,211,7823.874512,2656.846436,-5167.028076,2656.846500,6.445e-05,1910.94
753,58524,49,5510,-1,4.06879,2.93108,211,7824.488281,2663.153564,-5161.334717,2663.153500,-6.445e-05,1769.17
754,58525,49,6208,-1,6.19559,2.94197,211,7825.121582,2656.846436,-5168.275146,2656.846500,6.445e-05,60.1929
755,58527,49,6360,-1,3.54353,3.05598,211,7827.249023,2648.153564,-5179.095459,2648.153500,-6.445e-05,3416.2
756,58528,49,8732,-1,3.04604,3.25475,211,7827.395020,2641.846436,-5185.548584,2641.846500,6.445e-05,1747.9
757,58530,49,9251,-1,13.2021,3.5766,-211,7826.926758,2648.153564,-5178.773193,2648.153500,-6.445e-05,678.069
758,58532,49,9398,-1,6.35592,3.4337,-211,7826.360352,2663.153564,-5163.206787,2663.153500,-6.445e-05,2152.8
759,58534,49,9453,-1,17.2642,4.52903,-211,7826.648438,2663.153564,-5163.494873,2663.153500,-6.445e-05,486.607
760,58537,50,613,-1,5.9077,3.28235,211,8578.117188,2656.846436,-5921.270752,2656.846500,6.445e-05,6363.9
761,58539,50,629,-1,2.82372,2.75883,2212,7824.464355,2656.846436,-5167.617920,2656.846500,6.445e-05,11578.3
762,58541,50,675,-1,5.40034,3.9018,-211,7826.854492,2663.153564,-5163.700928,2663.153500,-6.445e-05,1762.13
763,58543,50,867,-1,21.1892,4.51925,-211,7826.154785,2656.846436,-5169.308350,2656.846500,6.445e-05,151.19
764,58545,50,1919,-1,3.44208,3.54573,211,7827.464355,2663.153564,-5164.310791,2663.153500,-6.445e-05,4339.8
765,58547,50,2912,-1,19.3907,3.46976,211,7825.644043,2663.153564,-5162.490479,2663.153500,-6.445e-05,438.729
766,58549,51,638,-1,4.84901,2.70026,-211,7828.608887,2663.153564,-5165.455322,2663.153500,-6.445e-05,2215.78
767,58551,51,3328,-1,8.81542,4.85715,211,7826.540527,2656.846436,-5169.694092,2656.846500,6.445e-05,1275.82
768,58552,51,3598,-1,3.5992,3.26225,-211,7824.280762,2641.846436,-5182.434326,2641.846500,6.445e-05,2134.12
769,58553,51,3611,-1,8.4117,3.17628,-211,7823.987793,2641.846436,-5182.141357,2641.846500,6.445e-05,710.95
770,58554,51,4379,-1,16.6404,3.73166,-211,7827.431152,2656.846436,-5170.584717,2656.846500,6.445e-05,263.888
771,58556,52,1472,-1,2.98922,3.18519,-211,7824.617676,2648.153564,-5176.464111,2648.153500,-6.445e-05,2439.32
772,58559,52,2170,-1,5.07151,2.99826,211,7823.350098,2648.153564,-5175.196533,2648.153500,-6.445e-05,4595.34
773,58561,52,3490,-1,27.453,4.11375,211,7827.008301,2663.153564,-5163.854736,2663.153500,-6.445e-05,298.985
774,58563,52,6362,-1,10.6809,2.43758,2212,7822.218750,2663.153564,-5159.065186,2663.153500,-6.445e-05,475.186
775,58565,52,7790,-1,2.7613,2.90266,2212,7823.867676,2656.846436,-5167.021240,2656.846500,6.445e-05,12503.2
776,58567,52,7796,-1,10.31,4.69965,-211,7826.292969,2641.846436,-5184.446533,2641.846500,6.445e-05,2174.13
777,58569,52,9421,-1,3.37514,3.5623,-211,7827.336914,2648.153564,-5179.183350,2648.153500,-6.445e-05,1441.62
778,58571,53,995,-1,5.59319,2.71226,211,7822.366211,2663.153564,-5159.212646,2663.153500,-6.445e-05,762.075
779,58573,53,1061,-1,4.45733,3.687,-211,7826.549805,2648.153564,-5178.396240,2648.153500,-6.445e-05,2137.34
780,58574,53,1638,-1,9.33021,3.48235,-2212,7825.090332,2663.153564,-5161.936768,2663.153500,-6.445e-05,133.655
781,58575,53,2356,-1,4.14833,3.83809,211,7825.939941,2641.846436,-5184.093506,2641.846500,6.445e-05,2159.75
782,58577,54,1689,-1,2.00687,2.02707,211,7823.745117,2641.846436,-5181.898682,2641.846500,6.445e-05,6854.88
783,58579,54,3508,-1,15.5624,4.23415,-211,7825.599121,2663.153564,-5162.445557,2663.153500,-6.445e-05,460.463
784,58580,54,3521,-1,47.8317,4.86464,211,7826.378418,2648.153564,-5178.224854,2648.153500,-6.445e-05,166.017
785,58582,54,3692,-1,1.84414,2.26065,211,7826.386230,2663.153564,-5163.232666,2663.153500,-6.445e-05,11817.5
786,58584,54,4033,-1,7.08563,4.59029,211,7825.608887,2663.153564,-5162.455322,2663.153500,-6.445e-05,1115.88
787,58585,54,4168,-1,6.48475,3.59661,-211,7824.835449,2641.846436,-5182.989014,2641.846500,6.445e-05,3228.85
788,58587,54,5580,-1,4.15209,3.02317,-211,7826.605469,2663.153564,-5163.451904,2663.153500,-6.445e-05,1210.3
789,58589,54,7572,-1,19.8137,4.08628,-211,7826.978027,2663.153564,-5163.824463,2663.153500,-6.445e-05,354.454
790,58591,54,7992,-1,2.16991,3.02241,2212,7827.372559,2656.846436,-5170.526123,2656.846500,6.445e-05,5395.74
791,58593,54,9088,-1,2.60055,3.02389,-211,7828.167969,2641.846436,-5186.321533,2641.846500,6.445e-05,2706.82
792,58594,54,10726,-1,10.4521,3.59143,-321,7825.320312,2641.846436,-5183.473877,2641.846500,6.445e-05,497.82
793,58597,54,11041,-1,5.91147,2.69186,321,7829.377441,2648.153564,-5181.223877,2648.153500,-6.445e-05,1205.47
794,58599,54,11673,-1,2.39281,2.92494,211,7826.841797,2663.153564,-5163.688232,2663.153500,-6.445e-05,12856.3
795,58600,54,12755,-1,4.77333,3.04278,211,7823.152832,2656.846436,-5166.306396,2656.846500,6.445e-05,2216.51
796,58602,55,1961,-1,3.01148,2.91491,-2212,7829.046387,2648.153564,-5180.892822,2648.153500,-6.445e-05,5166.48
797,58603,56,775,-1,5.27316,2.09241,-211,7819.852051,2648.153564,-5171.698486,2648.153500,-6.445e-05,3833.06
798,58605,56,1428,-1,9.72869,4.90926,-211,7825.905762,2663.153564,-5162.752197,2663.153500,-6.445e-05,590.371
799,58607,56,1961,-1,10.5974,3.33396,211,7824.348633,2656.846436,-5167.502197,2656.846500,6.445e-05,1659.29
800,58609,56,2879,-1,3.40819,2.95924,-2212,7826.625488,2641.846436,-5184.779053,2641.846500,6.445e-05,1637.93
801,58611,56,3279,-1,6.98781,2.25387,2212,7821.314453,2663.153564,-5158.160889,2663.153500,-6.445e-05,139.515
802,58613,57,1180,-1,4.09678,3.11652,-2212,7828.502441,2663.153564,-5165.348877,2663.153500,-6.445e-05,2695.53
803,58615,57,1591,-1,12.887,3.21843,2212,7824.555176,2648.153564,-5176.401611,2648.153500,-6.445e-05,388.096
804,58617,58,2220,-1,2.3062,4.12855,-211,7826.622559,2641.846436,-5184.776123,2641.846500,6.445e-05,9015.97
805,58619,58,3367,-1,19.8972,2.96225,211,7828.998535,2641.846436,-5187.152100,2641.846500,6.445e-05,379.986
806,58621,58,3409,-1,24.806,3.08933,-211,7828.655273,2641.846436,-5186.808838,2641.846500,6.445e-05,189.584
807,58623,58,4534,-1,6.09661,3.16163,-211,7828.406250,2641.846436,-5186.559814,2641.846500,6.445e-05,228.818
808,58624,58,4963,-1,15.3794,4.06487,-211,7827.075195,2663.153564,-5163.921631,2663.153500,-6.445e-05,131.254
809,58626,60,977,-1,5.94101,3.09871,-321,7825.322266,2656.846436,-5168.475830,2656.846500,6.445e-05,2121.73
810,58628,60,2483,-1,22.56,4.39651,211,7825.845215,2641.846436,-5183.998779,2641.846500,6.445e-05,201.953
811,58630,60,3929,-1,4.85968,3.03324,211,7827.057129,2641.846436,-5185.210693,2641.846500,6.445e-05,1585.53
812,58632,60,5660,-1,8.48881,2.30283,321,7826.735352,2656.846436,-5169.888916,2656.846500,6.445e-05,298.064
813,58635,60,7122,-1,11.8535,4.77725,211,7825.642090,2641.846436,-5183.795654,2641.846500,6.445e-05,180.631
814,58637,60,7853,-1,3.65803,3.25757,211,7825.980957,2641.846436,-5184.134521,2641.846500,6.445e-05,1195.67
815,58639,61,443,-1,3.90497,2.8199,-211,7823.077637,2641.846436,-5181.231201,2641.846500,6.445e-05,379.607
816,58641,61,783,-1,4.75248,2.03877,2212,7828.516113,2648.153564,-5180.362549,2648.153500,-6.445e-05,952.197
817,58643,62,491,-1,14.2251,3.2835,2212,7827.337402,2641.846436,-5185.490967,2641.846500,6.445e-05,207.45
818,58645,62,1225,-1,4.1688,3.69196,321,7824.825195,2663.153564,-5161.671631,2663.153500,-6.445e-05,2689.72
819,58647,63,2156,-1,9.91992,3.30551,-211,7824.171387,2641.846436,-5182.324951,2641.846500,6.445e-05,617.294
820,58649,63,2179,-1,3.5874,2.29338,-211,7821.088379,2641.846436,-5179.241943,2641.846500,6.445e-05,3619.74
821,58651,63,2191,-1,8.33449,2.12566,-2212,7824.471191,2663.153564,-5161.317627,2663.153500,-6.445e-05,1086.38
822,58653,63,2394,-1,4.49968,3.36998,211,7827.471191,2641.846436,-5185.624756,2641.846500,6.445e-05,1432.25
823,58654,63,3827,-1,9.6079,4.46432,-211,7825.849609,2663.153564,-5162.696045,2663.153500,-6.445e-05,540.607
824,58655,63,3987,-1,38.2208,4.95331,-211,7826.198242,2656.846436,-5169.351807,2656.846500,6.445e-05,223.762
825,58656,63,6155,-1,7.3,3.17123,211,7825.757324,2648.153564,-5177.603760,2648.153500,-6.445e-05,1459.01
826,58658,63,6744,-1,10.318,3.75216,211,7826.791016,2648.153564,-5178.637451,2648.153500,-6.445e-05,1464.79
827,58660,63,7453,-1,4.78457,3.54715,211,7825.674805,2663.153564,-5162.521240,2663.153500,-6.445e-05,2943.91
828,58662,63,8718,-1,2.99736,2.34556,211,7823.475098,2648.153564,-5175.321533,2648.153500,-6.445e-05,2683.29
829,58664,63,8973,-1,18.8043,3.86536,-321,7824.991211,2663.153564,-5161.837646,2663.153500,-6.445e-05,320.217
830,58666,63,10661,-1,3.05023,3.29022,211,7827.484375,2663.153564,-5164.330811,2663.153500,-6.445e-05,2468.98
831,58668,64,2005,-1,33.217,4.92376,-211,7826.284180,2656.846436,-5169.437744,2656.846500,6.445e-05,179.217
832,58670,64,3496,-1,16.0162,4.93517,211,8508.176758,2656.846436,-5851.330322,2656.846500,6.445e-05,816.085
833,58672,65,1359,-1,8.55195,4.61005,211,7826.427246,2656.846436,-5169.580811,2656.846500,6.445e-05,4062.41
834,58674,65,1397,-1,5.02189,4.89294,211,7826.511719,2656.846436,-5169.665283,2656.846500,6.445e-05,2893.02
835,58676,65,2085,-1,32.8737,4.57793,211,7825.616699,2663.153564,-5162.463135,2663.153500,-6.445e-05,2120.23
836,58679,66,1405,-1,11.3054,4.36051,211,7826.880371,2663.153564,-5163.726807,2663.153500,-6.445e-05,128.966
837,58681,66,2731,-1,15.4111,4.20703,211,7826.848633,2641.846436,-5185.002197,2641.846500,6.445e-05,1212.75
838,58683,66,2996,-1,11.8437,4.32409,-2212,7826.529297,2648.153564,-5178.375732,2648.153500,-6.445e-05,222.462
839,58686,67,1089,-1,4.36384,3.03441,211,7826.820312,2641.846436,-5184.973877,2641.846500,6.445e-05,1788.95
840,58688,67,1688,-1,3.99709,3.95968,211,7826.373047,2648.153564,-5178.219482,2648.153500,-6.445e-05,2110.9
841,58690,68,720,-1,3.58569,2.60931,2212,7823.324707,2663.153564,-5160.171143,2663.153500,-6.445e-05,749.326
842,58692,68,1766,-1,2.59411,2.60059,211,7825.076172,2648.153564,-5176.922607,2648.153500,-6.445e-05,7881.4
843,58694,68,2701,-1,3.43645,2.49822,-211,7821.527344,2648.153564,-5173.373779,2648.153500,-6.445e-05,6618.36
844,58696,68,2858,-1,3.90072,2.79121,211,7826.744141,2656.846436,-5169.897705,2656.846500,6.445e-05,2757.42
845,58698,68,3060,-1,9.60622,4.84471,211,7825.838867,2641.846436,-5183.992432,2641.846500,6.445e-05,590.345
846,58702,69,2292,-1,6.96698,3.12061,211,7826.368652,2663.153564,-5163.215088,2663.153500,-6.445e-05,752.285
847,58704,69,3421,-1,58.5045,3.86955,-321,7825.914551,2663.153564,-5162.760986,2663.153500,-6.445e-05,48.8157
848,58707,69,3916,-1,2.69512,4.01956,211,7826.248535,2656.846436,-5169.402100,2656.846500,6.445e-05,17595.6
849,58709,69,4080,-1,61.0638,4.21967,2212,7825.787109,2663.153564,-5162.633545,2663.153500,-6.445e-05,96.2038
850,58711,69,4107,-1,5.34735,4.64964,211,7825.557129,2648.153564,-5177.403564,2648.153500,-6.445e-05,1931.42
851,58713,69,5525,-1,11.3402,4.63731,-211,7825.757812,2641.846436,-5183.911377,2641.846500,6.445e-05,2163.3
852,58715,69,5610,-1,4.27966,3.51033,-2212,7827.445312,2648.153564,-5179.291748,2648.153500,-6.445e-05,1792.45
853,58717,69,7085,-1,2.93577,2.53833,-211,7823.667969,2641.846436,-5181.821533,2641.846500,6.445e-05,2230.11
854,58719,70,531,-1,7.14261,4.30468,211,7826.210938,2656.846436,-5169.364502,2656.846500,6.445e-05,2665.77
855,58720,70,605,-1,6.53388,3.45106,2212,7826.408691,2656.846436,-5169.562256,2656.846500,6.445e-05,400.229
856,58722,70,1043,-1,9.55617,3.99342,211,7827.055664,2641.846436,-5185.209229,2641.846500,6.445e-05,620.526
857,58724,71,2722,-1,5.53876,3.55057,-13,7824.627441,2641.846436,-5182.781006,2641.846500,6.445e-05,2425.15
858,58726,71,4627,-1,3.13372,4.41233,211,7826.033203,2641.846436,-5184.186768,2641.846500,6.445e-05,8097.86
859,58727,71,5804,-1,4.69357,3.80132,211,7824.888672,2663.153564,-5161.735107,2663.153500,-6.445e-05,2036.94
860,58729,72,1278,-1,5.21316,3.63012,211,7824.630371,2641.846436,-5182.783936,2641.846500,6.445e-05,1604.77
861,58730,72,3477,-1,7.14125,2.71929,321,7827.845703,2641.846436,-5185.999268,2641.846500,6.445e-05,1854.81
862,58732,72,3587,-1,16.5791,2.41619,-211,7821.718750,2656.846436,-5164.872314,2656.846500,6.445e-05,263.318
863,58734,72,3995,-1,3.56696,2.65961,211,7822.221191,2663.153564,-5159.067627,2663.153500,-6.445e-05,3102.92
864,58736,72,4099,-1,2.025,2.85995,211,7824.987305,2663.153564,-5161.833740,2663.153500,-6.445e-05,6870.46
865,58739,73,1708,-1,2.72645,2.75986,211,7822.340332,2641.846436,-5180.493896,2641.846500,6.445e-05,11926.4
866,58741,73,4303,-1,4.59973,2.33743,211,7831.454102,2656.846436,-5174.607666,2656.846500,6.445e-05,2328.84
867,58742,73,5852,-1,10.172,4.39129,-211,7826.660645,2663.153564,-5163.507080,2663.153500,-6.445e-05,1389.14
868,58745,74,1618,-1,142.159,4.7788,211,7826.576172,2656.846436,-5169.729736,2656.846500,6.445e-05,143.629
869,58748,74,3964,-1,3.14132,2.89563,-211,7824.979004,2656.846436,-5168.132568,2656.846500,6.445e-05,4231.48
870,58750,74,8064,-1,15.1607,3.30133,211,7824.091797,2641.927734,-5182.164062,2641.927843,1.081e-04,396.282
871,58752,74,8073,-1,5.96713,2.92144,211,7823.787598,2648.153564,-5175.634033,2648.153500,-6.445e-05,1251.13
872,58753,74,8324,-1,5.9538,3.86533,211,7826.084473,2663.153564,-5162.930908,2663.153500,-6.445e-05,4024.01
873,58755,74,8359,-1,6.21042,3.86438,211,7826.312500,2648.153564,-5178.158936,2648.153500,-6.445e-05,11076.5
874,58757,74,8912,-1,77.2435,4.7718,-2212,7825.637695,2663.153564,-5162.484131,2663.153500,-6.445e-05,63.8607
875,58760,74,11924,-1,19.9498,3.25947,-321,7826.641113,2656.846436,-5169.794678,2656.846500,6.445e-05,362.72
876,58763,74,12189,-1,10.6083,3.87672,321,7825.932617,2663.153564,-5162.779053,2663.153500,-6.445e-05,594.311
877,58767,75,2485,-1,4.30219,4.36279,211,7825.862305,2641.846436,-5184.015869,2641.846500,6.445e-05,5561.25
878,58769,75,2890,-1,3.71649,2.47562,2212,7821.861328,2656.846436,-5165.014893,2656.846500,6.445e-05,2225.41
879,58771,75,3811,-1,16.3408,3.88093,-211,7825.209473,2648.153564,-5177.055908,2648.153500,-6.445e-05,578.689
880,58773,77,2891,-1,9.47715,3.72679,321,7826.912109,2648.153564,-5178.758545,2648.153500,-6.445e-05,1049.69
881,58774,77,5089,-1,18.8168,4.70658,211,7826.622559,2641.846436,-5184.776123,2641.846500,6.445e-05,322.42
882,58776,77,6885,-1,7.44179,3.42019,-211,7826.689453,2648.153564,-5178.535889,2648.153500,-6.445e-05,743.025
883,58778,77,7095,-1,9.04132,4.18784,211,7825.296387,2656.846436,-5168.449951,2656.846500,6.445e-05,1468.14
884,58780,77,7249,-1,13.0779,4.38731,211,7826.608398,2663.153564,-5163.454834,2663.153500,-6.445e-05,324.334
885,58782,77,7322,-1,22.8023,4.00371,-211,7825.171875,2648.153564,-5177.018311,2648.153500,-6.445e-05,155.644
886,58784,78,906,-1,4.12452,4.41278,211,7826.023926,2641.846436,-5184.177490,2641.846500,6.445e-05,20415.7
887,58786,78,924,-1,21.4816,3.79592,-321,7825.540527,2641.846436,-5183.694092,2641.846500,6.445e-05,395.606
888,58788,78,1773,-1,2.88408,4.08127,-211,7825.198730,2656.846436,-5168.352295,2656.846500,6.445e-05,25268.1
889,58789,78,1776,-1,6.39195,3.15023,-2212,7824.999512,2641.846436,-5183.153076,2641.846500,6.445e-05,305.804
890,58791,78,2699,-1,8.24761,4.02935,2212,7826.813965,2641.846436,-5184.967529,2641.846500,6.445e-05,356.222
891,58793,78,4218,-1,4.90027,2.17894,211,7819.568359,2663.153564,-5156.414795,2663.153500,-6.445e-05,3463.15
892,58795,78,4527,-1,2.39955,2.51224,-211,7821.904297,2663.153564,-5158.750732,2663.153500,-6.445e-05,12419.1
893,58797,79,2414,-1,4.4665,2.27182,-321,7820.542480,2656.846436,-5163.696045,2656.846500,6.445e-05,2586.79
894,58798,79,2606,-1,12.0823,4.21086,211,7825.316406,2656.846436,-5168.469971,2656.846500,6.445e-05,320.69
895,58800,79,3512,-1,5.5233,2.95923,321,7823.482910,2663.153564,-5160.329346,2663.153500,-6.445e-05,376.197
896,58801,79,5651,-1,32.4821,3.41298,211,7827.958008,2656.846436,-5171.111572,2656.846500,6.445e-05,149.455
897,58803,79,6256,-1,2.97755,2.04144,2212,7831.258789,2648.153564,-5183.105225,2648.153500,-6.445e-05,1648.59
898,58804,79,6565,-1,4.10052,4.7501,-211,7825.963379,2641.846436,-5184.116943,2641.846500,6.445e-05,12503.4
899,58805,79,7155,-1,3.741,4.12325,-211,7825.364258,2656.846436,-5168.517822,2656.846500,6.445e-05,1233.26
900,58808,79,8370,-1,30.2463,3.59694,211,7827.161133,2663.153564,-5164.007568,2663.153500,-6.445e-05,285.783
901,58810,79,10446,-1,3.3527,2.36258,-13,7821.152832,2663.244141,-5157.908691,2663.244131,-1.012e-05,4973.05
902,58811,79,10966,-1,7.80798,2.28959,-13,7820.437988,2656.846436,-5163.591553,2656.846500,6.445e-05,477.733
903,58813,80,2326,-1,3.1126,2.32218,211,7822.291504,2641.846436,-5180.445068,2641.846500,6.445e-05,8440.64
904,58816,80,2689,-1,3.84616,2.68508,321,7828.242188,2656.846436,-5171.395752,2656.846500,6.445e-05,4443.07
905,58817,80,4418,-1,13.9876,3.60539,211,7827.254883,2656.846436,-5170.408447,2656.846500,6.445e-05,864.708
906,58819,81,2473,-1,6.81315,3.98503,-211,7825.080566,2663.153564,-5161.927002,2663.153500,-6.445e-05,657.29
907,58821,81,2883,-1,6.54902,3.36998,211,7825.759766,2663.153564,-5162.606201,2663.153500,-6.445e-05,1010.7
908,58823,81,3128,-1,11.1828,4.98819,211,7825.722168,2641.846436,-5183.875732,2641.846500,6.445e-05,546.156
909,58825,82,803,-1,8.9968,3.78467,211,7825.127930,2648.153564,-5176.974365,2648.153500,-6.445e-05,287.155
910,58827,82,857,-1,3.67957,3.41245,-211,7827.319824,2663.153564,-5164.166260,2663.153500,-6.445e-05,3059.38
911,58829,83,3381,-1,7.48232,3.02542,-211,7827.628418,2656.846436,-5170.781982,2656.846500,6.445e-05,295.868
912,58831,83,4476,-1,8.97809,3.0776,211,7827.017090,2641.846436,-5185.170654,2641.846500,6.445e-05,459.215
913,58833,84,2324,-1,12.7136,3.39928,321,7827.644043,2641.846436,-5185.797607,2641.846500,6.445e-05,161.479
914,58835,84,2527,-1,4.44988,2.99975,211,7823.326660,2663.153564,-5160.173096,2663.153500,-6.445e-05,40256.1
915,58838,85,2971,-1,29.0759,4.55024,321,7825.584961,2641.846436,-5183.738525,2641.846500,6.445e-05,172.848
916,58840,85,3201,-1,5.21527,2.19091,-211,7819.671387,2656.846436,-5162.824951,2656.846500,6.445e-05,2791.27
917,58842,85,3333,-1,22.05,3.01623,-321,7822.719238,2656.846436,-5165.872803,2656.846500,6.445e-05,206.376
918,58844,85,3616,-1,5.69082,4.54965,-211,7826.699219,2663.153564,-5163.545654,2663.153500,-6.445e-05,1967.4
919,58846,86,2148,-1,2.39305,2.69167,211,7828.848633,2663.153564,-5165.695068,2663.153500,-6.445e-05,5677.71
920,58848,86,2332,-1,2.7779,2.57259,-211,7822.213867,2656.846436,-5165.367432,2656.846500,6.445e-05,6485.73
921,58850,87,1578,-1,16.4129,4.13676,321,7826.905762,2641.846436,-5185.059326,2641.846500,6.445e-05,457.043
922,58852,87,3803,-1,7.06972,2.73075,211,7822.900391,2648.153564,-5174.746826,2648.153500,-6.445e-05,647.918
923,58854,87,3847,-1,8.17559,2.97836,-211,7828.500488,2648.153564,-5180.346924,2648.153500,-6.445e-05,694.665
924,58856,87,6637,-1,8.08252,3.716,211,7827.175781,2648.153564,-5179.022217,2648.153500,-6.445e-05,687.354
925,58858,87,8116,-1,3.62678,2.62953,211,7822.392090,2648.153564,-5174.238525,2648.153500,-6.445e-05,1424.34
926,58860,87,10570,-1,26.0318,4.40936,211,7826.569336,2648.153564,-5178.415771,2648.153500,-6.445e-05,618.794
927,58862,87,11497,-1,8.71302,4.52893,211,7825.626953,2641.846436,-5183.780518,2641.846500,6.445e-05,1111.63
928,58865,87,11561,-1,4.04463,3.16117,-211,7828.135742,2648.153564,-5179.982178,2648.153500,-6.445e-05,1703.96
929,58867,88,775,-1,3.55439,2.25259,-211,7821.220215,2641.846436,-5179.373779,2641.846500,6.445e-05,3740.93
930,58869,88,3947,-1,33.7668,4.65141,-211,7825.879395,2663.153564,-5162.725830,2663.153500,-6.445e-05,342.79
931,58871,88,5422,-1,4.01796,2.60561,-211,7823.044434,2648.153564,-5174.890869,2648.153500,-6.445e-05,3902.02
932,58873,88,5801,-1,2.78938,2.57889,-211,7822.698242,2648.153564,-5174.544678,2648.153500,-6.445e-05,9722.55
933,58875,89,3666,-1,6.82785,3.76262,211,7824.856934,2641.846436,-5183.010498,2641.846500,6.445e-05,929.048
934,58878,89,6343,-1,20.7222,4.43013,211,7825.506348,2648.153564,-5177.352783,2648.153500,-6.445e-05,138.88
935,58880,89,6387,-1,8.77886,4.0626,-211,7825.500000,2656.846436,-5168.653564,2656.846500,6.445e-05,244.98
936,58881,90,997,-1,20.4173,4.18497,321,7825.257812,2656.846436,-5168.411377,2656.846500,6.445e-05,450.484
937,58883,90,1571,-1,31.0269,4.75988,211,7825.632324,2641.846436,-5183.785889,2641.846500,6.445e-05,408.382
938,58884,90,1610,-1,6.93239,3.91491,2212,7826.299805,2656.846436,-5169.453369,2656.846500,6.445e-05,2163.27
939,58886,90,1916,-1,8.38874,3.73275,-321,7827.164551,2656.846436,-5170.318115,2656.846500,6.445e-05,995.203
940,58889,91,1165,-1,5.46184,3.95348,211,7825.648926,2663.153564,-5162.495361,2663.153500,-6.445e-05,2048.41
941,58890,91,1589,-1,2.56551,4.30431,211,7826.713867,2663.153564,-5163.560303,2663.153500,-6.445e-05,7161.96
942,58891,91,1693,-1,3.93892,3.10631,-211,7823.654297,2648.153564,-5175.500732,2648.153500,-6.445e-05,2615.83
943,58893,91,1774,-1,3.64503,2.88436,-321,7827.985840,2656.846436,-5171.139404,2656.846500,6.445e-05,677.204
944,58894,91,2731,-1,2.89751,2.561,321,7830.297852,2648.153564,-5182.144287,2648.153500,-6.445e-05,11486.8
945,58896,91,2928,-1,5.59591,2.84678,211,7823.397461,2641.846436,-5181.551025,2641.846500,6.445e-05,1339.67
946,58898,92,1367,-1,8.79667,4.95421,211,7825.477051,2663.153564,-5162.323486,2663.153500,-6.445e-05,3192.82
947,58900,92,1754,-1,15.8152,3.6996,-211,7825.986816,2663.153564,-5162.833252,2663.153500,-6.445e-05,343.848
948,58902,92,2250,-1,4.76567,3.61593,211,7825.707031,2641.846436,-5183.860596,2641.846500,6.445e-05,392.178
949,58904,92,3050,-1,5.36576,2.23568,-211,7828.355957,2648.153564,-5180.202393,2648.153500,-6.445e-05,659.297
950,58906,93,916,-1,9.36947,4.76208,211,7825.813477,2641.846436,-5183.967041,2641.846500,6.445e-05,357.931
951,58909,93,3177,-1,7.5704,3.84861,-211,7826.164551,2648.153564,-5178.010986,2648.153500,-6.445e-05,1308.08
952,58911,93,3417,-1,3.68879,3.01568,211,7897.425293,2648.153564,-5249.271729,2648.153500,-6.445e-05,2648.64
953,58912,93,7276,-1,5.06921,2.1971,-211,7821.155762,2656.846436,-5164.309326,2656.846500,6.445e-05,3596.55
954,58914,94,1089,-1,2.8857,2.75279,-2212,7827.891113,2656.846436,-5171.044678,2656.846500,6.445e-05,683.46
955,58916,94,1251,-1,19.691,2.96029,2212,7828.214355,2648.153564,-5180.060791,2648.153500,-6.445e-05,140.194
956,58918,94,2763,-1,5.52774,3.96174,211,7826.791992,2663.153564,-5163.638428,2663.153500,-6.445e-05,2526.48
957,58920,95,1830,-1,5.4429,3.34095,211,7826.652344,2648.153564,-5178.498779,2648.153500,-6.445e-05,480.915
958,58922,95,2095,-1,21.6518,4.35471,-211,7825.381836,2656.846436,-5168.535400,2656.846500,6.445e-05,80.8323
959,58924,95,2648,-1,6.03763,3.61556,-211,7824.958984,2648.153564,-5176.805420,2648.153500,-6.445e-05,1416.91
960,58926,95,3028,-1,6.66261,3.49279,2212,7824.940918,2656.846436,-5168.094482,2656.846500,6.445e-05,580.735
961,58927,95,5050,-1,2.82158,3.39691,211,7827.978027,2648.153564,-5179.824463,2648.153500,-6.445e-05,4031.5
962,58929,95,5152,-1,10.3869,2.93012,211,7828.404785,2641.846436,-5186.558350,2641.846500,6.445e-05,415.121
963,58931,96,2402,-1,4.28401,2.61744,211,7829.143555,2648.153564,-5180.989990,2648.153500,-6.445e-05,1427.55
964,58932,96,2599,-1,20.818,4.70793,211,7825.995605,2641.846436,-5184.149170,2641.846500,6.445e-05,123.117
965,58934,96,2625,-1,6.35572,3.68085,-211,7824.653320,2663.153564,-5161.499756,2663.153500,-6.445e-05,1958.8
966,58938,96,4715,-1,12.255,4.31148,-211,7825.581055,2656.846436,-5168.734619,2656.846500,6.445e-05,769.403
967,58940,96,6119,-1,11.9792,3.39836,211,7825.168457,2663.153564,-5162.014893,2663.153500,-6.445e-05,513.355
968,58942,97,1089,-1,3.62235,2.82046,-211,7829.439941,2656.846436,-5172.593506,2656.846500,6.445e-05,1046.35
969,58943,97,2333,-1,6.86576,3.45417,-211,7824.444824,2641.846436,-5182.598389,2641.846500,6.445e-05,910.58
970,58945,97,2343,-1,7.44514,3.76497,211,7827.360840,2656.846436,-5170.514404,2656.846500,6.445e-05,1067.78
971,58947,98,607,-1,7.47146,4.01789,211,7826.825195,2663.153564,-5163.671631,2663.153500,-6.445e-05,979.803
972,58949,98,2050,-1,2.91483,2.37506,-211,7830.271484,2641.846436,-5188.425049,2641.846500,6.445e-05,2082.87
973,58951,98,3705,-1,45.9392,4.8543,-211,8578.318359,2648.153564,-5930.164795,2648.153500,-6.445e-05,288.69
