predictor,arch,mode,seed,stratum,p_band,direction,n,median_abs_dz_mm,vs_hit_med_um,vs_hit_p95_um,vs_reference_med_um,vs_reference_p95_um
network (best val seed),4x64,data,per stratum,cross-magnet,20-200 GeV,forward,151,5177.237445999999,1799.0960632895394,4268.311767515059,1790.1987360921794,4565.5562930440465
network (best val seed),4x64,data,per stratum,cross-magnet,20-200 GeV,backward,151,5177.237445999999,725.7164564801855,6637.239506786237,712.8666772593792,6724.146846005418
network (best val seed),8x128,physics,per stratum,all,all,all,13228,70.22465149999971,30.39640038004876,6663.736846374371,16.12304858927871,2506.232606917966
network (best val seed),8x128,physics,per stratum,all,all,forward,6669,70.2286009999998,35.66506397453395,7667.600739813001,19.500982691795343,2450.58635594932
network (best val seed),8x128,physics,per stratum,all,all,backward,6559,70.22270000000026,25.459153218889696,5707.94780183465,13.319316290790084,2599.276121502036
network (best val seed),8x128,physics,per stratum,all,1-5 GeV,all,6526,70.21979974999931,56.078953405503285,17270.008454141513,28.695779170220703,8528.868329902707
network (best val seed),8x128,physics,per stratum,all,1-5 GeV,forward,3310,70.2234492499997,68.25670209031921,17539.6023674198,34.356221465742465,6793.1845031011835
network (best val seed),8x128,physics,per stratum,all,1-5 GeV,backward,3216,70.21649950000028,46.45085795527848,17144.312427658067,23.967167699765923,11077.369709972807
network (best val seed),8x128,physics,per stratum,all,5-20 GeV,all,5212,140.07619949999935,16.40092666957571,2503.3248257034757,8.207046706854015,913.869079206963
network (best val seed),8x128,physics,per stratum,all,5-20 GeV,forward,2606,140.02239974999975,19.358392217959874,2911.209975120869,9.18504137820264,780.2046099481004
network (best val seed),8x128,physics,per stratum,all,5-20 GeV,backward,2606,203.6929999999993,13.52889021011805,2053.0416245208125,7.577758972207249,992.8050434267597
network (best val seed),8x128,physics,per stratum,all,20-200 GeV,all,1490,70.21095024999977,4.3131792671147196,1013.872319927026,2.7664331562835542,756.6870035970942
network (best val seed),8x128,physics,per stratum,all,20-200 GeV,forward,753,139.99350049999885,5.222688682351873,1165.8277452905734,3.5121427450235387,809.5272897258235
network (best val seed),8x128,physics,per stratum,all,20-200 GeV,backward,737,70.2077999999965,3.783041626675754,763.9673094447761,1.363160175202438,695.0900492371751
network (best val seed),8x128,physics,per stratum,0.05-2 mm,all,all,436,0.6499827500010724,0.10868062594227013,0.9446539642397056,0.0003297146520253591,0.004314131388127862
network (best val seed),8x128,physics,per stratum,0.05-2 mm,all,forward,218,0.6499827500010724,0.11261078816460213,1.006829069731902,0.0003311807859063265,0.004252218377587259
network (best val seed),8x128,physics,per stratum,0.05-2 mm,all,backward,218,0.6499827500010724,0.10705706483093991,0.8755174169024825,0.0003271532875714911,0.004274529760550641
network (best val seed),8x128,physics,per stratum,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18747597005130956,1.2089319211099792,0.0006098221092543099,0.006338332855193584
network (best val seed),8x128,physics,per stratum,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.22270824638326303,1.204280564382998,0.0006009855439970124,0.0062274638025883134
network (best val seed),8x128,physics,per stratum,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16372551468890606,1.1961539550213718,0.0006241496066650143,0.006189062673911389
network (best val seed),8x128,physics,per stratum,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.08472793291502967,0.24668314586140377,0.00019069712209329737,0.0005645120126018809
network (best val seed),8x128,physics,per stratum,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.07864440063087841,0.22916429301922392,0.0001901106543300557,0.000561308411306527
network (best val seed),8x128,physics,per stratum,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.09068684062185639,0.3170522984987656,0.00019162928310834104,0.0005611359483737033
network (best val seed),8x128,physics,per stratum,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.05794710092832389,0.12500348100985548,5.351705567591125e-05,0.00019836954479046653
network (best val seed),8x128,physics,per stratum,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.05578111483828252,0.13017611873067375,5.352393372959341e-05,0.0001910127991777698
network (best val seed),8x128,physics,per stratum,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.0713107589547235,0.09798094143889101,5.3510177622229094e-05,0.00019009900569244554
network (best val seed),8x128,physics,per stratum,2-20 mm,all,all,382,6.3070000000006985,0.5929533365005568,6.040066503565809,0.021870344689034482,0.3101947663466831
network (best val seed),8x128,physics,per stratum,2-20 mm,all,forward,191,6.3070000000006985,0.654561144007193,5.836052331986252,0.021511552546371604,0.317201201056605
network (best val seed),8x128,physics,per stratum,2-20 mm,all,backward,191,6.3070000000006985,0.5034471303702048,6.426768929046034,0.02222913683169736,0.2988614163399461
network (best val seed),8x128,physics,per stratum,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.8572806433212463,10.086886591457745,0.07370297775821655,0.4558116391763175
network (best val seed),8x128,physics,per stratum,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.7228120278289794,9.963498279552141,0.07636013297362965,0.4793730049186704
network (best val seed),8x128,physics,per stratum,2-20 mm,1-5 GeV,backward,80,6.3070000000006985,2.016725305793443,11.007543482440948,0.07323321201369026,0.45178149932567635
network (best val seed),8x128,physics,per stratum,2-20 mm,5-20 GeV,all,156,6.3070000000006985,0.5109130862059885,1.7900173608254022,0.014331496565489488,0.1819367115167836
network (best val seed),8x128,physics,per stratum,2-20 mm,5-20 GeV,forward,78,6.3070000000006985,0.55509902880857,1.7896907599300953,0.014331496565489488,0.19538414653084096
network (best val seed),8x128,physics,per stratum,2-20 mm,5-20 GeV,backward,78,6.3070000000006985,0.4629178545023649,1.6243357851873677,0.013052348453612694,0.16772609927855328
network (best val seed),8x128,physics,per stratum,2-20 mm,20-200 GeV,all,66,6.3070000000006985,0.15403068287245247,0.38335901674788064,0.0034929943986128364,0.009505872580195529
network (best val seed),8x128,physics,per stratum,2-20 mm,20-200 GeV,forward,33,6.3070000000006985,0.13538013001479499,0.3391550090007466,0.0034991479367363354,0.00911641661147655
network (best val seed),8x128,physics,per stratum,2-20 mm,20-200 GeV,backward,33,6.3070000000006985,0.15679887247088686,0.41445593543887316,0.0034868408604893375,0.009353686320778818
network (best val seed),8x128,physics,per stratum,20-200 mm,all,all,6000,69.804950499999,8.769451696764463,67.52775367640426,2.9094569867993414,29.564902800503045
network (best val seed),8x128,physics,per stratum,20-200 mm,all,forward,3011,69.80459999999948,10.744187856062126,77.1023762920322,3.2056899129884187,29.802531389350406
network (best val seed),8x128,physics,per stratum,20-200 mm,all,backward,2989,69.80529999999999,7.337051823071761,58.673647163755014,2.622010398567909,29.2197226764415
network (best val seed),8x128,physics,per stratum,20-200 mm,1-5 GeV,all,3042,69.80709999999999,19.946405532579092,92.30717804384746,6.225710745546564,48.579309491080366
network (best val seed),8x128,physics,per stratum,20-200 mm,1-5 GeV,forward,1532,69.80653799999982,23.64584902761635,104.51518588264719,6.564702308011761,47.04516211375564
network (best val seed),8x128,physics,per stratum,20-200 mm,1-5 GeV,backward,1510,69.80770074999964,16.75675862148296,78.45967334041858,5.896969314278522,49.51674440170847
network (best val seed),8x128,physics,per stratum,20-200 mm,5-20 GeV,all,2309,69.80490049999935,5.04013827730887,19.22933599853991,1.8816263008716305,6.4433324821038696
network (best val seed),8x128,physics,per stratum,20-200 mm,5-20 GeV,forward,1156,69.80415000000085,5.8900947032825,20.927812743266827,2.071646991431919,6.73657207593692
network (best val seed),8x128,physics,per stratum,20-200 mm,5-20 GeV,backward,1153,69.80549999999857,4.328040807365596,16.220722138186257,1.753067790644991,6.177104362359378
network (best val seed),8x128,physics,per stratum,20-200 mm,20-200 GeV,all,649,69.8020000000015,1.4120307740199678,5.254860032654563,0.6347993090010107,2.512665555150307
network (best val seed),8x128,physics,per stratum,20-200 mm,20-200 GeV,forward,323,69.80189999999857,1.5511994546102414,6.226180062650143,0.7813050718254999,2.9262253346189473
network (best val seed),8x128,physics,per stratum,20-200 mm,20-200 GeV,backward,326,69.80249950000007,1.328760878593016,4.168314999070333,0.6011037144588727,1.285979447125385
network (best val seed),8x128,physics,per stratum,200-2000 mm,all,all,4000,472.2208000000005,90.64366435504212,901.3898938780968,62.02455168781995,774.9060517660607
network (best val seed),8x128,physics,per stratum,200-2000 mm,all,forward,2044,472.2166499999994,104.50626856470535,1086.3916662753795,71.38353564351974,965.2444525675319
network (best val seed),8x128,physics,per stratum,200-2000 mm,all,backward,1956,472.2224995000006,76.03855137078597,768.4860795199029,50.21698294417831,648.2305597243396
network (best val seed),8x128,physics,per stratum,200-2000 mm,1-5 GeV,all,2042,472.2235007499994,201.120055304429,1401.0591371220141,131.194007831283,1286.6810250542676
network (best val seed),8x128,physics,per stratum,200-2000 mm,1-5 GeV,forward,1057,472.19920699999966,225.60005694879237,1928.5823522483036,158.8188851883956,1531.417322950786
network (best val seed),8x128,physics,per stratum,200-2000 mm,1-5 GeV,backward,985,472.238799499999,179.12398969269816,1135.3779984994273,109.38824653544543,1024.115328913059
network (best val seed),8x128,physics,per stratum,200-2000 mm,5-20 GeV,all,1531,472.22849999999926,50.97536824405324,216.27724014392413,37.45508876090753,144.18310681907087
network (best val seed),8x128,physics,per stratum,200-2000 mm,5-20 GeV,forward,764,472.23500099999956,56.65567668285121,232.55579770652344,42.30608745510267,159.97686292765832
network (best val seed),8x128,physics,per stratum,200-2000 mm,5-20 GeV,backward,767,472.22249900000133,46.08418460296093,184.24442178429672,33.10968963285177,121.09831383431809
network (best val seed),8x128,physics,per stratum,200-2000 mm,20-200 GeV,all,427,472.1847999999991,16.25074129453452,87.93713716733289,14.9007907469354,68.37486218192055
network (best val seed),8x128,physics,per stratum,200-2000 mm,20-200 GeV,forward,223,472.1836999999996,21.964534575971584,95.16970486352096,19.527087710116575,69.7589981592671
network (best val seed),8x128,physics,per stratum,200-2000 mm,20-200 GeV,backward,204,472.1850502499992,13.130693937519311,57.73472055287875,11.194377709221603,36.931215161653306
network (best val seed),8x128,physics,per stratum,cross-magnet,all,all,2410,5175.346389,2376.0629768076387,58377.87357340169,803.5496481341227,45139.93837942666
network (best val seed),8x128,physics,per stratum,cross-magnet,all,forward,1205,5175.346389,2836.5137233897713,57432.6621410833,758.4367563641763,33543.2770261501
network (best val seed),8x128,physics,per stratum,cross-magnet,all,backward,1205,5175.346389,1900.3696003934251,58444.30373810438,834.8867314743984,52883.159451461186
network (best val seed),8x128,physics,per stratum,cross-magnet,1-5 GeV,all,1034,5174.7871589999995,8499.851434574226,129856.72522574275,2676.757377371322,103919.94836848318
network (best val seed),8x128,physics,per stratum,cross-magnet,1-5 GeV,forward,517,5174.7871589999995,9453.468948372574,115755.92074408836,2434.999194174935,73100.51945028428
network (best val seed),8x128,physics,per stratum,cross-magnet,1-5 GeV,backward,517,5174.7871589999995,7027.450020888978,170851.02963472906,2985.836468400052,152463.62214189267
network (best val seed),8x128,physics,per stratum,cross-magnet,5-20 GeV,all,1074,5175.753925000001,1216.2955598800522,7386.268861471979,436.4098146575408,4251.909989139574
network (best val seed),8x128,physics,per stratum,cross-magnet,5-20 GeV,forward,537,5175.753925000001,1425.3184659275532,7570.812199017769,375.1239741212089,3921.089190728929
network (best val seed),8x128,physics,per stratum,cross-magnet,5-20 GeV,backward,537,5175.753925000001,1004.9266757463045,7261.929370545662,545.2953342125113,4760.183049484988
network (best val seed),8x128,physics,per stratum,cross-magnet,20-200 GeV,all,302,5177.237445999999,550.3436664384722,3027.700351421945,385.0293240791309,2727.951699850495
network (best val seed),8x128,physics,per stratum,cross-magnet,20-200 GeV,forward,151,5177.237445999999,718.5333449833422,3048.033926704612,423.4336127430467,2812.1339465545957
network (best val seed),8x128,physics,per stratum,cross-magnet,20-200 GeV,backward,151,5177.237445999999,487.27191374614875,2507.567355044436,344.26899627223406,2480.6495287750286
network (best val seed),8x128,data,per stratum,all,all,all,13228,70.22465149999971,26.073057461957205,23389.88180845213,7.43729940410276,21893.989350421707
network (best val seed),8x128,data,per stratum,all,all,forward,6669,70.2286009999998,29.437166487923605,19255.147673676787,7.865502188735718,17524.93759547683
network (best val seed),8x128,data,per stratum,all,all,backward,6559,70.22270000000026,22.596975384658435,28745.74387815848,7.190866372866367,27118.52969892488
network (best val seed),8x128,data,per stratum,all,1-5 GeV,all,6526,70.21979974999931,50.89563023365429,64967.70159954668,17.642588667051484,57382.77701934535
network (best val seed),8x128,data,per stratum,all,1-5 GeV,forward,3310,70.2234492499997,60.35491493364731,42231.86183885022,19.259423417778976,36032.6123792558
network (best val seed),8x128,data,per stratum,all,1-5 GeV,backward,3216,70.21649950000028,41.12532960425597,109403.9323189562,16.372437310337773,106484.66697299347
network (best val seed),8x128,data,per stratum,all,5-20 GeV,all,5212,140.07619949999935,12.759114797546545,6702.4915150543775,2.9403838159183238,5807.021849356895
network (best val seed),8x128,data,per stratum,all,5-20 GeV,forward,2606,140.02239974999975,15.04330748863758,6368.793742957337,2.772621769906891,5706.3557059295745
network (best val seed),8x128,data,per stratum,all,5-20 GeV,backward,2606,203.6929999999993,10.79853922257712,6990.4295805832535,3.1095830044023387,5841.149794167521
network (best val seed),8x128,data,per stratum,all,20-200 GeV,all,1490,70.21095024999977,3.236221395123806,2117.120011226679,0.6088628650005035,2102.8862295927456
network (best val seed),8x128,data,per stratum,all,20-200 GeV,forward,753,139.99350049999885,3.9728902357722973,2555.1868224728573,0.6831927451003139,2367.99038029481
network (best val seed),8x128,data,per stratum,all,20-200 GeV,backward,737,70.2077999999965,2.829947648393727,1378.4873625139037,0.5098719751686076,1308.2561581623033
network (best val seed),8x128,data,per stratum,0.05-2 mm,all,all,436,0.6499827500010724,0.10938282593997428,0.9458529825110418,9.656920951783832e-05,0.0025356537776133337
network (best val seed),8x128,data,per stratum,0.05-2 mm,all,forward,218,0.6499827500010724,0.11376319025657722,1.0066587458531677,8.99014480637561e-05,0.002567387753060757
network (best val seed),8x128,data,per stratum,0.05-2 mm,all,backward,218,0.6499827500010724,0.10562661574908816,0.8745490274975508,0.00010648801662682672,0.0024867924139471134
network (best val seed),8x128,data,per stratum,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18716816521191504,1.2074225442347595,0.00040796700773171324,0.005240376793835802
network (best val seed),8x128,data,per stratum,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.22291272478014434,1.2027145174442921,0.0004201282877147605,0.005407898328257938
network (best val seed),8x128,data,per stratum,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16492333654127833,1.1953967158660805,0.0004036332370560558,0.0046615382188974755
network (best val seed),8x128,data,per stratum,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.08466936181150686,0.2468073506161516,1.925386072798574e-05,0.0002886803532220483
network (best val seed),8x128,data,per stratum,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.07864108167154882,0.22935604461693515,2.0084485186089296e-05,0.0002877341565010738
network (best val seed),8x128,data,per stratum,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.0905088102172158,0.3169143332115709,1.8657914324649028e-05,0.00031737533845443977
network (best val seed),8x128,data,per stratum,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.05801290201112863,0.12501616920879144,5.777479827884235e-06,8.34729121379496e-05
network (best val seed),8x128,data,per stratum,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.055679008255538065,0.13018067443866238,7.23400717106415e-06,8.71777217525959e-05
network (best val seed),8x128,data,per stratum,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.07111572284657086,0.09798336616597679,4.126604835619219e-06,5.867217964805604e-05
network (best val seed),8x128,data,per stratum,2-20 mm,all,all,382,6.3070000000006985,0.5888201293018369,6.08704644189828,0.005503222354596993,0.22930376725156504
network (best val seed),8x128,data,per stratum,2-20 mm,all,forward,191,6.3070000000006985,0.6473866593239563,5.928059296863353,0.004782006342907152,0.2051902773700931
network (best val seed),8x128,data,per stratum,2-20 mm,all,backward,191,6.3070000000006985,0.49978967047081824,6.444835841406871,0.005930640199380832,0.23687682610784577
network (best val seed),8x128,data,per stratum,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.816183094028645,10.11663208709023,0.03561151615372182,0.3392726795340188
network (best val seed),8x128,data,per stratum,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.7208417771499285,9.756254410339691,0.03509684036373528,0.31785393995420447
network (best val seed),8x128,data,per stratum,2-20 mm,1-5 GeV,backward,80,6.3070000000006985,2.0655535138018877,11.029943656026827,0.03561151615372182,0.3432383211077191
network (best val seed),8x128,data,per stratum,2-20 mm,5-20 GeV,all,156,6.3070000000006985,0.49664760688772347,1.6819207687213122,0.0031864779259649367,0.03674807887893081
network (best val seed),8x128,data,per stratum,2-20 mm,5-20 GeV,forward,78,6.3070000000006985,0.5635137061901219,1.6668397313814851,0.002665058815409793,0.040432761866782095
network (best val seed),8x128,data,per stratum,2-20 mm,5-20 GeV,backward,78,6.3070000000006985,0.45667166618912347,1.6062217935665732,0.003938756414356703,0.017867500784518594
network (best val seed),8x128,data,per stratum,2-20 mm,20-200 GeV,all,66,6.3070000000006985,0.1520403937593784,0.37869274500376693,0.0006551926550191212,0.0032550884814241954
network (best val seed),8x128,data,per stratum,2-20 mm,20-200 GeV,forward,33,6.3070000000006985,0.13623357083858423,0.34047408029960197,0.00046005445053509675,0.0012315439832377706
network (best val seed),8x128,data,per stratum,2-20 mm,20-200 GeV,backward,33,6.3070000000006985,0.15398570530322786,0.4141252469156419,0.0010615713321726616,0.003689327298839195
network (best val seed),8x128,data,per stratum,20-200 mm,all,all,6000,69.804950499999,8.173681202947591,64.3542728183171,1.169439844730391,23.86148093001027
network (best val seed),8x128,data,per stratum,20-200 mm,all,forward,3011,69.80459999999948,9.582685619079712,72.89404217659978,1.2686031491284666,23.886771564249898
network (best val seed),8x128,data,per stratum,20-200 mm,all,backward,2989,69.80529999999999,6.9572214680420075,55.59326677496301,1.0861353521534056,23.396197544479936
network (best val seed),8x128,data,per stratum,20-200 mm,1-5 GeV,all,3042,69.80709999999999,19.097013415318997,88.69659925145588,3.0809628620431795,38.44726881522999
network (best val seed),8x128,data,per stratum,20-200 mm,1-5 GeV,forward,1532,69.80653799999982,22.47463261117133,105.13701148678507,3.119679286982091,38.5955501398371
network (best val seed),8x128,data,per stratum,20-200 mm,1-5 GeV,backward,1510,69.80770074999964,15.933009585637592,73.26889824033739,3.054918516284033,38.215965311206894
network (best val seed),8x128,data,per stratum,20-200 mm,5-20 GeV,all,2309,69.80490049999935,4.741569812892976,17.898550708150644,0.5783589180623494,3.5731102441900475
network (best val seed),8x128,data,per stratum,20-200 mm,5-20 GeV,forward,1156,69.80415000000085,5.460923480001156,19.12290165154218,0.6531162210592356,3.236205642270562
network (best val seed),8x128,data,per stratum,20-200 mm,5-20 GeV,backward,1153,69.80549999999857,3.9731392000703636,15.409169742770244,0.4980931790896648,4.039782792892746
network (best val seed),8x128,data,per stratum,20-200 mm,20-200 GeV,all,649,69.8020000000015,1.1874041361181753,4.781630760382427,0.13719400669742754,0.7338184518800972
network (best val seed),8x128,data,per stratum,20-200 mm,20-200 GeV,forward,323,69.80189999999857,1.3522832092291992,5.316247773114916,0.1764696818753464,0.8030151192002672
network (best val seed),8x128,data,per stratum,20-200 mm,20-200 GeV,backward,326,69.80249950000007,1.084364448757924,3.9438446953994344,0.09419786624675908,0.652973062493345
network (best val seed),8x128,data,per stratum,200-2000 mm,all,all,4000,472.2208000000005,75.7564501687149,1014.3124485993885,42.176855585040585,892.3147475057359
network (best val seed),8x128,data,per stratum,200-2000 mm,all,forward,2044,472.2166499999994,88.59478553979727,1164.0618990217372,54.09778679745614,966.0149362893767
network (best val seed),8x128,data,per stratum,200-2000 mm,all,backward,1956,472.2224995000006,64.98466631626343,899.3833105321869,34.29695321200654,811.1268622060948
network (best val seed),8x128,data,per stratum,200-2000 mm,1-5 GeV,all,2042,472.2235007499994,188.56925446624473,1584.4431035622379,110.08237888958661,1405.9897778027662
network (best val seed),8x128,data,per stratum,200-2000 mm,1-5 GeV,forward,1057,472.19920699999966,202.4039174218899,1830.0250985270388,128.82867802671427,1541.8162265365027
network (best val seed),8x128,data,per stratum,200-2000 mm,1-5 GeV,backward,985,472.238799499999,169.9941138789427,1337.2217604316231,92.91532617751841,1265.221493248543
network (best val seed),8x128,data,per stratum,200-2000 mm,5-20 GeV,all,1531,472.22849999999926,42.30249791444862,222.26220136738561,25.324700273017697,166.2769160928974
network (best val seed),8x128,data,per stratum,200-2000 mm,5-20 GeV,forward,764,472.23500099999956,46.371435570641495,241.78020817734597,31.021228040309268,190.9870586534486
network (best val seed),8x128,data,per stratum,200-2000 mm,5-20 GeV,backward,767,472.22249900000133,37.93354915171676,182.19764336249673,19.904161594524794,121.0736758577494
network (best val seed),8x128,data,per stratum,200-2000 mm,20-200 GeV,all,427,472.1847999999991,10.924000652288157,45.188065981932354,7.181233888161387,35.78428850407249
network (best val seed),8x128,data,per stratum,200-2000 mm,20-200 GeV,forward,223,472.1836999999996,11.631306773558947,45.43756099446337,8.46098053523292,31.817644117432987
network (best val seed),8x128,data,per stratum,200-2000 mm,20-200 GeV,backward,204,472.1850502499992,9.553137027229042,43.98703775154944,4.920521590477733,38.42858426117175
network (best val seed),8x128,data,per stratum,cross-magnet,all,all,2410,5175.346389,6343.046095910353,186241.14178750565,6123.169680175437,177820.24623335706
network (best val seed),8x128,data,per stratum,cross-magnet,all,forward,1205,5175.346389,5866.08665803476,109929.22997774852,5640.236057007996,91666.24276073852
network (best val seed),8x128,data,per stratum,cross-magnet,all,backward,1205,5175.346389,7326.981113309486,320558.88342128205,6736.844830915572,308113.55270056357
network (best val seed),8x128,data,per stratum,cross-magnet,1-5 GeV,all,1034,5174.7871589999995,31028.232804472937,362661.52318509953,28436.46018031498,345586.756687498
network (best val seed),8x128,data,per stratum,cross-magnet,1-5 GeV,forward,517,5174.7871589999995,23903.986366980007,147114.89939432376,21934.65981073612,126096.98777232628
network (best val seed),8x128,data,per stratum,cross-magnet,1-5 GeV,backward,517,5174.7871589999995,42795.16461468809,553890.2488662507,39528.715535737036,542181.471295268
network (best val seed),8x128,data,per stratum,cross-magnet,5-20 GeV,all,1074,5175.753925000001,2977.5218694286423,24726.7965227679,2671.094540473291,23275.346397841484
network (best val seed),8x128,data,per stratum,cross-magnet,5-20 GeV,forward,537,5175.753925000001,3259.0735270416644,24721.72180311498,2855.6218637986603,23271.377970348567
network (best val seed),8x128,data,per stratum,cross-magnet,5-20 GeV,backward,537,5175.753925000001,2670.324515452535,24712.981204957054,2381.7307467736964,23164.686400751307
network (best val seed),8x128,data,per stratum,cross-magnet,20-200 GeV,all,302,5177.237445999999,1370.9699407439864,5181.023397270619,1391.6845136660356,5101.5487763741385
network (best val seed),8x128,data,per stratum,cross-magnet,20-200 GeV,forward,151,5177.237445999999,1920.7555422281644,4864.691820002037,1839.7162269343496,4857.626534080069
network (best val seed),8x128,data,per stratum,cross-magnet,20-200 GeV,backward,151,5177.237445999999,785.4788841256237,5494.479169619595,745.4648487629925,5260.628342112633
network (best val seed),2x256,physics,per stratum,all,all,all,13228,70.22465149999971,29.71553440823982,7391.706809663801,14.051828848579362,3175.312485714095
network (best val seed),2x256,physics,per stratum,all,all,forward,6669,70.2286009999998,32.723489972795505,7726.163328641104,13.582214030691375,2868.7508731782746
network (best val seed),2x256,physics,per stratum,all,all,backward,6559,70.22270000000026,26.770560534259857,6762.752419283341,14.451691095654695,3542.663493719697
network (best val seed),2x256,physics,per stratum,all,1-5 GeV,all,6526,70.21979974999931,57.4353948740054,17573.62149593558,26.679504053589653,8092.108989006087
network (best val seed),2x256,physics,per stratum,all,1-5 GeV,forward,3310,70.2234492499997,63.17351772062807,17687.765739318278,26.29186230107905,5921.452344045323
network (best val seed),2x256,physics,per stratum,all,1-5 GeV,backward,3216,70.21649950000028,50.664075921304175,17284.839455888134,27.496114516452508,11059.53423587151
network (best val seed),2x256,physics,per stratum,all,5-20 GeV,all,5212,140.07619949999935,15.259058667293601,2643.41133660953,7.982111468578523,1142.2035316164074
network (best val seed),2x256,physics,per stratum,all,5-20 GeV,forward,2606,140.02239974999975,16.196403535758463,3059.3534918941855,7.607628813644851,1134.246809765088
network (best val seed),2x256,physics,per stratum,all,5-20 GeV,backward,2606,203.6929999999993,14.497206441021149,2084.2900664444815,8.341341288087278,1144.6052325755093
network (best val seed),2x256,physics,per stratum,all,20-200 GeV,all,1490,70.21095024999977,3.988607048452053,3458.462520257507,1.0895442355263185,3184.819697855994
network (best val seed),2x256,physics,per stratum,all,20-200 GeV,forward,753,139.99350049999885,4.440002108481167,3479.747685630899,1.3891722069843127,3105.1672032447764
network (best val seed),2x256,physics,per stratum,all,20-200 GeV,backward,737,70.2077999999965,3.2406038997123687,3336.764010484314,1.0363067790208902,3340.7063175957746
network (best val seed),2x256,physics,per stratum,0.05-2 mm,all,all,436,0.6499827500010724,0.10897431150169723,0.944937613979846,0.00035580004009716504,0.0030893762641426292
network (best val seed),2x256,physics,per stratum,0.05-2 mm,all,forward,218,0.6499827500010724,0.11319016607558297,1.0064095480224415,0.00035561282629714697,0.0029710796070503386
network (best val seed),2x256,physics,per stratum,0.05-2 mm,all,backward,218,0.6499827500010724,0.10546965023650046,0.873460680593041,0.000356021388370209,0.003095169689970588
network (best val seed),2x256,physics,per stratum,0.05-2 mm,1-5 GeV,all,248,0.6499792499998875,0.18745034117273462,1.2070497449258255,0.0006872814992675558,0.005432507646219165
network (best val seed),2x256,physics,per stratum,0.05-2 mm,1-5 GeV,forward,124,0.6499792499998875,0.22263546196654715,1.2031111115902604,0.000689300463818654,0.005287529722863832
network (best val seed),2x256,physics,per stratum,0.05-2 mm,1-5 GeV,backward,124,0.6499792499998875,0.16464682849459678,1.1952221319802436,0.0006868262971693184,0.005277778080881029
network (best val seed),2x256,physics,per stratum,0.05-2 mm,5-20 GeV,all,142,0.6499850000000151,0.08467919435872773,0.24641324740599652,0.0002122208684340876,0.0006719518125919417
network (best val seed),2x256,physics,per stratum,0.05-2 mm,5-20 GeV,forward,71,0.6499850000000151,0.07855906554254943,0.22896598965616022,0.00021217419998720288,0.0006547681437041319
network (best val seed),2x256,physics,per stratum,0.05-2 mm,5-20 GeV,backward,71,0.6499850000000151,0.09124543544203334,0.3170986868781256,0.00021226753688097233,0.0006550005196004349
network (best val seed),2x256,physics,per stratum,0.05-2 mm,20-200 GeV,all,46,0.6499925000007352,0.05799272987783155,0.12503476292380356,3.297489570286416e-05,8.477131174799979e-05
network (best val seed),2x256,physics,per stratum,0.05-2 mm,20-200 GeV,forward,23,0.6499925000007352,0.05576027876941225,0.13019547340888943,3.283048499724828e-05,8.282676731141689e-05
network (best val seed),2x256,physics,per stratum,0.05-2 mm,20-200 GeV,backward,23,0.6499925000007352,0.07119796535448586,0.09799032817170426,3.311930640848004e-05,8.302929046521965e-05
network (best val seed),2x256,physics,per stratum,2-20 mm,all,all,382,6.3070000000006985,0.5816038767285647,6.039633654389576,0.03208126950227097,0.3070909760154449
network (best val seed),2x256,physics,per stratum,2-20 mm,all,forward,191,6.3070000000006985,0.6556915710545508,5.992223671313468,0.03149989029793687,0.3007006979132143
network (best val seed),2x256,physics,per stratum,2-20 mm,all,backward,191,6.3070000000006985,0.5223701535079783,6.350522945823833,0.03334197089088775,0.30410638389355427
network (best val seed),2x256,physics,per stratum,2-20 mm,1-5 GeV,all,160,6.3070000000006985,1.8394423825968258,10.001103036987034,0.08704593812325356,0.39489878691440955
network (best val seed),2x256,physics,per stratum,2-20 mm,1-5 GeV,forward,80,6.3070000000006985,1.8185267956952882,9.956301065150797,0.08518029177650988,0.35828752788233914
