tag,mode,seed,width,depth,converged,split,leg,band,endpoint_med_um,endpoint_p95_um,stage_med_um,slope_med_mrad,rho_mean,rho_median,straight_med_um,n,ceiling_leg_um,ceiling_band_um,ceiling_band_n,ceiling_own_um,ceiling_own_p95_um
w100_data_s0,data,0,100,4,True,test,A,1-5GeV,519.4854312066198,18988.553065586148,812.6093745433786,0.21694921770001874,0.08238498680672211,0.004431575067604656,31.11023947234115,324,0.0007444257531519227,0.002909424121233517,19,0.0028088209010346255,7173.877347743397
w100_data_s0,data,0,100,4,True,test,A,5-20GeV,340.87436159499475,5803.345777535654,328.2219087407179,0.08717288767706721,0.0578489266192272,0.014729596273592152,9.80516663159503,191,0.0007444257531519227,0.020400536357767507,9,0.0005096686157557428,2306.1250752016567
w100_data_s0,data,0,100,4,True,test,A,20-200GeV,347.5627385704823,2201.967025366377,361.1451673855332,0.06915553732295826,0.08113494949891605,0.047544100766134675,5.945399012586616,89,0.0007444257531519227,0.0004550318470283865,4,0.0009147414785637409,436.5695393626081
w100_data_s0,data,0,100,4,True,test,A,all,406.3094961346275,10445.08737291417,498.70525233920637,0.1087091232113771,0.07444187287260577,0.01192087757441131,10.945522383782214,604,0.0007444257531519227,0.0007444257531519227,32,0.0012975941081627695,10095.745280850735
w100_data_s0,data,0,100,4,True,test,B,1-5GeV,2267.9278790824355,43490.369936390176,2991.994561812824,1.5602434637091989,0.00018188923827943147,3.0008389335379293e-06,1197127.786821343,191,29.06626263219181,194.32988753253255,14,239.1203764747729,31863.319386796837
w100_data_s0,data,0,100,4,True,test,B,5-20GeV,841.3504809329045,6235.014321635159,1143.9732523350515,0.4140913858149131,3.514548138225081e-05,3.0000511905119726e-06,355193.23732396663,278,29.06626263219181,18.868742882830247,13,23.771840872143457,312.6197581884921
w100_data_s0,data,0,100,4,True,test,B,20-200GeV,517.6585810146435,2569.5085070337996,772.6812796062177,0.19555372971776647,7.816129421187514e-05,8.623604570304418e-06,104910.80409850382,95,29.06626263219181,8.451150669401386,5,6.659794481365111,77.86268877226932
w100_data_s0,data,0,100,4,True,test,B,all,1055.2882376214507,14214.759500395345,1398.3976693720876,0.5873475892091383,9.208619022298809e-05,3.7261891942268418e-06,444074.60985912883,564,29.06626263219181,29.06626263219181,32,46.362551442712174,10372.636338919856
w100_data_s0,data,0,100,4,True,test,C,1-5GeV,354.52212245621695,3230.2438741937844,583.2951780017459,0.1907076197135288,0.0020212444488799082,1.0323393370691858e-05,20.65045648123487,1625,1.9820198815523327e-06,2.8307738375588087e-06,18,6.750537906441423e-06,0.20163025035344614
w100_data_s0,data,0,100,4,True,test,C,5-20GeV,152.86822752951502,768.808920115908,257.2857544210354,0.07448875729922436,0.00011925821696130794,7.607463291561856e-06,4.010366603324655,857,1.9820198815523327e-06,6.594778056978612e-07,10,1.7530226159578888e-06,0.14228742605375028
w100_data_s0,data,0,100,4,True,test,C,20-200GeV,104.2663164384443,453.9383144411815,234.16806319785044,0.06285810623502669,0.0003791036373709311,1.54630676739874e-05,0.7430259263347949,311,1.9820198815523327e-06,1.1178560299640594e-06,4,4.790932095488643e-07,0.009702852425164103
w100_data_s0,data,0,100,4,True,test,C,all,235.24245647151432,2192.830028219214,378.95897153464375,0.12049912811731844,0.001254789743139295,1.0232499209485191e-05,6.63368461363234,2793,1.9820198815523327e-06,1.9820198815523327e-06,32,5.807194725093723e-07,3.303541561407996
w100_data_s1,data,1,100,4,True,val,A,1-5GeV,768.6250927221822,25374.173984699548,919.398996572867,0.26953968932656996,0.12961614670934224,0.011550044106298925,25.804742523524773,350,0.0007444257531519227,0.002909424121233517,19,0.0028088209010346255,7173.877347743397
w100_data_s1,data,1,100,4,True,val,A,5-20GeV,234.64150722183263,3652.501839621682,340.45455512951173,0.10470932160908282,0.02897210831569075,0.00739791362809147,11.007220319043443,184,0.0007444257531519227,0.020400536357767507,9,0.0005096686157557428,2306.1250752016567
w100_data_s1,data,1,100,4,True,val,A,20-200GeV,169.0768748041836,1525.9112006757634,271.77819391024263,0.07352823512524112,0.03275277829138273,0.008499141560324237,15.481654977695825,98,0.0007444257531519227,0.0004550318470283865,4,0.0009147414785637409,436.5695393626081
w100_data_s1,data,1,100,4,True,val,A,all,395.5981220956186,13472.905417659313,625.9777566163207,0.1574099210126488,0.08529476511220316,0.008920568458610285,15.482794052115722,632,0.0007444257531519227,0.0007444257531519227,32,0.0012975941081627695,10095.745280850735
w100_data_s1,data,1,100,4,True,val,B,1-5GeV,2738.94918600854,44058.075991311525,3873.6739644321005,1.6069516752693636,0.00012300241317735755,4.4489712976999385e-06,1181464.7237645744,219,29.06626263219181,194.32988753253255,14,239.1203764747729,31863.319386796837
w100_data_s1,data,1,100,4,True,val,B,5-20GeV,730.3733706575315,10943.750920931718,1118.9948212122295,0.32756847335323885,0.00021460307035828564,3.3304991306454913e-06,360379.6349347898,268,29.06626263219181,18.868742882830247,13,23.771840872143457,312.6197581884921
w100_data_s1,data,1,100,4,True,val,B,20-200GeV,639.5047665494253,4537.871425748776,1013.1816712966372,0.38804940612263,0.0004133038970647975,1.3169289870521536e-05,104397.23230693299,94,29.06626263219181,8.451150669401386,5,6.659794481365111,77.86268877226932
w100_data_s1,data,1,100,4,True,val,B,all,1077.7957380750536,27229.1827095587,1719.5752011303398,0.6430767937691539,0.00021222326620645926,4.6746117933040476e-06,468725.43876780034,581,29.06626263219181,29.06626263219181,32,46.362551442712174,10372.636338919856
w100_data_s1,data,1,100,4,True,val,C,1-5GeV,415.89186328215266,3601.579002345247,659.1987164911997,0.1800455642102794,0.0021077555383500588,1.1077545887621436e-05,24.01565099967229,1541,1.9820198815523327e-06,2.8307738375588087e-06,18,6.750537906441423e-06,0.20163025035344614
w100_data_s1,data,1,100,4,True,val,C,5-20GeV,154.71417870911887,969.568735109462,291.28415645296,0.05926705131378829,0.0001106527529793271,9.725396896312964e-06,3.982292308535307,901,1.9820198815523327e-06,6.594778056978612e-07,10,1.7530226159578888e-06,0.14228742605375028
